stage,dataset,quantity,channel_or_cue,RMS_before,RMS_after,retention_ratio,waveform_correlation,P300_positive_mean_difference_before,P300_positive_mean_difference_after
预处理,VisualCogB_Task-1,F3_minus_F4,right,5.861638945099924,5.861638945099924,0.9999999999999788,1.0,-0.07328523320838871,-0.07328523320838871
V3,VisualCogB_Task-1,left_minus_right_ERP,Fz,20.19503267155435,16.336883056755017,0.8089555150740696,0.7661308951282625,,
V3,VisualCogB_Task-1,left_minus_right_ERP,F3,21.315001264643282,8.380195311748828,0.39315950337988526,0.948923725614359,,
V3,VisualCogB_Task-1,left_minus_right_ERP,F4,48.4900140498989,12.717184413861863,0.26226398698864356,0.8871845203732955,,
V3,VisualCogB_Task-1,F3_minus_F4,left,32.75135974873273,8.715087299640672,0.266098487711731,-0.801249610972877,-32.71069565559577,-5.871547969611299
V3,VisualCogB_Task-1,F3_minus_F4,right,5.861638945099924,3.9958264550476232,0.6816909899214922,0.8833643413971811,-0.07328523320838871,0.6269945882902745
V4,VisualCogB_Task-1,left_minus_right_ERP,Fz,20.19503267155435,15.142206730186825,0.7497985755435413,0.9262891864015953,,
V4,VisualCogB_Task-1,left_minus_right_ERP,F3,21.315001264643282,6.731950323172961,0.31583157043202664,0.9656623073280022,,
V4,VisualCogB_Task-1,left_minus_right_ERP,F4,48.4900140498989,36.30087290892669,0.748625745325027,0.9835950920107455,,
V4,VisualCogB_Task-1,F3_minus_F4,left,32.75135974873273,28.442406996121495,0.868434386063068,0.9429101706316542,-32.71069565559577,-28.39155532528906
V4,VisualCogB_Task-1,F3_minus_F4,right,5.861638945099924,3.416502021349652,0.5828578070653135,0.9783262552950731,-0.07328523320838871,-0.13103200578818597
预处理,VisualCogB_Task-2,left_minus_right_ERP,Fz,19.93035034163431,19.93035034163431,0.9999999999999938,1.0,,
预处理,VisualCogB_Task-2,left_minus_right_ERP,F3,41.73684828464967,41.73684828464967,0.999999999999997,1.0,,
预处理,VisualCogB_Task-2,left_minus_right_ERP,F4,45.44872338175096,45.44872338175096,0.9999999999999972,1.0,,
预处理,VisualCogB_Task-2,F3_minus_F4,left,23.17029353093848,23.17029353093848,0.9999999999999947,1.0,-22.90725455512043,-22.90725455512043
预处理,VisualCogB_Task-2,F3_minus_F4,right,26.88232964505076,26.88232964505076,0.9999999999999954,1.0,-26.237982458166464,-26.237982458166464
V3,VisualCogB_Task-2,left_minus_right_ERP,Fz,19.93035034163431,15.322059497543822,0.7687802389271648,-0.3412187747867184,,
V3,VisualCogB_Task-2,left_minus_right_ERP,F3,41.73684828464967,12.98464340648687,0.31110742521644674,-0.19435896214211856,,
V3,VisualCogB_Task-2,left_minus_right_ERP,F4,45.44872338175096,14.037003468581743,0.3088536360125351,0.16877303647834918,,
V3,VisualCogB_Task-2,F3_minus_F4,left,23.17029353093848,38.825512952944216,1.6756590891307295,0.8716554894242259,-22.90725455512043,-30.862444189636715
V3,VisualCogB_Task-2,F3_minus_F4,right,26.88232964505076,38.122232720374264,1.4181149187489663,0.9448650343641473,-26.237982458166464,-17.391395570597545
V4,VisualCogB_Task-2,left_minus_right_ERP,Fz,19.93035034163431,17.081735356599953,0.8570715047048754,0.1536814369874233,,
V4,VisualCogB_Task-2,left_minus_right_ERP,F3,41.73684828464967,17.995347352270397,0.4311621047554955,0.7093852048855287,,
V4,VisualCogB_Task-2,left_minus_right_ERP,F4,45.44872338175096,17.10897077938978,0.3764455744043958,0.6892002271594876,,
V4,VisualCogB_Task-2,F3_minus_F4,left,23.17029353093848,34.82779324595919,1.50312266003254,0.956387036411451,-22.90725455512043,-34.438237739886304
V4,VisualCogB_Task-2,F3_minus_F4,right,26.88232964505076,36.12689129643746,1.3438898999249693,0.9947149774123083,-26.237982458166464,-29.183073093776645
