dataset,fold,chosen,candidate,level,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogA_Task-1,2,中位数基线,时域保护,1.0,36.62092022655541,1.1048791474314508,32.43947803553369,12.816160698106764,65.75520833333333,6,1.9809128441411286
VisualCogA_Task-1,2,中位数基线,不校正,2.0,77.12932046766551,2.3270463252446,87.10106815814693,32.52194477106707,54.036458333333336,6,4.622206989011629
VisualCogA_Task-1,2,中位数基线,中位数基线,2.0,33.030294053690156,0.9965474080847256,18.304151566636406,6.240386164169106,75.52083333333333,6,1.4609489066871133
VisualCogA_Task-1,2,中位数基线,保守双分量,2.0,48.947035132059526,1.4767667800655389,52.440114972321695,20.894625990108715,43.619791666666664,6,2.8982502105396675
VisualCogA_Task-1,2,中位数基线,仅垂直分量,2.0,53.959912518802604,1.6280088476864065,60.41934924123279,23.382568720589067,53.385416666666664,6,3.244924855406826
VisualCogA_Task-1,2,中位数基线,时域保护,2.0,67.5782462893824,2.0388836403674544,60.72414149389379,25.55067946609749,76.171875,6,3.725810986915647
VisualCogA_Task-1,3,保守双分量,不校正,0.0,4.900240707526474e-15,1.7673225656791538e-16,3.033477642474555e-15,7.401486830834377e-16,0.0,4,2.5812924199475343e-16
VisualCogA_Task-1,3,保守双分量,中位数基线,0.0,20.44285188382684,0.7372926269852752,10.743916927131615,2.363607645541714,66.40625,4,1.0162838308649216
VisualCogA_Task-1,3,保守双分量,保守双分量,0.0,6.230254500550001,0.2247005815823311,5.190101279487595,0.6409713519159986,13.671875,4,0.34141106643892544
VisualCogA_Task-1,3,保守双分量,仅垂直分量,0.0,5.645827528708692,0.20362261751945857,4.896007313394186,0.3860288193989055,13.671875,4,0.30583493413441676
VisualCogA_Task-1,3,保守双分量,时域保护,0.0,7.1015641838503445,0.25612526777430294,4.7294606646205395,0.19344797483747098,73.2421875,4,0.3483886180686859
VisualCogA_Task-1,3,保守双分量,不校正,1.0,26.41119229826428,0.9525470057730171,28.692505097874186,4.428159763445205,75.1953125,4,1.6296656315187816
VisualCogA_Task-1,3,保守双分量,中位数基线,1.0,23.312643143455908,0.8407946211657081,14.765973768005676,4.427873255467532,32.2265625,4,1.2667655252583547
VisualCogA_Task-1,3,保守双分量,保守双分量,1.0,20.56095377073748,0.7415520938613794,22.772785373114953,3.7637956632193563,83.984375,4,1.2879593285860904
VisualCogA_Task-1,3,保守双分量,仅垂直分量,1.0,22.235596685150423,0.8019498250901919,27.309485163753155,4.7454390941127365,84.9609375,4,1.4655714353230258
VisualCogA_Task-1,3,保守双分量,时域保护,1.0,23.501353278161485,0.8476006476314135,29.692461915735098,4.524546611451135,84.9609375,4,1.5462278040571482
VisualCogA_Task-1,3,保守双分量,不校正,2.0,52.76208282720611,1.9029191657775344,57.09452444137398,10.029361819701817,70.3125,4,3.2942250677423868
VisualCogA_Task-1,3,保守双分量,中位数基线,2.0,26.505801535837488,0.9559591859181275,16.368592176228237,4.083080822992005,32.2265625,4,1.3983948402195474
VisualCogA_Task-1,3,保守双分量,保守双分量,2.0,34.6792565212378,1.2507433056670594,40.678616150452065,7.810448454586826,51.7578125,4,2.265993431178238
VisualCogA_Task-1,3,保守双分量,仅垂直分量,2.0,39.465395039499796,1.4233603485971882,55.293946105888864,10.647793041078407,69.3359375,4,2.8045007517904503
VisualCogA_Task-1,3,保守双分量,时域保护,2.0,42.27306398172321,1.5246218370568578,54.817711664802864,9.396452085714811,69.3359375,4,2.85204338842164
VisualCogA_Task-1,4,保守双分量,不校正,0.0,1.313383143689538e-15,5.360293365149557e-17,1.4111584268308096e-15,1.4802973661668753e-16,0.0,4,8.844116355625592e-17
VisualCogA_Task-1,4,保守双分量,中位数基线,0.0,14.932295105638648,0.6094297978909536,13.256571253329676,0.473221095690257,0.0,4,0.8992626585402083
VisualCogA_Task-1,4,保守双分量,保守双分量,0.0,5.8107055981608715,0.2371515639919143,5.089835395649293,0.16076214036694378,0.0,4,0.34757811967417324
VisualCogA_Task-1,4,保守双分量,仅垂直分量,0.0,5.788038249069619,0.23622644445217328,5.007035969035106,0.1511894187816972,0.0,4,0.3445726688474677
VisualCogA_Task-1,4,保守双分量,时域保护,0.0,4.39349898562486,0.17931129674984758,3.714349725232,0.17008641510390987,0.0,4,0.2620496448746759
VisualCogA_Task-1,4,保守双分量,不校正,1.0,24.06607076047239,0.9822053834206481,12.86655427092126,3.2367348981158677,0.9765625,4,1.376866313809056
VisualCogA_Task-1,4,保守双分量,中位数基线,1.0,21.00385284267048,0.8572274859479838,20.433697911980946,3.587901003299603,34.1796875,4,1.4206389319519157
VisualCogA_Task-1,4,保守双分量,保守双分量,1.0,20.391558577473955,0.832238000564213,9.477399928075952,3.1327921389223454,0.9765625,4,1.1534961733681972
VisualCogA_Task-1,4,保守双分量,仅垂直分量,1.0,20.997113973447966,0.8569524533639613,9.408231350849826,3.179262945200375,0.9765625,4,1.1786957490513963
VisualCogA_Task-1,4,保守双分量,时域保护,1.0,22.047570823503776,0.8998246107445732,11.266636041169454,3.456891689259179,30.2734375,4,1.2708221450864061
VisualCogA_Task-1,4,保守双分量,不校正,2.0,48.138106407286244,1.9646542109637037,25.590869464275755,6.144904443133286,65.4296875,4,2.7376637847708065
VisualCogA_Task-1,4,保守双分量,中位数基线,2.0,23.376250016620403,0.9540518200512801,23.572334799987626,3.4260867073912067,62.5,4,1.5749075478910477
VisualCogA_Task-1,4,保守双分量,保守双分量,2.0,32.643657923203044,1.3322813211109652,16.15921314739212,4.363498210505945,39.0625,3,1.8401201215180547
VisualCogA_Task-1,4,保守双分量,仅垂直分量,2.0,35.29176346441177,1.440358104576311,17.957309301835966,4.6684935386493835,40.364583333333336,3,1.9973373702630253
VisualCogA_Task-1,4,保守双分量,时域保护,2.0,39.23022497245895,1.601098016550334,23.48005589735256,6.282626057942051,67.3828125,4,2.336654226162375
VisualCogA_Task-1,5,中位数基线,不校正,0.0,5.504773407631435e-15,1.5921423349507255e-16,2.7127775473839782e-15,1.2027416100105863e-15,0.0,5,2.332318092031473e-16
VisualCogA_Task-1,5,中位数基线,中位数基线,0.0,26.292758810543873,0.7604638975126801,13.291354826285616,2.902329567212925,35.15625,5,1.036620334883103
VisualCogA_Task-1,5,中位数基线,保守双分量,0.0,9.01025635734973,0.26060310812081133,5.044314715134187,1.3417250420142823,20.3125,5,0.37235794869455785
VisualCogA_Task-1,5,中位数基线,仅垂直分量,0.0,8.536496299851766,0.24690057418716205,5.878803176927911,1.2510722875001365,20.3125,5,0.36810140058590396
VisualCogA_Task-1,5,中位数基线,时域保护,0.0,8.111604615038608,0.23461145728687816,4.4628111485297275,0.2648479590859662,36.71875,5,0.3068104495961414
VisualCogA_Task-1,5,中位数基线,不校正,1.0,46.17410870062346,1.3354909965769366,61.70514058848828,16.748821249225166,14.322916666666666,3,2.7122632098319905
VisualCogA_Task-1,5,中位数基线,中位数基线,1.0,29.31105972388488,0.8477620351088354,16.133099683202726,5.116367773957998,60.15625,5,1.2290507763457033
VisualCogA_Task-1,5,中位数基线,保守双分量,1.0,33.44288693021317,0.967266627373733,41.218379988846635,11.485228317563852,8.7890625,4,1.8955315771951489
VisualCogA_Task-1,5,中位数基线,仅垂直分量,1.0,35.81996030364297,1.0360185790140124,45.05143563087965,12.185381560736309,8.7890625,4,2.039965639448438
VisualCogA_Task-1,5,中位数基线,时域保护,1.0,42.37825703110042,1.225703804757875,53.346788295334896,14.125065778297332,66.40625,3,2.4057152319106687
VisualCogA_Task-1,5,中位数基线,不校正,2.0,91.50357213743189,2.646552368481744,122.04926064188753,34.3472440959219,48.177083333333336,3,5.404987413459031
VisualCogA_Task-1,5,中位数基线,中位数基线,2.0,29.459552792963834,0.8520568913039988,17.867216124042002,5.274225999414451,51.5625,5,1.2629892298777583
VisualCogA_Task-1,5,中位数基线,保守双分量,2.0,53.023072087695205,1.5335831568094935,66.46762667763706,18.642595145251235,16.927083333333332,3,3.0340014304877707
VisualCogA_Task-1,5,中位数基线,仅垂直分量,2.0,58.414497026527705,1.6895190192906666,73.9873663725173,19.78239816201175,27.34375,3,3.3316502394762133
VisualCogA_Task-1,5,中位数基线,时域保护,2.0,76.13834592173602,2.202144845545569,104.17584278308412,26.895292799350198,16.927083333333332,3,4.486571646646336
VisualCogA_Task-2,1,保守双分量,不校正,0.0,6.1958958421698656e-15,8.25825091732244e-17,4.882185541260527e-15,1.61907524424502e-17,0.0,1,1.1533461544722171e-16
VisualCogA_Task-2,1,保守双分量,中位数基线,0.0,54.26667784896799,0.7232978951585075,20.417954602882833,4.438692297326092,187.5,1,0.918530568499083
VisualCogA_Task-2,1,保守双分量,保守双分量,0.0,12.860627726663624,0.17141393823668244,2.6934358513713534,0.0021485095264081877,0.0,1,0.18939241586072617
VisualCogA_Task-2,1,保守双分量,仅垂直分量,0.0,12.851082426317413,0.17128671291310016,2.6886478223954797,1.61907524424502e-17,0.0,1,0.18920464513085558
VisualCogA_Task-2,1,保守双分量,时域保护,0.0,12.446275168193313,0.1658912059583361,3.712359452950651,0.013024884211192305,0.0,1,0.19080505390555932
VisualCogA_Task-2,1,保守双分量,不校正,1.0,75.86030790994597,1.0111103758746802,49.34814386764123,19.779786059880752,42.96875,1,1.6036172915920364
VisualCogA_Task-2,1,保守双分量,中位数基线,1.0,73.10307630327546,0.974360386809204,36.49336870438519,16.557549118142752,187.5,1,1.4382514855376216
VisualCogA_Task-2,1,保守双分量,保守双分量,1.0,64.23756309829837,0.856195662251962,45.203091535692465,17.63881355447212,46.875,1,1.3925426131241059
VisualCogA_Task-2,1,保守双分量,仅垂直分量,1.0,68.65520384810598,0.9150765516403856,51.4352756134016,20.115755124308425,42.96875,1,1.5259707126435038
VisualCogA_Task-2,1,保守双分量,时域保护,1.0,72.87375317091266,0.9713038345100048,52.69495791113972,13.899688478507885,46.875,1,1.50774152786171
VisualCogA_Task-2,1,保守双分量,不校正,2.0,151.89045068853545,2.0244844098151122,98.25020394419629,51.26442640687492,42.96875,1,3.3625345254782615
VisualCogA_Task-2,1,保守双分量,中位数基线,2.0,78.26373365586696,1.0431446343202149,27.51315908286985,16.06941525509327,187.5,1,1.4406828679555672
VisualCogA_Task-2,1,保守双分量,保守双分量,2.0,105.66544959277954,1.4083706670628313,78.73816630110808,34.891047511032575,42.96875,1,2.3981529483959574
VisualCogA_Task-2,1,保守双分量,仅垂直分量,2.0,117.91772021786971,1.5716760674542922,98.25357052684299,40.62132796830026,42.96875,1,2.7678912029305875
VisualCogA_Task-2,1,保守双分量,时域保护,2.0,128.46184159683293,1.7122142596193934,88.31388880985317,26.468697977358996,42.96875,1,2.6535539639126444
VisualCogA_Task-2,2,保守双分量,不校正,0.0,6.065752789364069e-15,6.968509365503577e-17,4.257179068043215e-15,1.4802973661668755e-15,0.0,6,1.1114501303569878e-16
VisualCogA_Task-2,2,保守双分量,中位数基线,0.0,51.36552758788691,0.5901017936105977,48.72273877982779,18.96737618543774,194.66145833333334,6,1.0878747491236997
VisualCogA_Task-2,2,保守双分量,保守双分量,0.0,18.218384629077526,0.20929798546139408,15.366246469486747,5.773782433134933,104.16666666666667,6,0.36389474605100497
VisualCogA_Task-2,2,保守双分量,仅垂直分量,0.0,17.033284340920606,0.1956832162087416,15.028833717485783,5.611109158410691,104.16666666666667,6,0.3464729930985525
VisualCogA_Task-2,2,保守双分量,时域保护,0.0,20.379456642693693,0.23412499554465657,15.219899770952942,1.0192246404568903,78.77604166666667,6,0.33325940736237886
VisualCogA_Task-2,2,保守双分量,不校正,1.0,102.90448076880061,1.182195949770728,100.9843942829859,32.940198095871004,31.25,6,2.1406910414556637
VisualCogA_Task-2,2,保守双分量,中位数基线,1.0,69.568299883003,0.7992204201379803,62.53244211157798,24.319265320005485,196.61458333333334,6,1.4378023008156542
VisualCogA_Task-2,2,保守双分量,保守双分量,1.0,72.9820254123895,0.8384382701705442,68.20328763528421,22.43549632155147,48.828125,6,1.4879530200126048
VisualCogA_Task-2,2,保守双分量,仅垂直分量,1.0,78.87459125085282,0.9061337428646811,80.36401036639265,26.198861368282692,49.479166666666664,6,1.6687360221156968
VisualCogA_Task-2,2,保守双分量,时域保护,1.0,91.41076039658252,1.0501528203528572,78.2423219627539,32.46396206007528,52.734375,6,1.8725430786894224
VisualCogA_Task-2,2,保守双分量,不校正,2.0,205.76051784468237,2.363835364615739,201.95126784143298,68.01997965081728,43.619791666666664,6,4.305305049907217
VisualCogA_Task-2,2,保守双分量,中位数基线,2.0,78.54925874897056,0.9023962305311016,72.14486291406334,25.42398184212109,150.390625,6,1.6088845212696243
VisualCogA_Task-2,2,保守双分量,保守双分量,2.0,124.71536892882742,1.4327656378061555,134.56880842086971,38.1219705872571,46.223958333333336,6,2.643704057930105
VisualCogA_Task-2,2,保守双分量,仅垂直分量,2.0,139.02402858706012,1.597147590547509,163.4238877039537,46.56760892932104,46.875,6,3.070859586404832
VisualCogA_Task-2,2,保守双分量,时域保护,2.0,172.3241780986794,1.9797091815033392,160.02900531656053,59.40415965791897,57.291666666666664,6,3.5813904365982583
VisualCogA_Task-2,3,中位数基线,不校正,0.0,4.565203940761999e-15,7.134611847447379e-17,2.8607562307195187e-15,0.0,0.0,1,9.370041585219793e-17
VisualCogA_Task-2,3,中位数基线,中位数基线,0.0,30.36889715104166,0.4746125172483912,13.0977293228922,1.6908512629562769,3.90625,1,0.6033848034740743
VisualCogA_Task-2,3,中位数基线,保守双分量,0.0,6.907816516532902,0.1079570380608714,1.7643239108970517,0.00036538876788875146,0.0,1,0.12174939022617626
VisualCogA_Task-2,3,中位数基线,仅垂直分量,0.0,6.438948987521463,0.10062946218304537,1.6832335228283306,0.0003653887678887584,0.0,1,0.11378816418623652
VisualCogA_Task-2,3,中位数基线,时域保护,0.0,10.027435129741953,0.15671119714363868,3.0995679340121476,0.003273119958619839,0.0,1,0.1809827513528268
VisualCogA_Task-2,3,中位数基线,不校正,1.0,64.8848293230321,1.0140359072993275,69.20168080407076,7.036762361618584,50.78125,1,1.6647584989548676
VisualCogA_Task-2,3,中位数基线,中位数基线,1.0,43.471919341265796,0.6793897376503674,15.915480239831266,3.814165486806805,117.1875,1,0.8633639440573112
VisualCogA_Task-2,3,中位数基线,保守双分量,1.0,47.05979272189692,0.7354618962236801,55.67214334033554,6.38345922990403,109.375,1,1.2702530550453666
VisualCogA_Task-2,3,中位数基线,仅垂直分量,1.0,52.21710384306676,0.8160616098477088,67.3918962114199,8.094991481749856,109.375,1,1.4691805867118197
VisualCogA_Task-2,3,中位数基线,时域保护,1.0,51.154236968299685,0.7994508675996708,57.754621324753536,6.845622555841733,109.375,1,1.357737563816208
VisualCogA_Task-2,3,中位数基线,不校正,2.0,130.0425992410075,2.032337396657201,138.70444214285152,19.587278407683588,50.78125,1,3.422305544682102
VisualCogA_Task-2,3,中位数基线,中位数基线,2.0,53.08677306404228,0.8296530121330067,22.109130546932835,7.3293824776847245,50.78125,1,1.1169618227144757
VisualCogA_Task-2,3,中位数基线,保守双分量,2.0,83.32288880124656,1.3021903891235305,103.59733355592394,16.367357870970544,50.78125,1,2.3675056157035
VisualCogA_Task-2,3,中位数基线,仅垂直分量,2.0,95.77271201224157,1.496759256872655,136.31150934944833,22.252387570132928,50.78125,1,2.9096797115461452
VisualCogA_Task-2,3,中位数基线,时域保护,2.0,90.91116188500503,1.420781768057661,106.1346222156196,16.919374039615295,121.09375,1,2.514550720103741
VisualCogA_Task-2,4,保守双分量,不校正,0.0,1.3102823545201412e-14,1.6952372318043095e-16,6.73218646245413e-15,1.86887542478568e-15,0.0,5,2.372535047987711e-16
VisualCogA_Task-2,4,保守双分量,中位数基线,0.0,53.86694769558895,0.6969280703674015,45.782918815271806,13.213790976251715,39.84375,5,1.1640561248911814
VisualCogA_Task-2,4,保守双分量,保守双分量,0.0,17.805614204278612,0.2303682105624569,11.772106072514056,1.4554961851936878,18.75,5,0.3253528338109713
VisualCogA_Task-2,4,保守双分量,仅垂直分量,0.0,17.798170326422568,0.23027190201608108,11.762800322339023,1.467769520196211,0.0,5,0.32535511842145837
VisualCogA_Task-2,4,保守双分量,时域保护,0.0,20.356804978366853,0.2633753984464296,9.781334830081256,0.7566454508527473,21.09375,5,0.33644007032332457
VisualCogA_Task-2,4,保守双分量,不校正,1.0,84.28816273338172,1.0905163392690165,44.67026874776932,12.002051152575083,51.7578125,4,1.5347692526889218
VisualCogA_Task-2,4,保守双分量,中位数基线,1.0,68.73153110497614,0.8892453609416329,39.07032310637155,8.854049996874078,122.65625,5,1.2565436629847488
VisualCogA_Task-2,4,保守双分量,保守双分量,1.0,72.00170377900668,0.9315547032930825,42.815430771676226,11.561434548049855,50.78125,4,1.3581080356802384
VisualCogA_Task-2,4,保守双分量,仅垂直分量,1.0,75.0642487948807,0.9711777686352676,44.42421221835897,12.089099251355734,61.71875,5,1.4149651723375818
VisualCogA_Task-2,4,保守双分量,时域保护,1.0,78.20123479991481,1.0117639480418463,44.820442321824586,12.688805180527707,62.5,4,1.4658735225837407
VisualCogA_Task-2,4,保守双分量,不校正,2.0,168.32581080325576,2.1777915314430873,87.68284979911111,22.53941558690978,50.78125,4,3.036623766212293
VisualCogA_Task-2,4,保守双分量,中位数基线,2.0,70.58381369294351,0.9132101071363192,40.17034793955413,9.255515706857887,50.0,5,1.292818589041456
VisualCogA_Task-2,4,保守双分量,保守双分量,2.0,110.64544221052296,1.4315255984151878,57.44133046962441,16.56366577990554,55.6640625,4,2.017412172317913
VisualCogA_Task-2,4,保守双分量,仅垂直分量,2.0,121.22522861222978,1.568406384078204,65.08313057400771,18.708618139140423,55.6640625,4,2.2314788797207026
VisualCogA_Task-2,4,保守双分量,时域保护,2.0,142.93442483257118,1.8492789576751067,85.64805700231385,20.500775326506314,85.15625,5,2.668572331923998
VisualCogA_Task-2,5,中位数基线,不校正,0.0,5.741063771550383e-15,5.949748308731866e-17,5.527311005816565e-15,5.921189464667501e-16,0.0,2,9.427503329255327e-17
VisualCogA_Task-2,5,中位数基线,中位数基线,0.0,68.57195584058377,0.7106450903937134,64.85612595575323,11.911994292128723,175.78125,2,1.1701630321009615
VisualCogA_Task-2,5,中位数基线,保守双分量,0.0,23.092140685834163,0.23931527406363767,31.23171380424144,1.8059466135251219,7.8125,2,0.41986603978746184
VisualCogA_Task-2,5,中位数基线,仅垂直分量,0.0,22.391752108116545,0.23205680085806105,30.874818437293506,0.7145436483402282,7.8125,2,0.3994474763096954
VisualCogA_Task-2,5,中位数基线,时域保护,0.0,23.759269168931006,0.2462290564599973,23.748373852264976,0.9246475847101999,11.71875,2,0.3788697081141087
VisualCogA_Task-2,5,中位数基线,不校正,1.0,123.3669129070872,1.2785123291257139,165.96218383082058,41.232306589318206,125.0,2,2.565797207126237
VisualCogA_Task-2,5,中位数基线,中位数基线,1.0,84.02120964246828,0.8707533479163585,54.22617663778513,10.988597072679633,136.71875,2,1.2656199566827004
VisualCogA_Task-2,5,中位数基线,保守双分量,1.0,87.5745280071722,0.9075781434107897,78.89622458563807,24.24088493617491,197.265625,2,1.5676187188627215
VisualCogA_Task-2,5,中位数基线,仅垂直分量,1.0,92.45766392993525,0.9581844959159481,91.25439465683326,26.30885998898243,197.265625,2,1.7036934336183613
VisualCogA_Task-2,5,中位数基线,时域保护,1.0,104.30438899329252,1.080957966503415,122.53918289740216,29.425407877236022,0.0,2,2.020875097408597
VisualCogA_Task-2,5,中位数基线,不校正,2.0,250.44786583110908,2.5955150917122496,335.08883662485687,90.26444279770351,125.0,2,5.267315817855141
VisualCogA_Task-2,5,中位数基线,中位数基线,2.0,83.72627693724654,0.8676968144342215,59.06947648176331,11.635124463936597,128.90625,2,1.2943604620539488
VisualCogA_Task-2,5,中位数基线,保守双分量,2.0,145.6789722889507,1.5097432348498592,154.87628513835628,41.50913652844995,193.359375,2,2.742452713093911
VisualCogA_Task-2,5,中位数基线,仅垂直分量,2.0,159.53658024099676,1.6533564792878142,174.63493135697362,44.16987553973755,195.3125,2,3.016024822930885
VisualCogA_Task-2,5,中位数基线,时域保护,2.0,195.76556062116475,2.0288153198813474,243.54423392981542,56.00509844330666,1.953125,2,3.8712085222485157
VisualCogB_Task-1,1,中位数基线,不校正,0.0,6.2241631054176695e-15,2.0081538012724442e-16,3.1006255537927506e-15,4.625929269271486e-16,0.0,6,2.6575944043340413e-16
VisualCogB_Task-1,1,中位数基线,中位数基线,0.0,5.288308574905213,0.1706211226655336,1.2527397134393885,0.2648487217153664,0.6510416666666666,6,0.19937525307209678
VisualCogB_Task-1,1,中位数基线,保守双分量,0.0,1.414740311999914,0.04564494996737953,3.0150744240475545e-15,4.810966440042345e-16,0.0,6,0.04564494996737959
VisualCogB_Task-1,1,中位数基线,仅垂直分量,0.0,1.414740311999914,0.04564494996737953,3.0150744240475545e-15,4.810966440042345e-16,0.0,6,0.04564494996737959
VisualCogB_Task-1,1,中位数基线,时域保护,0.0,2.3539270220573325,0.07594671632476686,0.8622540378378943,0.2544750746032996,0.0,6,0.09806687010204576
VisualCogB_Task-1,1,中位数基线,不校正,1.0,32.20041440225408,1.0389089021164926,21.99983172791492,13.277540615923419,29.947916666666668,6,1.82219278606329
VisualCogB_Task-1,1,中位数基线,中位数基线,1.0,24.993214925653653,0.8063769973393489,18.149627919849102,5.459865938447912,35.15625,6,1.275321531630055
VisualCogB_Task-1,1,中位数基线,保守双分量,1.0,30.58145971146008,0.9866752128422512,22.402363470610734,11.76030407965409,23.4375,6,1.7275008345557739
VisualCogB_Task-1,1,中位数基线,仅垂直分量,1.0,30.68451247815505,0.9900000904469209,22.402363470610734,11.76030407965409,23.4375,6,1.7308257121604436
VisualCogB_Task-1,1,中位数基线,时域保护,1.0,31.831643780009145,1.027010947093203,23.32975939101308,12.298825435723609,43.619791666666664,6,1.8001720088585107
VisualCogB_Task-1,1,中位数基线,不校正,2.0,64.33660145242453,2.0757455834532927,45.23974693002519,28.074373060710233,50.78125,6,3.711336459512787
VisualCogB_Task-1,1,中位数基线,中位数基线,2.0,32.548300032310244,1.0501330271686984,15.30461996322814,3.6157722228440003,122.39583333333333,6,1.4136845878955828
VisualCogB_Task-1,1,中位数基线,保守双分量,2.0,48.96501385065477,1.5797991959426956,35.21332431791938,17.27941344874095,31.901041666666668,6,2.705357831803361
VisualCogB_Task-1,1,中位数基线,仅垂直分量,2.0,50.966709425271496,1.6443815744741637,36.79945046395354,17.561671913876364,32.552083333333336,6,2.804634208513499
VisualCogB_Task-1,1,中位数基线,时域保护,2.0,55.54850851872918,1.7922079908189559,42.017992796201376,19.951134676724948,34.505208333333336,6,3.113738958523393
VisualCogB_Task-1,2,保守双分量,不校正,0.0,7.243169103486711e-15,1.464797330572479e-16,6.1656309288323105e-15,1.2582527612418441e-15,0.0,6,2.3426982960098123e-16
VisualCogB_Task-1,2,保守双分量,中位数基线,0.0,30.983623275373194,0.6265866227447695,28.74506811275305,11.671730439123621,45.572916666666664,6,1.1532838262018557
VisualCogB_Task-1,2,保守双分量,保守双分量,0.0,12.272686507856621,0.2481924442024625,13.235812764208788,5.0986959818346635,0.6510416666666666,6,0.48513911244765756
VisualCogB_Task-1,2,保守双分量,仅垂直分量,0.0,12.27123421173906,0.2481630741926531,13.234223022763796,5.085959886639686,0.6510416666666666,6,0.48483610361383617
VisualCogB_Task-1,2,保守双分量,时域保护,0.0,14.845846334304143,0.30022985477599556,11.546684222897595,3.132239944193833,27.34375,6,0.48032882300276203
VisualCogB_Task-1,2,保守双分量,不校正,1.0,43.559664108287734,0.8809138485492322,55.0946617669029,15.254600246241333,142.578125,6,1.7465039454577864
VisualCogB_Task-1,2,保守双分量,中位数基线,1.0,40.37218302303796,0.8164529238046121,32.018285059537334,14.657056411949242,52.083333333333336,6,1.4366202249795845
