dataset,held_block,stage,population,channel,normalized_source_coefficient,role
A1,1,3,left_preference,F3,-3.812889765760625,outer_training_only
A1,1,3,left_preference,F4,-1.9506103798540646,outer_training_only
A1,1,3,right_preference,Fz,-0.39787684928799016,outer_training_only
A1,1,3,right_preference,F3,3.21800466720696,outer_training_only
A1,1,3,right_preference,F4,1.6396489075699643,outer_training_only
A1,1,3,common,Fz,0.0751644225823038,outer_training_only
A1,1,3,common,F3,-0.5226309403656931,outer_training_only
A1,1,3,common,F4,-0.27316234258732636,outer_training_only
A1,2,1,left_preference,Fz,0.7971690853514026,outer_training_only
A1,2,1,left_preference,F3,-3.320164788281016,outer_training_only
A1,2,1,left_preference,F4,-3.4998056203898495,outer_training_only
A1,2,1,right_preference,Fz,-0.3771362806482334,outer_training_only
A1,2,1,right_preference,F3,-0.04797015933748707,outer_training_only
A1,2,1,right_preference,F4,0.0015731542456571888,outer_training_only
A1,2,1,common,Fz,0.276228154227191,outer_training_only
A1,2,1,common,F3,-2.2724903945891533,outer_training_only
A1,2,1,common,F4,-2.359424554327738,outer_training_only
A1,2,2,left_preference,Fz,1.155148905009751,outer_training_only
A1,2,2,left_preference,F3,-3.217844196071888,outer_training_only
A1,2,2,left_preference,F4,-2.994280106560113,outer_training_only
A1,2,2,right_preference,Fz,-0.06590939121079649,outer_training_only
A1,2,2,right_preference,F3,0.8278543997246811,outer_training_only
A1,2,2,right_preference,F4,0.4531075809798794,outer_training_only
A1,2,2,common,Fz,0.7894386031861705,outer_training_only
A1,2,2,common,F3,-1.7135696314882756,outer_training_only
A1,2,2,common,F4,-1.82048008719713,outer_training_only
A1,2,3,left_preference,Fz,0.9514628332168054,outer_training_only
A1,2,3,left_preference,F3,-13.261648153200376,outer_training_only
A1,2,3,left_preference,F4,-11.863713497784957,outer_training_only
A1,2,3,right_preference,Fz,-0.07158158215446149,outer_training_only
A1,2,3,right_preference,F3,1.0509334167313156,outer_training_only
A1,2,3,right_preference,F4,-1.3770874123782044,outer_training_only
A1,2,3,common,Fz,0.6925256312589485,outer_training_only
A1,2,3,common,F3,-9.503436721367452,outer_training_only
A1,2,3,common,F4,-10.30643686675972,outer_training_only
A1,3,1,left_preference,Fz,0.5743782797630659,outer_training_only
A1,3,1,left_preference,F3,-2.987867912542406,outer_training_only
A1,3,1,left_preference,F4,-1.8424204352906672,outer_training_only
A1,3,1,right_preference,Fz,-0.5019816839186844,outer_training_only
A1,3,1,right_preference,F3,3.342356151134911,outer_training_only
A1,3,1,right_preference,F4,2.3661467795989135,outer_training_only
A1,3,1,common,Fz,0.05012480358321438,outer_training_only
A1,3,1,common,F3,0.24819661622141378,outer_training_only
A1,3,1,common,F4,0.36678841246805016,outer_training_only
A1,3,2,left_preference,Fz,0.8184373229786461,outer_training_only
A1,3,2,left_preference,F3,-4.916808853402845,outer_training_only
A1,3,2,left_preference,F4,-3.1003009427438197,outer_training_only
A1,3,2,right_preference,Fz,-0.5269742536817194,outer_training_only
A1,3,2,right_preference,F3,5.425742979530517,outer_training_only
A1,3,2,right_preference,F4,3.844423779467282,outer_training_only
A1,3,2,common,Fz,0.2337813968323779,outer_training_only
A1,3,2,common,F3,0.4080418997111488,outer_training_only
A1,3,2,common,F4,0.5958132871150006,outer_training_only
A1,3,3,left_preference,Fz,1.168263986333099,outer_training_only
A1,3,3,left_preference,F3,-10.57151922477823,outer_training_only
A1,3,3,left_preference,F4,-6.800661239081442,outer_training_only
A1,3,3,right_preference,Fz,-1.3293439659229684,outer_training_only
A1,3,3,right_preference,F3,10.290243180555224,outer_training_only
A1,3,3,right_preference,F4,7.1040154494933105,outer_training_only
A1,3,3,common,Fz,-0.14079256217211708,outer_training_only
A1,3,3,common,F3,-0.24573156343589206,outer_training_only
A1,3,3,common,F4,0.2649539751193814,outer_training_only
A1,4,1,left_preference,Fz,0.014770934089933177,outer_training_only
A1,4,1,left_preference,F3,-0.09047428059928068,outer_training_only
A1,4,1,left_preference,F4,-0.058503013273243545,outer_training_only
A1,4,1,right_preference,Fz,-0.020180709817147004,outer_training_only
A1,4,1,right_preference,F3,0.1474033653386185,outer_training_only
A1,4,1,right_preference,F4,0.1074016732839973,outer_training_only
A1,4,1,common,Fz,-0.003754311085684357,outer_training_only
A1,4,1,common,F3,0.03949740023811214,outer_training_only
A1,4,1,common,F4,0.03394827948451815,outer_training_only
A1,4,2,left_preference,Fz,0.020894385807001845,outer_training_only
A1,4,2,left_preference,F3,-0.1349268204022966,outer_training_only
A1,4,2,left_preference,F4,-0.08865473202189966,outer_training_only
A1,4,2,right_preference,Fz,-0.01870927538665673,outer_training_only
A1,4,2,right_preference,F3,0.20541532705551047,outer_training_only
A1,4,2,right_preference,F4,0.1473774877379021,outer_training_only
A1,4,2,common,Fz,0.0017506060721073368,outer_training_only
A1,4,2,common,F3,0.05612526810575638,outer_training_only
A1,4,2,common,F4,0.04677771441917589,outer_training_only
A1,4,3,left_preference,Fz,0.024034294646802012,outer_training_only
A1,4,3,left_preference,F3,-0.23127452730056042,outer_training_only
A1,4,3,left_preference,F4,-0.1525392516108537,outer_training_only
A1,4,3,right_preference,Fz,-0.0278914413420957,outer_training_only
A1,4,3,right_preference,F3,0.315325279476059,outer_training_only
A1,4,3,right_preference,F4,0.20777101576347898,outer_training_only
A1,4,3,common,Fz,-0.0033802481354645443,outer_training_only
A1,4,3,common,F3,0.07430509323584063,outer_training_only
A1,4,3,common,F4,0.048835556735348166,outer_training_only
A2,-1,1,left_preference,Fz,2.021457419696844,all_data_descriptive
A2,-1,1,left_preference,F3,-0.7278025719550257,all_data_descriptive
A2,-1,1,left_preference,F4,5.99667239003721,all_data_descriptive
A2,-1,1,right_preference,Fz,7.373900880394089,all_data_descriptive
A2,-1,1,right_preference,F3,12.950161549446168,all_data_descriptive
A2,-1,1,right_preference,F4,8.894536529619423,all_data_descriptive
A2,-1,1,common,Fz,6.072414609557695,all_data_descriptive
A2,-1,1,common,F3,8.059627512443987,all_data_descriptive
A2,-1,1,common,F4,9.778006494845073,all_data_descriptive
A2,-1,2,left_preference,Fz,-7.466528364443026,all_data_descriptive
A2,-1,2,left_preference,F3,-5.298455265882068,all_data_descriptive
A2,-1,2,left_preference,F4,-8.72619391330917,all_data_descriptive
A2,-1,2,right_preference,Fz,-8.54762422823392,all_data_descriptive
A2,-1,2,right_preference,F3,-11.349561762177494,all_data_descriptive
A2,-1,2,right_preference,F4,-11.845351957954426,all_data_descriptive
A2,-1,2,common,Fz,-11.441662314905509,all_data_descriptive
A2,-1,2,common,F3,-11.921404507124581,all_data_descriptive
A2,-1,2,common,F4,-14.704971643158196,all_data_descriptive
A2,-1,3,left_preference,Fz,10.261040428596923,all_data_descriptive
A2,-1,3,left_preference,F3,-0.7617671228189539,all_data_descriptive
A2,-1,3,left_preference,F4,14.835140900570014,all_data_descriptive
A2,-1,3,right_preference,Fz,21.004707424097983,all_data_descriptive
A2,-1,3,right_preference,F3,38.69804988816844,all_data_descriptive
A2,-1,3,right_preference,F4,30.169880257957576,all_data_descriptive
A2,-1,3,common,Fz,23.432161643697437,all_data_descriptive
A2,-1,3,common,F3,28.64347598515658,all_data_descriptive
A2,-1,3,common,F4,33.85214547621595,all_data_descriptive
A2,0,1,left_preference,Fz,1.7656127554404804,outer_training_only
A2,0,1,left_preference,F3,1.4894187211644807,outer_training_only
A2,0,1,left_preference,F4,8.849934792891514,outer_training_only
A2,0,1,right_preference,Fz,8.570367020775544,outer_training_only
A2,0,1,right_preference,F3,11.77867551162654,outer_training_only
A2,0,1,right_preference,F4,7.6769544441247035,outer_training_only
A2,0,1,common,Fz,6.690674337676657,outer_training_only
A2,0,1,common,F3,8.773907667678841,outer_training_only
A2,0,1,common,F4,10.878761350027963,outer_training_only
A2,0,2,left_preference,Fz,-6.0331522171214855,outer_training_only
A2,0,2,left_preference,F3,-3.9875924151551483,outer_training_only
A2,0,2,left_preference,F4,-7.153500416413635,outer_training_only
A2,0,2,right_preference,Fz,-11.637994224557032,outer_training_only
A2,0,2,right_preference,F3,-13.80924020363205,outer_training_only
A2,0,2,right_preference,F4,-15.43632514093107,outer_training_only
A2,0,2,common,Fz,-12.630356730680237,outer_training_only
A2,0,2,common,F3,-12.748534561549562,outer_training_only
A2,0,2,common,F4,-16.15308792170758,outer_training_only
A2,0,3,left_preference,Fz,8.336241845182805,outer_training_only
A2,0,3,left_preference,F3,1.4150947582014441,outer_training_only
A2,0,3,left_preference,F4,17.68034943245909,outer_training_only
A2,0,3,right_preference,Fz,25.507093924429896,outer_training_only
A2,0,3,right_preference,F3,38.96663521630981,outer_training_only
A2,0,3,right_preference,F4,30.83214128071381,outer_training_only
A2,0,3,common,Fz,25.357212358978366,outer_training_only
A2,0,3,common,F3,30.491089775375965,outer_training_only
A2,0,3,common,F4,36.480395687858675,outer_training_only
A2,1,1,left_preference,Fz,1.5520673988402913,outer_training_only
A2,1,1,left_preference,F3,-0.8589780789773019,outer_training_only
A2,1,1,left_preference,F4,6.129496245403705,outer_training_only
A2,1,1,right_preference,Fz,8.020800546678016,outer_training_only
A2,1,1,right_preference,F3,12.71327365098153,outer_training_only
A2,1,1,right_preference,F4,9.179876388466122,outer_training_only
A2,1,1,common,Fz,6.200444562148916,outer_training_only
A2,1,1,common,F3,7.845686767407817,outer_training_only
A2,1,1,common,F4,10.080175862671164,outer_training_only
A2,1,2,left_preference,Fz,-7.365417898691936,outer_training_only
A2,1,2,left_preference,F3,-5.7869015890756685,outer_training_only
A2,1,2,left_preference,F4,-8.996191240187292,outer_training_only
A2,1,2,right_preference,Fz,-8.222307855876943,outer_training_only
A2,1,2,right_preference,F3,-9.479372974937208,outer_training_only
A2,1,2,right_preference,F4,-10.920811194562901,outer_training_only
A2,1,2,common,Fz,-11.13391177827451,outer_training_only
A2,1,2,common,F3,-10.929266039380702,outer_training_only
A2,1,2,common,F4,-14.23367142317972,outer_training_only
A2,1,3,left_preference,Fz,10.139973533911508,outer_training_only
A2,1,3,left_preference,F3,1.1517745789692588,outer_training_only
A2,1,3,left_preference,F4,15.913794536668677,outer_training_only
A2,1,3,right_preference,Fz,21.16768231226341,outer_training_only
A2,1,3,right_preference,F3,34.29391591149406,outer_training_only
A2,1,3,right_preference,F4,29.260807960374876,outer_training_only
A2,1,3,common,Fz,23.477082044332878,outer_training_only
A2,1,3,common,F3,26.7746182510449,outer_training_only
A2,1,3,common,F4,34.00656476149252,outer_training_only
A2,2,1,left_preference,Fz,3.006432580168489,outer_training_only
A2,2,1,left_preference,F3,-6.262636878208389,outer_training_only
A2,2,1,left_preference,F4,3.6327537350129107,outer_training_only
A2,2,1,right_preference,Fz,6.130247309980791,outer_training_only
A2,2,1,right_preference,F3,16.558994878489077,outer_training_only
A2,2,1,right_preference,F4,10.196081919491697,outer_training_only
A2,2,1,common,Fz,5.9103711718417715,outer_training_only
A2,2,1,common,F3,6.713909485557382,outer_training_only
A2,2,1,common,F4,9.020714041191857,outer_training_only
A2,2,2,left_preference,Fz,-6.8735207018021764,outer_training_only
A2,2,2,left_preference,F3,-1.4279369751188495,outer_training_only
A2,2,2,left_preference,F4,-6.816105381381845,outer_training_only
A2,2,2,right_preference,Fz,-9.394709159734614,outer_training_only
A2,2,2,right_preference,F3,-15.74963631579707,outer_training_only
A2,2,2,right_preference,F4,-14.397412433206062,outer_training_only
A2,2,2,common,Fz,-11.624851602857468,outer_training_only
A2,2,2,common,F3,-12.30047685222889,outer_training_only
A2,2,2,common,F4,-15.160777699477686,outer_training_only
A2,2,3,left_preference,Fz,9.61301842613491,outer_training_only
A2,2,3,left_preference,F3,-18.077072562857836,outer_training_only
A2,2,3,left_preference,F4,6.753263302145857,outer_training_only
A2,2,3,right_preference,Fz,21.71999184691876,outer_training_only
A2,2,3,right_preference,F3,53.671501717983155,outer_training_only
A2,2,3,right_preference,F4,37.15911963472575,outer_training_only
A2,2,3,common,Fz,23.472263511860763,outer_training_only
A2,2,3,common,F3,26.80639164196291,outer_training_only
A2,2,3,common,F4,32.97011321150215,outer_training_only
A2,3,1,left_preference,Fz,1.896150172506387,outer_training_only
A2,3,1,left_preference,F3,-0.9760303600868142,outer_training_only
A2,3,1,left_preference,F4,5.448142436806714,outer_training_only
A2,3,1,right_preference,Fz,7.212851888772917,outer_training_only
A2,3,1,right_preference,F3,14.988260576218794,outer_training_only
A2,3,1,right_preference,F4,9.273440483038419,outer_training_only
A2,3,1,common,Fz,5.8446980139129305,outer_training_only
A2,3,1,common,F3,9.244798477052257,outer_training_only
A2,3,1,common,F4,9.635509632910841,outer_training_only
A2,3,2,left_preference,Fz,-9.042025321374426,outer_training_only
A2,3,2,left_preference,F3,-7.497172005380145,outer_training_only
A2,3,2,left_preference,F4,-10.482370493961277,outer_training_only
A2,3,2,right_preference,Fz,-6.872764697261936,outer_training_only
A2,3,2,right_preference,F3,-10.28852217307976,outer_training_only
A2,3,2,right_preference,F4,-10.074978118686493,outer_training_only
A2,3,2,common,Fz,-11.371645597238363,outer_training_only
A2,3,2,common,F3,-12.739796536543384,outer_training_only
A2,3,2,common,F4,-14.6989105404709,outer_training_only
A2,3,3,left_preference,Fz,12.160730087428599,outer_training_only
A2,3,3,left_preference,F3,0.3307345230613169,outer_training_only
A2,3,3,left_preference,F4,15.953286256117329,outer_training_only
A2,3,3,right_preference,Fz,18.930340943088577,outer_training_only
A2,3,3,right_preference,F3,42.165706085170484,outer_training_only
A2,3,3,right_preference,F4,29.875580179867168,outer_training_only
A2,3,3,common,Fz,23.319738846870727,outer_training_only
A2,3,3,common,F3,32.14545624742409,outer_training_only
A2,3,3,common,F4,34.51227597028088,outer_training_only
A2,4,1,left_preference,Fz,1.7957685832259334,outer_training_only
A2,4,1,left_preference,F3,3.2365117267980548,outer_training_only
A2,4,1,left_preference,F4,5.965963682111066,outer_training_only
A2,4,1,right_preference,Fz,7.071433497608228,outer_training_only
A2,4,1,right_preference,F3,8.886359852783652,outer_training_only
A2,4,1,right_preference,F4,8.227305420714696,outer_training_only
A2,4,1,common,Fz,5.742827169691007,outer_training_only
A2,4,1,common,F3,8.017023730678678,outer_training_only
A2,4,1,common,F4,9.352798063464252,outer_training_only
A2,4,2,left_preference,Fz,-7.773866893691021,outer_training_only
A2,4,2,left_preference,F3,-7.691879694323947,outer_training_only
A2,4,2,left_preference,F4,-9.88671556708766,outer_training_only
A2,4,2,right_preference,Fz,-6.981923015679992,outer_training_only
A2,4,2,right_preference,F3,-7.887746774374499,outer_training_only
A2,4,2,right_preference,F4,-8.935073125298215,outer_training_only
A2,4,2,common,Fz,-10.538496686156986,outer_training_only
A2,4,2,common,F3,-11.151863900400244,outer_training_only
A2,4,2,common,F4,-13.451719294453104,outer_training_only
A2,4,3,left_preference,Fz,10.549869900335528,outer_training_only
A2,4,3,left_preference,F3,11.85568913822859,outer_training_only
A2,4,3,left_preference,F4,17.571610470305057,outer_training_only
A2,4,3,right_preference,Fz,18.395538496382553,outer_training_only
A2,4,3,right_preference,F3,25.22699235763023,outer_training_only
A2,4,3,right_preference,F4,24.53351097691416,outer_training_only
A2,4,3,common,Fz,21.677199743265056,outer_training_only
A2,4,3,common,F3,28.00564036743312,outer_training_only
A2,4,3,common,F4,31.67395862516616,outer_training_only
B1,-1,1,left_preference,Fz,-0.03640188171427118,all_data_descriptive
B1,-1,1,left_preference,F3,-0.03378672956235969,all_data_descriptive
B1,-1,1,left_preference,F4,0.12005850010703491,all_data_descriptive
B1,-1,1,right_preference,Fz,0.022391844273167275,all_data_descriptive
B1,-1,1,right_preference,F3,0.02849913276750331,all_data_descriptive
B1,-1,1,right_preference,F4,-0.009742804240966612,all_data_descriptive
B1,-1,1,common,Fz,-0.009161883426671435,all_data_descriptive
B1,-1,1,common,F3,-0.003488435484833904,all_data_descriptive
B1,-1,1,common,F4,0.07223662819033581,all_data_descriptive
B1,-1,2,left_preference,Fz,-0.038276714870434644,all_data_descriptive
B1,-1,2,left_preference,F3,-0.03721412310716481,all_data_descriptive
B1,-1,2,left_preference,F4,0.16282404461923355,all_data_descriptive
B1,-1,2,right_preference,Fz,0.028113803100559494,all_data_descriptive
B1,-1,2,right_preference,F3,0.040754210165135016,all_data_descriptive
B1,-1,2,right_preference,F4,-0.029072388717138752,all_data_descriptive
B1,-1,2,common,Fz,-0.007312165066957408,all_data_descriptive
B1,-1,2,common,F3,0.00235312912928371,all_data_descriptive
B1,-1,2,common,F4,0.09533377630802425,all_data_descriptive
B1,-1,3,left_preference,Fz,-0.035270661200970006,all_data_descriptive
B1,-1,3,left_preference,F3,-0.02539365755718036,all_data_descriptive
B1,-1,3,left_preference,F4,0.28015077804819555,all_data_descriptive
B1,-1,3,right_preference,Fz,0.03075616152967606,all_data_descriptive
B1,-1,3,right_preference,F3,0.07450719095985713,all_data_descriptive
B1,-1,3,right_preference,F4,-0.05760077752754199,all_data_descriptive
B1,-1,3,common,Fz,-0.0036067449577493415,all_data_descriptive
B1,-1,3,common,F3,0.037768150275080015,all_data_descriptive
B1,-1,3,common,F4,0.17288576737978545,all_data_descriptive
B1,0,1,left_preference,Fz,-0.04882038556585452,outer_training_only
B1,0,1,left_preference,F3,-0.05258274395649311,outer_training_only
B1,0,1,left_preference,F4,0.17514926340256493,outer_training_only
B1,0,1,right_preference,Fz,0.0020659927957778217,outer_training_only
B1,0,1,right_preference,F3,0.09917205872676409,outer_training_only
B1,0,1,right_preference,F4,0.02562981393319194,outer_training_only
B1,0,1,common,Fz,-0.03097846331834832,outer_training_only
B1,0,1,common,F3,0.030806175645120018,outer_training_only
B1,0,1,common,F4,0.13302278383103003,outer_training_only
B1,0,2,left_preference,Fz,-0.04730589310483016,outer_training_only
B1,0,2,left_preference,F3,-0.06540224022877619,outer_training_only
B1,0,2,left_preference,F4,0.27440196585745136,outer_training_only
B1,0,2,right_preference,Fz,-0.007150614074032917,outer_training_only
B1,0,2,right_preference,F3,0.15870911024114454,outer_training_only
B1,0,2,right_preference,F4,0.02186049993960931,outer_training_only
B1,0,2,common,Fz,-0.03960000343601991,outer_training_only
B1,0,2,common,F3,0.06725273933276467,outer_training_only
B1,0,2,common,F4,0.21444125631882743,outer_training_only
B1,0,3,left_preference,Fz,-0.028787294066982334,outer_training_only
B1,0,3,left_preference,F3,-0.04231112152142226,outer_training_only
B1,0,3,left_preference,F4,0.4219817357677964,outer_training_only
B1,0,3,right_preference,Fz,-0.007823286521114688,outer_training_only
B1,0,3,right_preference,F3,0.2514775954011824,outer_training_only
B1,0,3,right_preference,F4,0.05017270429989689,outer_training_only
B1,0,3,common,Fz,-0.029058899764685175,outer_training_only
B1,0,3,common,F3,0.16338843317564422,outer_training_only
B1,0,3,common,F4,0.36961572828024597,outer_training_only
B1,1,1,left_preference,Fz,-0.6345621026983096,outer_training_only
B1,1,1,left_preference,F3,-0.38679742674978906,outer_training_only
B1,1,1,left_preference,F4,1.1631178261680573,outer_training_only
B1,1,1,right_preference,Fz,1.0946843841003011,outer_training_only
B1,1,1,right_preference,F3,-0.21100909870547435,outer_training_only
B1,1,1,right_preference,F4,-0.7131825827585341,outer_training_only
B1,1,1,common,Fz,0.30551314903380256,outer_training_only
B1,1,1,common,F3,-0.39827312678998367,outer_training_only
B1,1,1,common,F4,0.29766169836715106,outer_training_only
B1,1,2,left_preference,Fz,-0.9406386966244833,outer_training_only
B1,1,2,left_preference,F3,-0.1355181828145551,outer_training_only
B1,1,2,left_preference,F4,2.089047145776225,outer_training_only
B1,1,2,right_preference,Fz,1.581935539378172,outer_training_only
B1,1,2,right_preference,F3,-0.2410431575123912,outer_training_only
B1,1,2,right_preference,F4,-1.170252831142318,outer_training_only
B1,1,2,common,Fz,0.4645140536726672,outer_training_only
B1,1,2,common,F3,-0.27802750843761304,outer_training_only
B1,1,2,common,F4,0.6613185467028156,outer_training_only
B1,1,3,left_preference,Fz,-1.4585086738457218,outer_training_only
B1,1,3,left_preference,F3,0.684893983009087,outer_training_only
B1,1,3,left_preference,F4,3.8457308487413253,outer_training_only
B1,1,3,right_preference,Fz,2.4675848172214194,outer_training_only
B1,1,3,right_preference,F3,-0.1422348273191674,outer_training_only
B1,1,3,right_preference,F4,-1.4712195728535369,outer_training_only
B1,1,3,common,Fz,0.7894921265549192,outer_training_only
B1,1,3,common,F3,0.4180135245279778,outer_training_only
B1,1,3,common,F4,1.8530181501160778,outer_training_only
B1,2,1,left_preference,Fz,-0.004131159668255247,outer_training_only
B1,2,1,left_preference,F3,-0.03318898763389447,outer_training_only
B1,2,1,left_preference,F4,0.03673674709273786,outer_training_only
B1,2,1,right_preference,Fz,-0.035642095814329026,outer_training_only
B1,2,1,right_preference,F3,0.044249902005569955,outer_training_only
B1,2,1,right_preference,F4,0.05889075293910231,outer_training_only
B1,2,1,common,Fz,-0.026057863080841365,outer_training_only
B1,2,1,common,F3,0.0072391477320997545,outer_training_only
B1,2,1,common,F4,0.0626422616767835,outer_training_only
B1,2,2,left_preference,Fz,0.011041680842948856,outer_training_only
B1,2,2,left_preference,F3,-0.04138172093828958,outer_training_only
B1,2,2,left_preference,F4,0.04438605860229251,outer_training_only
B1,2,2,right_preference,Fz,-0.046417196128866745,outer_training_only
B1,2,2,right_preference,F3,0.059797753162386676,outer_training_only
B1,2,2,right_preference,F4,0.06903783663217486,outer_training_only
B1,2,2,common,Fz,-0.02537459364335728,outer_training_only
B1,2,2,common,F3,0.013068520614361904,outer_training_only
B1,2,2,common,F4,0.08091288309661607,outer_training_only
B1,2,3,left_preference,Fz,0.05660555416638522,outer_training_only
B1,2,3,left_preference,F3,-0.052684428641073124,outer_training_only
B1,2,3,left_preference,F4,0.07332272659806771,outer_training_only
B1,2,3,right_preference,Fz,-0.08496808289222993,outer_training_only
B1,2,3,right_preference,F3,0.09439045596902532,outer_training_only
B1,2,3,right_preference,F4,0.09534633758586283,outer_training_only
B1,2,3,common,Fz,-0.022259633746534863,outer_training_only
B1,2,3,common,F3,0.032284966010446114,outer_training_only
B1,2,3,common,F4,0.13119593599551665,outer_training_only
B1,3,1,left_preference,Fz,0.0008153031266089603,outer_training_only
B1,3,1,left_preference,F3,-0.017737896774563822,outer_training_only
B1,3,1,left_preference,F4,0.1460501731973931,outer_training_only
B1,3,1,right_preference,Fz,0.0012669916784971717,outer_training_only
B1,3,1,right_preference,F3,0.017351876373143,outer_training_only
B1,3,1,right_preference,F4,-0.04788527563380473,outer_training_only
B1,3,1,common,Fz,0.001376180122547845,outer_training_only
B1,3,1,common,F3,-0.0002604200064262765,outer_training_only
B1,3,1,common,F4,0.06431471826561633,outer_training_only
B1,3,2,left_preference,Fz,0.011853919993737763,outer_training_only
B1,3,2,left_preference,F3,-0.017190333688799582,outer_training_only
B1,3,2,left_preference,F4,0.19980427189363506,outer_training_only
B1,3,2,right_preference,Fz,-0.002052540329395161,outer_training_only
B1,3,2,right_preference,F3,0.025379469841682656,outer_training_only
B1,3,2,right_preference,F4,-0.08280535494929105,outer_training_only
B1,3,2,common,Fz,0.006929328362799313,outer_training_only
B1,3,2,common,F3,0.005666877738404201,outer_training_only
B1,3,2,common,F4,0.08341043029550398,outer_training_only
