dataset,trial_id,block,cue,features,score,prediction
A1,31,1,-1,spatial,0.32516550250574233,1
A1,32,1,1,spatial,-0.5226262040708658,-1
A1,33,1,1,spatial,-0.05274568479861992,-1
A1,34,1,-1,spatial,-0.2785702976562123,-1
A1,35,1,1,spatial,-0.42466231860874953,-1
A1,37,1,-1,spatial,-0.5237658211926715,-1
A1,44,2,1,spatial,0.9493896696176246,1
A1,45,2,-1,spatial,-0.3839765566742643,-1
A1,47,2,-1,spatial,0.6757141780830388,1
A1,48,2,1,spatial,-0.4991602522490617,-1
A1,49,2,-1,spatial,1.3818676917384924,1
A1,50,2,-1,spatial,0.13035145528642167,1
A1,51,2,1,spatial,3.2311717671442066,1
A1,52,2,1,spatial,10.80934659096043,1
A1,53,2,1,spatial,10.499649578076147,1
A1,54,2,-1,spatial,6.26871743428839,1
A1,55,2,1,spatial,1.3647626805272541,1
A1,56,2,-1,spatial,2.450710346728668,1
A1,57,2,-1,spatial,-0.035319265702575216,-1
A1,64,3,1,spatial,-1.9680084659292716,-1
A1,65,3,-1,spatial,-0.34141344905792864,-1
A1,66,3,1,spatial,1.0466126095513626,1
A1,67,3,-1,spatial,-0.7256335031572216,-1
A1,68,3,-1,spatial,0.4183863844932026,1
A1,69,3,1,spatial,0.2120200148091009,1
A1,70,3,1,spatial,0.31716532424083377,1
A1,71,3,-1,spatial,-0.5187520745054266,-1
A1,72,3,1,spatial,-0.5541872494909702,-1
A1,73,3,-1,spatial,0.7163046282438541,1
A1,74,3,1,spatial,-0.7099281213215108,-1
A1,75,3,-1,spatial,0.00565270087791741,1
A1,76,3,1,spatial,-1.4726959791829717,-1
A1,84,4,1,spatial,-0.868208493201291,-1
A1,85,4,-1,spatial,-0.7776849446922891,-1
A1,86,4,1,spatial,-0.5478609812345419,-1
A1,87,4,1,spatial,-0.5339425298372751,-1
A1,89,4,1,spatial,-0.13629056586818142,-1
A1,90,4,1,spatial,-0.5311611661040734,-1
A1,91,4,-1,spatial,-1.0313822244181865,-1
A1,92,4,1,spatial,-0.09925776138679963,-1
A1,93,4,1,spatial,0.38116111075083986,1
A1,94,4,1,spatial,-0.7363269178407054,-1
A1,95,4,-1,spatial,-0.03073305801019261,-1
A1,96,4,1,spatial,-0.7829628957700623,-1
A1,97,4,1,spatial,-0.668117150186084,-1
A1,98,4,-1,spatial,-0.015495102460511537,-1
A1,99,4,-1,spatial,-0.27144601390075745,-1
A1,2,0,1,mechanism,1.0222890150501187,1
A1,4,0,-1,mechanism,-1.330989552418153,-1
A1,5,0,1,mechanism,-1.1037456072897738,-1
A1,6,0,-1,mechanism,-0.8366964536534576,-1
A1,7,0,-1,mechanism,-0.12571335450260857,-1
A1,8,0,-1,mechanism,0.3815681771818403,1
A1,9,0,1,mechanism,-0.30973985758665273,-1
A1,10,0,1,mechanism,-1.1705399035099477,-1
A1,11,0,1,mechanism,-0.8904946162997227,-1
A1,12,0,1,mechanism,-0.006407047059586856,-1
A1,13,0,-1,mechanism,0.18049147176616806,1
A1,15,0,1,mechanism,-0.5336159990926966,-1
A1,16,0,-1,mechanism,-0.18632556949779802,-1
A1,17,0,1,mechanism,0.2255523828246351,1
A1,24,1,-1,mechanism,-0.7738818291976627,-1
A1,25,1,-1,mechanism,0.7155830260521681,1
A1,26,1,1,mechanism,-1.0412105060647114,-1
A1,28,1,-1,mechanism,0.42130837264806725,1
A1,29,1,-1,mechanism,0.7232127847244164,1
A1,30,1,-1,mechanism,-0.26277313048651413,-1
A1,31,1,-1,mechanism,0.253814914995258,1
A1,32,1,1,mechanism,-0.35294720984466926,-1
A1,33,1,1,mechanism,-0.1940210193972931,-1
A1,34,1,-1,mechanism,0.14638581307645443,1
A1,35,1,1,mechanism,-0.35887503325670383,-1
A1,37,1,-1,mechanism,-0.4931633587123342,-1
A1,44,2,1,mechanism,1.08179631519564,1
A1,45,2,-1,mechanism,-0.754816683436716,-1
A1,47,2,-1,mechanism,0.8517808731228083,1
A1,48,2,1,mechanism,-0.2772651953186027,-1
A1,49,2,-1,mechanism,1.8374520451034488,1
A1,50,2,-1,mechanism,0.3950627219519595,1
A1,51,2,1,mechanism,3.5851861771332025,1
A1,52,2,1,mechanism,10.913835094300628,1
A1,53,2,1,mechanism,10.746582986658701,1
A1,54,2,-1,mechanism,6.162140494366595,1
A1,55,2,1,mechanism,1.810080962705374,1
A1,56,2,-1,mechanism,2.5043824399327854,1
A1,57,2,-1,mechanism,1.000944013333349,1
A1,64,3,1,mechanism,-2.6020918689878645,-1
A1,65,3,-1,mechanism,-0.22643915602126885,-1
A1,66,3,1,mechanism,0.5175844427619519,1
A1,67,3,-1,mechanism,-0.675665771404163,-1
A1,68,3,-1,mechanism,0.498222832811302,1
A1,69,3,1,mechanism,0.3137906250898817,1
A1,70,3,1,mechanism,0.6050859749906703,1
A1,71,3,-1,mechanism,-0.3493514303589057,-1
A1,72,3,1,mechanism,-0.6154832916144329,-1
A1,73,3,-1,mechanism,0.8639688783416386,1
A1,74,3,1,mechanism,-1.5633313254101615,-1
A1,75,3,-1,mechanism,0.21629461284576795,1
A1,76,3,1,mechanism,-1.379839553138575,-1
A1,84,4,1,mechanism,-1.0560791382009231,-1
A1,85,4,-1,mechanism,-0.7749648675139579,-1
A1,86,4,1,mechanism,-1.718505153415498,-1
A1,87,4,1,mechanism,-0.45635181060257607,-1
A1,89,4,1,mechanism,-0.0023555849087722363,-1
A1,90,4,1,mechanism,-0.7363531710458182,-1
A1,91,4,-1,mechanism,-0.8356375157555398,-1
A1,92,4,1,mechanism,-0.43306326855813015,-1
A1,93,4,1,mechanism,0.3340020011552685,1
A1,94,4,1,mechanism,-0.7618388891368565,-1
A1,95,4,-1,mechanism,0.03889317972439048,1
A1,96,4,1,mechanism,-0.8411630146901983,-1
A1,97,4,1,mechanism,-0.1576524917820107,-1
A1,98,4,-1,mechanism,-0.6900502420992207,-1
A1,99,4,-1,mechanism,-0.4952839707266158,-1
A1,2,0,1,covariance,-3.040344210872868,-1
A1,4,0,-1,covariance,0.78060458646912,1
A1,5,0,1,covariance,-1.7343338166144917,-1
A1,6,0,-1,covariance,1.1384024152856342,1
A1,7,0,-1,covariance,-0.7876893639359578,-1
A1,8,0,-1,covariance,0.10643312758079275,1
A1,9,0,1,covariance,-0.19670272663217858,-1
A1,10,0,1,covariance,0.3573836590496291,1
A1,11,0,1,covariance,-0.6337691819735751,-1
A1,12,0,1,covariance,-0.1234011858978158,-1
A1,13,0,-1,covariance,0.047121445582111364,1
A1,15,0,1,covariance,0.7193810929474802,1
A1,16,0,-1,covariance,0.2918389615047004,1
A1,17,0,1,covariance,-0.18159646924258582,-1
A1,24,1,-1,covariance,1.4210013384941458,1
A1,25,1,-1,covariance,0.1549478013777301,1
A1,26,1,1,covariance,0.3269621321448978,1
A1,28,1,-1,covariance,2.081245274710701,1
A1,29,1,-1,covariance,0.3778038907548442,1
A1,30,1,-1,covariance,-0.9898028414789372,-1
A1,31,1,-1,covariance,-0.4604049953232596,-1
A1,32,1,1,covariance,0.7435374208524431,1
A1,33,1,1,covariance,1.0360692371353688,1
A1,34,1,-1,covariance,1.2660290313916693,1
A1,35,1,1,covariance,-0.15331999497485307,-1
A1,37,1,-1,covariance,-0.14533458296174387,-1
A1,44,2,1,covariance,0.26350568240713423,1
A1,45,2,-1,covariance,-2.5674618672602914,-1
A1,47,2,-1,covariance,0.07049009804221772,1
A1,48,2,1,covariance,0.9273244238668273,1
A1,49,2,-1,covariance,0.8300731248492663,1
A1,50,2,-1,covariance,0.08855535024624096,1
A1,51,2,1,covariance,-1.2246065114877203,-1
A1,52,2,1,covariance,-3.315192046721571,-1
A1,53,2,1,covariance,-3.634101101066813,-1
A1,54,2,-1,covariance,-1.718781482129336,-1
A1,55,2,1,covariance,-1.1979497711972213,-1
A1,56,2,-1,covariance,-1.8824366404518142,-1
A1,57,2,-1,covariance,2.906367759951821,1
A1,64,3,1,covariance,-1.4521064013470737,-1
A1,65,3,-1,covariance,0.5441709919110378,1
A1,66,3,1,covariance,-0.22622513746760808,-1
A1,67,3,-1,covariance,0.1224636718935652,1
A1,68,3,-1,covariance,2.6931195031928037,1
A1,69,3,1,covariance,1.1988640371268473,1
A1,70,3,1,covariance,1.0276060650844976,1
A1,71,3,-1,covariance,0.46189295222542576,1
A1,72,3,1,covariance,-0.004062021635117883,-1
A1,73,3,-1,covariance,0.7182640531577356,1
A1,74,3,1,covariance,-2.1332319553753214,-1
A1,75,3,-1,covariance,1.028123514029385,1
A1,76,3,1,covariance,-1.1117317280622936,-1
A1,84,4,1,covariance,-0.552200863413273,-1
A1,85,4,-1,covariance,3.819069547377725,1
A1,86,4,1,covariance,-1.92991421019406,-1
A1,87,4,1,covariance,-1.0088035630878371,-1
A1,89,4,1,covariance,-0.843600441353097,-1
A1,90,4,1,covariance,0.24272730249298488,1
A1,91,4,-1,covariance,2.781764288580893,1
A1,92,4,1,covariance,-0.6826561401244069,-1
A1,93,4,1,covariance,-0.10573265946437306,-1
A1,94,4,1,covariance,-0.004846190446199822,-1
A1,95,4,-1,covariance,0.8106591621472483,1
A1,96,4,1,covariance,0.11476167126917518,1
A1,97,4,1,covariance,0.9616293559121943,1
A1,98,4,-1,covariance,3.5392957637262867,1
A1,99,4,-1,covariance,-0.06858700225168018,-1
A1,2,0,1,projection6,0.700745737462617,1
A1,4,0,-1,projection6,-1.2385788824963326,-1
A1,5,0,1,projection6,-0.7314818095459032,-1
A1,6,0,-1,projection6,-1.9920009238730394,-1
A1,7,0,-1,projection6,-0.20761749666662666,-1
A1,8,0,-1,projection6,0.020895911613004046,1
A1,9,0,1,projection6,-0.10039779885565778,-1
A1,10,0,1,projection6,0.008590973978285196,1
A1,11,0,1,projection6,-1.1820742297056086,-1
A1,12,0,1,projection6,-0.135373043957185,-1
A1,13,0,-1,projection6,0.12102924480952999,1
A1,15,0,1,projection6,-0.3561145215213864,-1
A1,16,0,-1,projection6,-0.3559744422272056,-1
A1,17,0,1,projection6,0.12961593179096728,1
A1,24,1,-1,projection6,-0.8967094490206082,-1
A1,25,1,-1,projection6,-0.22776044230050846,-1
A1,26,1,1,projection6,-1.1457674703613072,-1
A1,28,1,-1,projection6,-1.708838714209195,-1
A1,29,1,-1,projection6,-0.20992766669354204,-1
A1,30,1,-1,projection6,-0.6102676060688685,-1
A1,31,1,-1,projection6,-0.08037713519281303,-1
A1,32,1,1,projection6,0.055922360914731115,1
A1,33,1,1,projection6,-0.13011488332267715,-1
A1,34,1,-1,projection6,0.6543793637324437,1
A1,35,1,1,projection6,-0.06537326355393668,-1
A1,37,1,-1,projection6,0.13464093377160477,1
A1,44,2,1,projection6,0.6922913055943949,1
A1,45,2,-1,projection6,-1.3217755989051088,-1
A1,47,2,-1,projection6,0.5334574153271638,1
A1,48,2,1,projection6,0.7013956553720512,1
A1,49,2,-1,projection6,1.410762266183535,1
A1,50,2,-1,projection6,0.973050257295152,1
A1,51,2,1,projection6,1.7094117106949531,1
A1,52,2,1,projection6,8.510966591410929,1
A1,53,2,1,projection6,7.790209453936276,1
A1,54,2,-1,projection6,3.4656845346079206,1
A1,55,2,1,projection6,1.0001948925051025,1
A1,56,2,-1,projection6,1.6775428275100723,1
A1,57,2,-1,projection6,2.0246355494394797,1
A1,64,3,1,projection6,-1.963742307450214,-1
A1,65,3,-1,projection6,-0.3842715291927743,-1
A1,66,3,1,projection6,-0.430636172587177,-1
A1,67,3,-1,projection6,-0.5858141595989714,-1
A1,68,3,-1,projection6,0.12365817481180164,1
A1,69,3,1,projection6,-0.025290526999626254,-1
A1,70,3,1,projection6,0.5635928110817834,1
A1,71,3,-1,projection6,-0.2412270896448093,-1
A1,72,3,1,projection6,-0.5881044445549515,-1
A1,73,3,-1,projection6,0.3424997073099518,1
A1,74,3,1,projection6,-1.6689536412273824,-1
A1,75,3,-1,projection6,0.029420757557742146,1
A1,76,3,1,projection6,-0.7248794915865935,-1
A1,84,4,1,projection6,-1.6778143479825631,-1
A1,85,4,-1,projection6,-1.3059876396742025,-1
A1,86,4,1,projection6,-2.4401121500354677,-1
A1,87,4,1,projection6,0.14836281967230516,1
A1,89,4,1,projection6,0.574102015793359,1
A1,90,4,1,projection6,-0.40090864541283017,-1
A1,91,4,-1,projection6,-2.2247275330139598,-1
A1,92,4,1,projection6,-0.6293023421435848,-1
A1,93,4,1,projection6,0.14306594506503317,1
A1,94,4,1,projection6,-0.12028768369014552,-1
A1,95,4,-1,projection6,0.09854283427378219,1
A1,96,4,1,projection6,-0.3622813257400037,-1
A1,97,4,1,projection6,0.8079968588532707,1
A1,98,4,-1,projection6,-3.146571125915989,-1
A1,99,4,-1,projection6,-0.4934301409899379,-1
A1,2,0,1,direction3,0.3997505248801648,1
A1,4,0,-1,direction3,-1.001427788127435,-1
A1,5,0,1,direction3,-0.5687403665697273,-1
A1,6,0,-1,direction3,-1.707250045872986,-1
A1,7,0,-1,direction3,-0.18699575418218026,-1
A1,8,0,-1,direction3,0.04238304716029264,1
A1,9,0,1,direction3,-0.09551065377892469,-1
A1,10,0,1,direction3,0.006196904783569598,1
A1,11,0,1,direction3,-0.9388749902404655,-1
A1,12,0,1,direction3,-0.09083669076532436,-1
A1,13,0,-1,direction3,0.10269763768544278,1
A1,15,0,1,direction3,-0.29893808334392746,-1
A1,16,0,-1,direction3,-0.34887459853890324,-1
A1,17,0,1,direction3,0.08931232596545853,1
A1,24,1,-1,direction3,-1.203513886726519,-1
A1,25,1,-1,direction3,-0.095314350652011,-1
A1,26,1,1,direction3,-1.4783762777098313,-1
A1,28,1,-1,direction3,-2.1868681189126957,-1
A1,29,1,-1,direction3,-0.49530940471521306,-1
A1,30,1,-1,direction3,-0.8001510961593846,-1
A1,31,1,-1,direction3,-0.06791986531783813,-1
A1,32,1,1,direction3,0.09912416572762082,1
A1,33,1,1,direction3,-0.239118906695172,-1
A1,34,1,-1,direction3,0.9206447926110367,1
A1,35,1,1,direction3,-0.030946914393228723,-1
A1,37,1,-1,direction3,0.05577321629602099,1
A1,44,2,1,direction3,0.5151716145318791,1
A1,45,2,-1,direction3,-1.0108287508795555,-1
A1,47,2,-1,direction3,0.4199631468713758,1
A1,48,2,1,direction3,0.5343538800916501,1
A1,49,2,-1,direction3,1.1992082456919624,1
A1,50,2,-1,direction3,0.7716580983330488,1
A1,51,2,1,direction3,1.1515429560076293,1
A1,52,2,1,direction3,6.279676703921567,1
A1,53,2,1,direction3,5.649830963435227,1
A1,54,2,-1,direction3,2.573282797354701,1
A1,55,2,1,direction3,0.7588353275535326,1
A1,56,2,-1,direction3,1.1801426465332163,1
A1,57,2,-1,direction3,1.7470880582478978,1
A1,64,3,1,direction3,-1.593207909335054,-1
A1,65,3,-1,direction3,-0.3859911947211253,-1
A1,66,3,1,direction3,-0.03048870539849036,-1
A1,67,3,-1,direction3,-0.6013908831990669,-1
A1,68,3,-1,direction3,0.12089526304502336,1
A1,69,3,1,direction3,-0.12201889813486153,-1
A1,70,3,1,direction3,0.27801102519902354,1
A1,71,3,-1,direction3,-0.15171248415039304,-1
A1,72,3,1,direction3,-0.48834536994414607,-1
A1,73,3,-1,direction3,0.13887576365600893,1
A1,74,3,1,direction3,-1.158199391915945,-1
A1,75,3,-1,direction3,-0.24538652016555326,-1
A1,76,3,1,direction3,-0.6915204226448876,-1
A1,84,4,1,direction3,-1.6574981849709902,-1
A1,85,4,-1,direction3,-0.9557985357501106,-1
A1,86,4,1,direction3,-1.3109227727182786,-1
A1,87,4,1,direction3,0.08818365976926447,1
A1,89,4,1,direction3,0.5560623463186927,1
A1,90,4,1,direction3,-0.2472448845627881,-1
A1,91,4,-1,direction3,-1.9284321261127098,-1
A1,92,4,1,direction3,-0.22961327044340432,-1
A1,93,4,1,direction3,0.03218029942609519,1
A1,94,4,1,direction3,-0.22634177211919052,-1
A1,95,4,-1,direction3,-0.1044944326422027,-1
A1,96,4,1,direction3,-0.3365514476611094,-1
A1,97,4,1,direction3,0.591850905513739,1
A1,98,4,-1,direction3,-1.4901948720552571,-1
A1,99,4,-1,direction3,-0.20890563036208395,-1
A1,2,0,1,past_only,0.33613292542689804,1
A1,4,0,-1,past_only,-1.1213460271513698,-1
A1,5,0,1,past_only,-0.9272988821713161,-1
A1,6,0,-1,past_only,-1.270380177759656,-1
A1,7,0,-1,past_only,-1.2591750442483822,-1
A1,8,0,-1,past_only,-0.535266285629204,-1
A1,9,0,1,past_only,-1.7008641506302253,-1
A1,10,0,1,past_only,-1.006249129261815,-1
A1,11,0,1,past_only,-1.1946961981281912,-1
A1,12,0,1,past_only,-0.34282086528441597,-1
A1,13,0,-1,past_only,-0.4245794904325971,-1
A1,15,0,1,past_only,-0.6988455993756924,-1
A1,16,0,-1,past_only,0.006821073881804625,1
A1,17,0,1,past_only,-0.7534428125315653,-1
A1,24,1,-1,past_only,-1.7602794706592597,-1
A1,25,1,-1,past_only,-0.052968020408742655,-1
A1,26,1,1,past_only,1.0078982065434394,1
A1,28,1,-1,past_only,0.05564829567558832,1
A1,29,1,-1,past_only,-0.33667027139100464,-1
A1,30,1,-1,past_only,1.2778456583688071,1
A1,31,1,-1,past_only,0.6504155357502376,1
A1,32,1,1,past_only,1.7444847269033703,1
A1,33,1,1,past_only,0.4047577592206446,1
A1,34,1,-1,past_only,-0.8025389873719322,-1
A1,35,1,1,past_only,0.2704188568631716,1
A1,37,1,-1,past_only,0.4760695030980899,1
A1,44,2,1,past_only,0.9768642281212712,1
A1,45,2,-1,past_only,-0.0189229276698502,-1
A1,47,2,-1,past_only,-1.072028706471351,-1
A1,48,2,1,past_only,0.9960290943773578,1
A1,49,2,-1,past_only,0.060702673548406194,1
A1,50,2,-1,past_only,0.8612843620658264,1
A1,51,2,1,past_only,0.021091157796773924,1
A1,52,2,1,past_only,0.3952720593741745,1
A1,53,2,1,past_only,1.5495768845540054,1
A1,54,2,-1,past_only,-1.9535853448849196,-1
A1,55,2,1,past_only,-0.6116606049968735,-1
A1,56,2,-1,past_only,-0.14177768308242678,-1
A1,57,2,-1,past_only,1.700101287397367,1
A1,64,3,1,past_only,0.6433098902608649,1
A1,65,3,-1,past_only,-0.2640722628348653,-1
A1,66,3,1,past_only,-0.3551790537090697,-1
A1,67,3,-1,past_only,-0.943372876500041,-1
A1,68,3,-1,past_only,0.6601333428494184,1
A1,69,3,1,past_only,0.3314950074494951,1
A1,70,3,1,past_only,-0.20199844958861823,-1
A1,71,3,-1,past_only,1.3121989901669986,1
A1,72,3,1,past_only,-0.5749192725401007,-1
A1,73,3,-1,past_only,-0.09939648217608284,-1
A1,74,3,1,past_only,0.12215486833878157,1
A1,75,3,-1,past_only,3.0521514784121755,1
A1,76,3,1,past_only,0.14331988506143703,1
A1,84,4,1,past_only,4.15800677991988,1
A1,85,4,-1,past_only,-0.9404470051230711,-1
A1,86,4,1,past_only,-1.30296129807738,-1
A1,87,4,1,past_only,-0.43628973117304887,-1
A1,89,4,1,past_only,-1.296439374102382,-1
A1,90,4,1,past_only,0.16413078824615118,1
A1,91,4,-1,past_only,-1.1249043874192353,-1
A1,92,4,1,past_only,1.965295729759519,1
A1,93,4,1,past_only,0.33283675568605037,1
A1,94,4,1,past_only,0.5880786166080465,1
A1,95,4,-1,past_only,0.14791845075076834,1
A1,96,4,1,past_only,-0.4984472419559846,-1
A1,97,4,1,past_only,-0.30116984484073034,-1
A1,98,4,-1,past_only,-1.2986902131362499,-1
A1,99,4,-1,past_only,-0.6137929025582397,-1
A1,2,0,1,previous_cue,1.0259202293889236,1
