train,test,trial_id,cue,features,score
A1,B1,32,-1,peak_latency,-2.762244318822422
A1,B1,33,-1,peak_latency,1.4679713642106091
A1,B1,34,1,peak_latency,-0.9244720494793629
A1,B1,35,-1,peak_latency,2.815550732278084
A1,B1,37,-1,peak_latency,2.691461582000624
A1,B1,44,1,peak_latency,-1.348113165950534
A1,B1,45,1,peak_latency,0.4155723442961855
A1,B1,46,-1,peak_latency,1.815746987399904
A1,B1,47,-1,peak_latency,-4.144727172533544
A1,B1,48,1,peak_latency,0.1439774366665189
A1,B1,49,1,peak_latency,2.987612201467543
A1,B1,50,-1,peak_latency,5.448937758819153
A1,B1,51,1,peak_latency,-3.4191303420780885
A1,B1,52,-1,peak_latency,-2.0387248672344542
A1,B1,53,1,peak_latency,0.09888183286735931
A1,B1,55,1,peak_latency,-2.444017603352328
A1,B1,56,-1,peak_latency,-4.339485067217226
A1,B1,57,1,peak_latency,1.5159615597872926
A1,B1,64,-1,peak_latency,-3.2976425076699907
A1,B1,65,-1,peak_latency,-1.6864853368584842
A1,B1,66,-1,peak_latency,4.190078418956851
A1,B1,67,1,peak_latency,3.0774601911821544
A1,B1,68,1,peak_latency,0.5836076494723137
A1,B1,69,-1,peak_latency,4.703028852843381
A1,B1,70,-1,peak_latency,3.210476376615197
A1,B1,71,1,peak_latency,-2.852380602567446
A1,B1,72,1,peak_latency,7.4818926881765835
A1,B1,73,-1,peak_latency,-1.12625759955066
A1,B1,74,-1,peak_latency,-0.8469854798394626
A1,B1,75,1,peak_latency,-0.6020822542158067
A1,B1,76,-1,peak_latency,-0.3302179326837258
A1,B1,77,-1,peak_latency,-0.7093704876345333
A1,B1,84,-1,peak_latency,0.7030357825911477
A1,B1,85,1,peak_latency,-0.8768369775316668
A1,B1,86,-1,peak_latency,-0.7241996966278467
A1,B1,87,-1,peak_latency,-0.6399979147428501
A1,B1,89,-1,peak_latency,0.2798322055136089
A1,B1,90,-1,peak_latency,-2.80010111601624
A1,B1,91,1,peak_latency,-0.10548096649206831
A1,B1,93,-1,peak_latency,-0.046564818829773424
A1,B1,94,1,peak_latency,1.3035308537882804
A1,B1,95,-1,peak_latency,0.04015009961728622
A1,B1,96,1,peak_latency,-0.8783660977884652
A1,B1,97,-1,peak_latency,-2.7025305570036173
A1,B1,98,1,peak_latency,-0.11305555429759846
A1,B1,99,1,peak_latency,0.2908095819202254
A1,B1,2,-1,spatial,-1.8183138061804927
A1,B1,3,1,spatial,-1.597375986178596
A1,B1,4,-1,spatial,-0.37365020071667066
A1,B1,5,1,spatial,-5.892653034240579
A1,B1,6,1,spatial,-0.793974069839178
A1,B1,7,1,spatial,1.6915209239541713
A1,B1,8,-1,spatial,-0.4341142720488223
A1,B1,9,-1,spatial,-0.3160473430217664
A1,B1,10,-1,spatial,-0.8075306003565828
A1,B1,11,1,spatial,0.25728187598182956
A1,B1,12,-1,spatial,-0.10359480101103691
A1,B1,13,1,spatial,-0.9793753822162796
A1,B1,15,-1,spatial,-0.06478655974951335
A1,B1,16,1,spatial,0.4935183039005819
A1,B1,17,-1,spatial,0.08819646739119043
A1,B1,24,1,spatial,-0.24558176723268388
A1,B1,25,1,spatial,5.397862084266878
A1,B1,26,1,spatial,0.6235291205111346
A1,B1,27,1,spatial,1.257997721189166
A1,B1,28,1,spatial,0.33039740366945236
A1,B1,29,1,spatial,-0.21057644904465195
A1,B1,30,-1,spatial,-3.2254489993827034
A1,B1,31,1,spatial,1.8472883181890718
A1,B1,32,-1,spatial,-2.1313267639126368
A1,B1,33,-1,spatial,0.9713801727100075
A1,B1,34,1,spatial,-1.014995287441178
A1,B1,35,-1,spatial,2.928641118645257
A1,B1,37,-1,spatial,2.4672278016378915
A1,B1,44,1,spatial,-1.0129396899456873
A1,B1,45,1,spatial,0.4251409297091776
A1,B1,46,-1,spatial,2.187733457564097
A1,B1,47,-1,spatial,-6.822955496183877
A1,B1,48,1,spatial,-0.29827374740047913
A1,B1,49,1,spatial,2.5275271549318945
A1,B1,50,-1,spatial,4.338655313422548
A1,B1,51,1,spatial,-2.5638301483651262
A1,B1,52,-1,spatial,-2.3015023546185174
A1,B1,53,1,spatial,0.03501378483487157
A1,B1,55,1,spatial,-0.45849851964991495
A1,B1,56,-1,spatial,-3.37099351156267
A1,B1,57,1,spatial,1.5637341907307603
A1,B1,64,-1,spatial,-3.185887913496398
A1,B1,65,-1,spatial,-2.255386317890382
A1,B1,66,-1,spatial,2.0916466905097604
A1,B1,67,1,spatial,2.974794471136583
A1,B1,68,1,spatial,0.45495062503752853
A1,B1,69,-1,spatial,4.858942684806378
A1,B1,70,-1,spatial,3.2037136269519193
A1,B1,71,1,spatial,-2.537923940351515
A1,B1,72,1,spatial,6.785680510429709
A1,B1,73,-1,spatial,-1.3128027980732646
A1,B1,74,-1,spatial,-0.5957571134017844
A1,B1,75,1,spatial,-2.2315199017462266
A1,B1,76,-1,spatial,-0.42704324919413117
A1,B1,77,-1,spatial,-0.5158058252330768
A1,B1,84,-1,spatial,0.6355028692516687
A1,B1,85,1,spatial,-0.5287402855849511
A1,B1,86,-1,spatial,-0.7437121134374769
A1,B1,87,-1,spatial,-0.7144925583924541
A1,B1,89,-1,spatial,0.18126100132581247
A1,B1,90,-1,spatial,-2.5745613382371713
A1,B1,91,1,spatial,-0.06401112398841007
A1,B1,93,-1,spatial,-0.013653484158541927
A1,B1,94,1,spatial,1.1668202807103016
A1,B1,95,-1,spatial,0.10329948037713726
A1,B1,96,1,spatial,-0.7794705152898168
A1,B1,97,-1,spatial,-2.5338407420044056
A1,B1,98,1,spatial,-0.038757754636274504
A1,B1,99,1,spatial,0.2768279028469293
A1,B1,2,-1,mechanism,-1.6185319596888201
A1,B1,3,1,mechanism,-1.4990032181096675
A1,B1,4,-1,mechanism,-0.11272977393954454
A1,B1,5,1,mechanism,-7.232308433552836
A1,B1,6,1,mechanism,0.24677923549484493
A1,B1,7,1,mechanism,1.388858392915539
A1,B1,8,-1,mechanism,-0.3744334097131224
A1,B1,9,-1,mechanism,-0.11354086747408494
A1,B1,10,-1,mechanism,-0.7791093285837211
A1,B1,11,1,mechanism,0.3505296884463191
A1,B1,12,-1,mechanism,-0.07602659878808161
A1,B1,13,1,mechanism,-0.9501510683658643
A1,B1,15,-1,mechanism,-0.1177017702817718
A1,B1,16,1,mechanism,0.5065520283584461
A1,B1,17,-1,mechanism,0.3971213148602253
A1,B1,24,1,mechanism,0.42004858123428135
A1,B1,25,1,mechanism,6.228868415898874
A1,B1,26,1,mechanism,0.5467594808928339
A1,B1,27,1,mechanism,1.0047731147914842
A1,B1,28,1,mechanism,-0.4980321211147536
A1,B1,29,1,mechanism,-0.2087965986156698
A1,B1,30,-1,mechanism,-4.276962788516511
A1,B1,31,1,mechanism,1.5747430723262437
A1,B1,32,-1,mechanism,-3.081467985908224
A1,B1,33,-1,mechanism,0.7614616110777395
A1,B1,34,1,mechanism,-0.8076216201691836
A1,B1,35,-1,mechanism,1.9767890467210774
A1,B1,37,-1,mechanism,2.3014770989626583
A1,B1,44,1,mechanism,-1.0813757798551749
A1,B1,45,1,mechanism,0.434150238074195
A1,B1,46,-1,mechanism,4.239211588138812
A1,B1,47,-1,mechanism,-7.595445617058246
A1,B1,48,1,mechanism,0.052919140537897154
A1,B1,49,1,mechanism,2.4300244394333435
A1,B1,50,-1,mechanism,5.428192581217629
A1,B1,51,1,mechanism,-3.8768182488674254
A1,B1,52,-1,mechanism,-2.4839012895400896
A1,B1,53,1,mechanism,0.03397962660698332
A1,B1,55,1,mechanism,0.26823835996919565
A1,B1,56,-1,mechanism,-3.4325382503442783
A1,B1,57,1,mechanism,1.186595947692056
A1,B1,64,-1,mechanism,-3.1488411840894543
A1,B1,65,-1,mechanism,-2.54755295009155
A1,B1,66,-1,mechanism,1.5511143818824358
A1,B1,67,1,mechanism,2.498396363831038
A1,B1,68,1,mechanism,0.44882780801277933
A1,B1,69,-1,mechanism,3.990091708008836
A1,B1,70,-1,mechanism,3.20396106676802
A1,B1,71,1,mechanism,-3.3132276046938838
A1,B1,72,1,mechanism,6.4298297749732045
A1,B1,73,-1,mechanism,-1.278244589587821
A1,B1,74,-1,mechanism,-0.46146147840864893
A1,B1,75,1,mechanism,-2.4559318162390023
A1,B1,76,-1,mechanism,0.2314654909570851
A1,B1,77,-1,mechanism,-0.5384652587406742
A1,B1,84,-1,mechanism,0.632164376548001
A1,B1,85,1,mechanism,-0.47073831744111644
A1,B1,86,-1,mechanism,-0.7455906405538205
A1,B1,87,-1,mechanism,-0.6919676004195393
A1,B1,89,-1,mechanism,1.2680393827352712
A1,B1,90,-1,mechanism,-3.315709496553458
A1,B1,91,1,mechanism,0.030886643669179547
A1,B1,93,-1,mechanism,-0.045827346257560776
A1,B1,94,1,mechanism,0.8770009862108266
A1,B1,95,-1,mechanism,0.08289850735132101
A1,B1,96,1,mechanism,-0.8723307268451577
A1,B1,97,-1,mechanism,-2.2861240345220892
A1,B1,98,1,mechanism,-0.17505107604896336
A1,B1,99,1,mechanism,0.4293468035738481
A1,B1,2,-1,covariance,0.19475058777676965
A1,B1,3,1,covariance,-0.787883336109419
A1,B1,4,-1,covariance,0.28629845425440875
A1,B1,5,1,covariance,0.17670807439395658
A1,B1,6,1,covariance,1.2258087258081294
A1,B1,7,1,covariance,1.574024335527835
A1,B1,8,-1,covariance,-0.5965032439121672
A1,B1,9,-1,covariance,-0.20684654708802422
A1,B1,10,-1,covariance,0.5290380303035502
A1,B1,11,1,covariance,0.07550911262541919
A1,B1,12,-1,covariance,-0.9330486802379732
A1,B1,13,1,covariance,1.2860006570879132
A1,B1,15,-1,covariance,1.6670052805251157
A1,B1,16,1,covariance,-0.18621887497434292
A1,B1,17,-1,covariance,1.104177452609016
A1,B1,24,1,covariance,1.1633381639736364
A1,B1,25,1,covariance,1.0597837416995333
A1,B1,26,1,covariance,-0.6786036087976381
A1,B1,27,1,covariance,1.215004416729981
A1,B1,28,1,covariance,1.188812944407048
A1,B1,29,1,covariance,0.012905928536022111
A1,B1,30,-1,covariance,-0.27903096761658563
A1,B1,31,1,covariance,0.16982517794989124
A1,B1,32,-1,covariance,1.7238801614959707
A1,B1,33,-1,covariance,1.1215227560479442
A1,B1,34,1,covariance,0.5874992139114846
A1,B1,35,-1,covariance,1.0388087730544753
A1,B1,37,-1,covariance,-0.09156462224561875
A1,B1,44,1,covariance,1.1327748096234826
A1,B1,45,1,covariance,0.07418924693367818
A1,B1,46,-1,covariance,2.1376444116340343
A1,B1,47,-1,covariance,-1.580433202816229
A1,B1,48,1,covariance,2.0967434042589557
A1,B1,49,1,covariance,0.2126686263037805
A1,B1,50,-1,covariance,-0.7100049639753491
A1,B1,51,1,covariance,-1.1306911874054846
A1,B1,52,-1,covariance,0.6000084929803595
A1,B1,53,1,covariance,1.2829813428188395
A1,B1,55,1,covariance,-0.4798801225308303
A1,B1,56,-1,covariance,1.9388266977883808
A1,B1,57,1,covariance,1.8257009668330386
A1,B1,64,-1,covariance,2.256209174422684
A1,B1,65,-1,covariance,-0.401464401488838
A1,B1,66,-1,covariance,-0.09372458319917748
A1,B1,67,1,covariance,2.171081546449519
A1,B1,68,1,covariance,1.3276528585152159
A1,B1,69,-1,covariance,-1.0550421923586983
A1,B1,70,-1,covariance,-0.0850031394204401
A1,B1,71,1,covariance,2.7299533057818297
A1,B1,72,1,covariance,-0.34925518447041143
A1,B1,73,-1,covariance,1.7433938085682872
A1,B1,74,-1,covariance,0.6329149815259242
A1,B1,75,1,covariance,-1.042341258019311
A1,B1,76,-1,covariance,2.688636099895062
A1,B1,77,-1,covariance,1.9341855700534083
A1,B1,84,-1,covariance,1.5618537338156848
A1,B1,85,1,covariance,-0.36610012374891937
A1,B1,86,-1,covariance,2.3646882402166045
A1,B1,87,-1,covariance,-0.4131346562037979
A1,B1,89,-1,covariance,3.168797274470331
A1,B1,90,-1,covariance,3.020609463788642
A1,B1,91,1,covariance,0.7009648617090867
A1,B1,93,-1,covariance,2.360351998483042
A1,B1,94,1,covariance,1.7024471466019637
A1,B1,95,-1,covariance,1.015950619903448
A1,B1,96,1,covariance,1.6551250938660336
A1,B1,97,-1,covariance,1.5229869803642928
A1,B1,98,1,covariance,1.4631619067768586
A1,B1,99,1,covariance,1.2013255551108297
A1,B1,2,-1,projection6,-0.7085156946777067
A1,B1,3,1,projection6,-0.8604526796389687
A1,B1,4,-1,projection6,0.27920332099962464
A1,B1,5,1,projection6,-6.770483546068741
A1,B1,6,1,projection6,1.87744633843483
A1,B1,7,1,projection6,0.45635114448705927
A1,B1,8,-1,projection6,-0.07238224858327617
A1,B1,9,-1,projection6,0.3097737850421796
A1,B1,10,-1,projection6,-0.33871651233409994
A1,B1,11,1,projection6,0.26330432183500974
A1,B1,12,-1,projection6,-0.0857733713350913
A1,B1,13,1,projection6,-0.38436181527275176
A1,B1,15,-1,projection6,-0.0611368003131851
A1,B1,16,1,projection6,0.13169846773898516
A1,B1,17,-1,projection6,0.7654672738656084
A1,B1,24,1,projection6,1.2039172992920655
A1,B1,25,1,projection6,7.06056038875645
A1,B1,26,1,projection6,0.12373067295314992
A1,B1,27,1,projection6,0.42614855990238415
A1,B1,28,1,projection6,-1.1480566538331218
A1,B1,29,1,projection6,0.0372869509758819
A1,B1,30,-1,projection6,-3.9956657669887856
A1,B1,31,1,projection6,0.17490070631664145
A1,B1,32,-1,projection6,-3.4429151947446983
A1,B1,33,-1,projection6,0.13360760596824117
A1,B1,34,1,projection6,-0.2099749892475592
A1,B1,35,-1,projection6,0.2044435569101175
A1,B1,37,-1,projection6,1.6193587838318215
A1,B1,44,1,projection6,-0.9022523859421027
A1,B1,45,1,projection6,0.0753573932284029
A1,B1,46,-1,projection6,6.631152154276961
A1,B1,47,-1,projection6,-3.650052117109126
A1,B1,48,1,projection6,1.8132121705272386
A1,B1,49,1,projection6,1.9337096952048534
A1,B1,50,-1,projection6,7.269378185029179
A1,B1,51,1,projection6,-4.787614363863886
A1,B1,52,-1,projection6,-1.6317585450961676
A1,B1,53,1,projection6,-0.098360562391309
A1,B1,55,1,projection6,0.11563312414629515
A1,B1,56,-1,projection6,-2.389693637343927
A1,B1,57,1,projection6,0.5512344430749063
A1,B1,64,-1,projection6,-1.7639402416498375
A1,B1,65,-1,projection6,-1.9329673371613472
A1,B1,66,-1,projection6,2.2215779542150194
A1,B1,67,1,projection6,1.694126414428735
A1,B1,68,1,projection6,0.5383483702702233
A1,B1,69,-1,projection6,1.4396624070026764
A1,B1,70,-1,projection6,2.6482462249682968
A1,B1,71,1,projection6,-3.459539440501607
A1,B1,72,1,projection6,3.6424472763617244
A1,B1,73,-1,projection6,-0.7028012771026261
A1,B1,74,-1,projection6,-0.3098454666660173
A1,B1,75,1,projection6,-0.9308883657478314
A1,B1,76,-1,projection6,1.0952660831817043
A1,B1,77,-1,projection6,-0.318824137320246
A1,B1,84,-1,projection6,0.24957695203090235
A1,B1,85,1,projection6,-0.6131462610866891
A1,B1,86,-1,projection6,-0.4491426099439732
A1,B1,87,-1,projection6,-0.2665202873972429
A1,B1,89,-1,projection6,2.9663555299393316
A1,B1,90,-1,projection6,-3.3025198222240335
A1,B1,91,1,projection6,0.03392747813511507
A1,B1,93,-1,projection6,0.012698869170785663
A1,B1,94,1,projection6,0.4053904615102823
A1,B1,95,-1,projection6,-0.004816897060360375
A1,B1,96,1,projection6,-0.5902506244174255
A1,B1,97,-1,projection6,-0.8005235769536518
A1,B1,98,1,projection6,-0.21408027156853118
A1,B1,99,1,projection6,0.4419670089093359
A1,B1,2,-1,direction3,-0.6588032416030001
A1,B1,3,1,direction3,-0.8745739249343065
A1,B1,4,-1,direction3,0.10864345101523594
A1,B1,5,1,direction3,-6.083911419615097
A1,B1,6,1,direction3,1.7354963142510353
A1,B1,7,1,direction3,0.4567525767262936
A1,B1,8,-1,direction3,-0.0643689825867543
A1,B1,9,-1,direction3,0.29428655545299276
A1,B1,10,-1,direction3,-0.3048191874392892
A1,B1,11,1,direction3,0.18454777702912661
A1,B1,12,-1,direction3,-0.03348228184627468
A1,B1,13,1,direction3,-0.3496040321455762
A1,B1,15,-1,direction3,-0.02769844215477825
A1,B1,16,1,direction3,0.06668075719558128
A1,B1,17,-1,direction3,0.6505850355654864
A1,B1,24,1,direction3,1.1165950384701255
A1,B1,25,1,direction3,6.122954664144846
A1,B1,26,1,direction3,0.15499466210983545
A1,B1,27,1,direction3,0.4555799821556876
A1,B1,28,1,direction3,-1.127512364230072
A1,B1,29,1,direction3,0.03707567573439873
A1,B1,30,-1,direction3,-3.4690897860401906
A1,B1,31,1,direction3,0.12415090983550546
A1,B1,32,-1,direction3,-3.468488266496975
A1,B1,33,-1,direction3,0.09150318774701384
A1,B1,34,1,direction3,-0.34629495633354757
A1,B1,35,-1,direction3,0.13595976299900162
A1,B1,37,-1,direction3,1.3966265369962583
A1,B1,44,1,direction3,-0.9037325892801149
A1,B1,45,1,direction3,0.07634748933953352
A1,B1,46,-1,direction3,6.17961014049832
A1,B1,47,-1,direction3,-3.3029600644848265
A1,B1,48,1,direction3,1.9026522319794434
A1,B1,49,1,direction3,1.8295449794051222
A1,B1,50,-1,direction3,6.44827229640264
A1,B1,51,1,direction3,-4.501992998912718
A1,B1,52,-1,direction3,-1.3970228613296032
A1,B1,53,1,direction3,-0.05039553807378339
A1,B1,55,1,direction3,-0.4426297372062067
A1,B1,56,-1,direction3,-2.550321620483317
A1,B1,57,1,direction3,0.5784278592322554
A1,B1,64,-1,direction3,-1.8374311311602947
A1,B1,65,-1,direction3,-1.6345681249885364
A1,B1,66,-1,direction3,2.6274128356655266
A1,B1,67,1,direction3,1.7768265644790753
A1,B1,68,1,direction3,0.517586395042705
A1,B1,69,-1,direction3,1.4138143942037316
A1,B1,70,-1,direction3,2.4629530061109657
A1,B1,71,1,direction3,-3.360371556455563
A1,B1,72,1,direction3,3.2874904979035207
A1,B1,73,-1,direction3,-0.6629516768963337
A1,B1,74,-1,direction3,-0.39030913540217216
A1,B1,75,1,direction3,-0.8099478998324252
A1,B1,76,-1,direction3,1.0115402136381157
A1,B1,77,-1,direction3,-0.35863072466246954
A1,B1,84,-1,direction3,0.17278303156081892
A1,B1,85,1,direction3,-0.8650475415553085
A1,B1,86,-1,direction3,-0.39784152648731175
A1,B1,87,-1,direction3,-0.20109354963699047
A1,B1,89,-1,direction3,2.7777990713119625
A1,B1,90,-1,direction3,-3.22969432428324
A1,B1,91,1,direction3,-0.029627488754049778
A1,B1,93,-1,direction3,0.07904475098600662
A1,B1,94,1,direction3,0.45174458187137423
A1,B1,95,-1,direction3,-0.01614906523696073
A1,B1,96,1,direction3,-0.561860215984223
A1,B1,97,-1,direction3,-0.8415128561937815
A1,B1,98,1,direction3,-0.13401412465562215
A1,B1,99,1,direction3,0.38380100937695133
B1,A1,2,1,amplitude,1.3898608307446325
B1,A1,4,-1,amplitude,0.5708419345435035
B1,A1,5,1,amplitude,0.28860639409083183
B1,A1,6,-1,amplitude,1.8534023826345816
B1,A1,7,-1,amplitude,0.435970216534581
B1,A1,8,-1,amplitude,-0.15008483484585947
B1,A1,9,1,amplitude,0.28061742973051884
B1,A1,10,1,amplitude,-0.03732469647408823
B1,A1,11,1,amplitude,0.5507655112479959
B1,A1,12,1,amplitude,-0.05443707675679623
B1,A1,13,-1,amplitude,0.04161731662163726
B1,A1,15,1,amplitude,0.4973410107154578
B1,A1,16,-1,amplitude,0.626113148893414
B1,A1,17,1,amplitude,0.055831728056671526
B1,A1,24,-1,amplitude,0.07028439758180771
B1,A1,25,-1,amplitude,1.750900909702441
B1,A1,26,1,amplitude,0.1355300146456666
B1,A1,28,-1,amplitude,0.024513953829522706
B1,A1,29,-1,amplitude,-0.24193435846742561
B1,A1,30,-1,amplitude,0.06326115124835162
B1,A1,31,-1,amplitude,0.7182820428513557
B1,A1,32,1,amplitude,0.13222286911629855
B1,A1,33,1,amplitude,0.14704321035008705
B1,A1,34,-1,amplitude,0.23667647763948085
B1,A1,35,1,amplitude,0.24409885468672168
B1,A1,37,-1,amplitude,0.13570004203545724
B1,A1,44,1,amplitude,-0.01327544394327035
B1,A1,45,-1,amplitude,0.08084614868381348
B1,A1,47,-1,amplitude,0.22434321176048289
B1,A1,48,1,amplitude,0.24906189672034687
B1,A1,49,-1,amplitude,0.023991623150710056
B1,A1,50,-1,amplitude,0.7409550808292981
B1,A1,51,1,amplitude,-0.9146377552837657
B1,A1,52,1,amplitude,-2.0976064753710726
B1,A1,53,1,amplitude,-1.4531458929834238
B1,A1,54,-1,amplitude,-3.7283953237913248
B1,A1,55,1,amplitude,0.15698132890912883
B1,A1,56,-1,amplitude,0.24502691884572864
B1,A1,57,-1,amplitude,0.13711521455238743
B1,A1,64,1,amplitude,0.6712113150317249
B1,A1,65,-1,amplitude,0.29577359962554645
B1,A1,66,1,amplitude,0.4254164288372958
B1,A1,67,-1,amplitude,0.4418502566743487
B1,A1,68,-1,amplitude,0.21181285439334488
B1,A1,69,1,amplitude,0.09127657470436681
B1,A1,70,1,amplitude,-0.003159213163984956
B1,A1,71,-1,amplitude,0.27416535843555956
B1,A1,72,1,amplitude,0.45550576020756145
B1,A1,73,-1,amplitude,0.21811522447100934
B1,A1,74,1,amplitude,1.0540402449506652
B1,A1,75,-1,amplitude,0.5215695638573591
B1,A1,76,1,amplitude,0.6224065394976939
B1,A1,84,1,amplitude,1.3513643187106807
B1,A1,85,-1,amplitude,0.069821805472159
B1,A1,86,1,amplitude,0.43125977297078844
B1,A1,87,1,amplitude,0.017909547197622073
B1,A1,89,1,amplitude,-0.29284995003940767
B1,A1,90,1,amplitude,0.16406579532461146
B1,A1,91,-1,amplitude,1.1213725373676366
B1,A1,92,1,amplitude,0.29323069237474675
B1,A1,93,1,amplitude,0.20673946028244128
B1,A1,94,1,amplitude,0.20879266740724617
B1,A1,95,-1,amplitude,0.15047150213733976
B1,A1,96,1,amplitude,0.23393150360581158
B1,A1,97,1,amplitude,0.11013413763213636
B1,A1,98,-1,amplitude,0.5051682271279054
B1,A1,99,-1,amplitude,0.23151553326946742
B1,A1,2,1,peak_latency,2.0677389661174064
B1,A1,4,-1,peak_latency,0.640289133950663
B1,A1,5,1,peak_latency,0.8206856534190962
B1,A1,6,-1,peak_latency,0.6632679080324306
B1,A1,7,-1,peak_latency,-0.7208034326004646
B1,A1,8,-1,peak_latency,0.30581594219278324
B1,A1,9,1,peak_latency,-1.5887145573871284
B1,A1,10,1,peak_latency,-0.38138927012447843
B1,A1,11,1,peak_latency,0.13517222177750096
B1,A1,12,1,peak_latency,-0.26287760742465366
B1,A1,13,-1,peak_latency,-0.9247787635602398
B1,A1,15,1,peak_latency,0.4451189872078259
B1,A1,16,-1,peak_latency,-0.254205684840877
B1,A1,17,1,peak_latency,1.1328682040777165
B1,A1,24,-1,peak_latency,-1.986994521505761
B1,A1,25,-1,peak_latency,0.6921864242976644
B1,A1,26,1,peak_latency,1.9383089858327254
B1,A1,28,-1,peak_latency,1.5459801799167099
B1,A1,29,-1,peak_latency,0.7130128307309987
B1,A1,30,-1,peak_latency,1.4159966639121269
B1,A1,31,-1,peak_latency,0.44503422012939786
