stage,dataset,trial_id,block,truth,score,prediction
v7,A1,8,0,-1,0.03214658338096499,1
v7,A1,9,0,1,-0.08807766266571138,-1
v7,A1,10,0,1,-0.17488363780754157,-1
v7,A1,11,0,1,-0.186654538165278,-1
v7,A1,12,0,1,-0.0010009370542010676,-1
v7,A1,13,0,-1,-0.08761648707792646,-1
v7,A1,15,0,1,0.05426004163721254,1
v7,A1,16,0,-1,-0.02833375576276348,-1
v7,A1,17,0,1,0.0821276331639682,1
v7,A1,18,0,-1,0.04085698634713941,1
v7,A1,19,0,-1,0.010843086452937967,1
v7,A1,21,1,-1,0.053752514776605365,1
v7,A1,22,1,-1,-0.1580317204681515,-1
v7,A1,23,1,1,0.04195348787592135,1
v7,A1,24,1,-1,0.12480127294991827,1
v7,A1,25,1,-1,-0.1132820732285989,-1
v7,A1,26,1,1,0.04907295833870173,1
v7,A1,28,1,-1,0.13556123371572237,1
v7,A1,29,1,-1,0.132829747806536,1
v7,A1,30,1,-1,-0.06011196804685781,-1
v7,A1,31,1,-1,-0.00714961748825671,-1
v7,A1,32,1,1,0.12828311307545925,1
v7,A1,33,1,1,0.13292710341833402,1
v7,A1,34,1,-1,0.09528960520216179,1
v7,A1,35,1,1,-0.025790277612982415,-1
v7,A1,37,1,-1,0.04776121594165561,1
v7,A1,38,1,-1,0.006519772258117507,1
v7,A1,41,2,-1,-0.12998648111921873,-1
v7,A1,42,2,1,-0.05202680045755087,-1
v7,A1,43,2,-1,-0.11804019064005777,-1
v7,A1,44,2,1,-0.1204705270847477,-1
v7,A1,45,2,-1,-0.24609172969184406,-1
v7,A1,47,2,-1,0.02782320043849229,1
v7,A1,48,2,1,0.1452881065660797,1
v7,A1,49,2,-1,-0.03306827928614292,-1
v7,A1,50,2,-1,0.10822712249842859,1
v7,A1,51,2,1,0.22987392489641267,1
v7,A1,52,2,1,-0.18445596787234875,-1
v7,A1,53,2,1,-0.04317791893227535,-1
v7,A1,54,2,-1,-0.24060850050318305,-1
v7,A1,55,2,1,-0.13828979774807798,-1
v7,A1,56,2,-1,-0.1208164994755549,-1
v7,A1,57,2,-1,0.05570765808854328,1
v7,A1,58,2,1,0.13878831622004695,1
v7,A1,59,2,1,-0.12262086284845736,-1
v7,A1,60,2,-1,0.1632394959561343,1
v7,A1,61,3,1,0.009082853481121478,1
v7,A1,62,3,-1,-0.04711196771985521,-1
v7,A1,63,3,1,0.1559324721869837,1
v7,A1,64,3,1,-0.03074010776451158,-1
v7,A1,65,3,-1,-0.01395181580366911,-1
v7,A1,66,3,1,0.04372617193295092,1
v7,A1,67,3,-1,-0.13692297409645826,-1
v7,A1,68,3,-1,-0.09032541605079325,-1
v7,A1,69,3,1,0.06177080970741744,1
v7,A1,70,3,1,-0.0041878687718236995,-1
v7,A1,71,3,-1,0.10391154774256339,1
v7,A1,72,3,1,0.14103877247223362,1
v7,A1,73,3,-1,0.014162968378389595,1
v7,A1,74,3,1,-0.20782052965018233,-1
v7,A1,75,3,-1,-0.05677739729817899,-1
v7,A1,76,3,1,-0.03519208363262244,-1
v7,A1,78,3,-1,-0.039411381365642706,-1
v7,A1,79,3,-1,0.02574837663531715,1
v7,A1,80,3,-1,0.08417811120108887,1
v7,A1,81,4,-1,-0.08265754718145446,-1
v7,A1,82,4,1,0.054406663988155524,1
v7,A1,83,4,-1,-0.07456752991021243,-1
v7,A1,84,4,1,-0.016971790769160222,-1
v7,A1,85,4,-1,-0.12129852581320832,-1
v7,A1,86,4,1,-0.027726004370556945,-1
v7,A1,87,4,1,-0.03232524188891622,-1
v7,A1,89,4,1,-0.02212527819916571,-1
v7,A1,90,4,1,-0.08392239515503341,-1
v7,A1,91,4,-1,0.07900519890504587,1
v7,A1,92,4,1,-0.005836420995876335,-1
v7,A1,93,4,1,-0.08889581814000913,-1
v7,A1,94,4,1,0.08010318141589101,1
v7,A1,95,4,-1,-0.15148165007814895,-1
v7,A1,96,4,1,-0.07104781850392244,-1
v7,A1,97,4,1,0.23841163980840163,1
v7,A1,98,4,-1,-0.18545822298466247,-1
v7,A1,99,4,-1,0.02851367419276618,1
v7,A1,100,4,1,-0.15494917412592274,-1
v7,A2,1,0,1,-0.08657344906928849,-1
v7,A2,2,0,-1,-0.1403900723625625,-1
v7,A2,3,0,-1,-0.14439765191922838,-1
v7,A2,4,0,-1,-0.04336549337063511,-1
v7,A2,5,0,1,-0.02949090927410153,-1
v7,A2,6,0,-1,0.08464830796899403,1
v7,A2,7,0,1,0.06644826904262013,1
v7,A2,8,0,1,-0.0949502448589904,-1
v7,A2,9,0,-1,0.013506578872325092,1
v7,A2,10,0,-1,-0.005969094401109543,-1
v7,A2,11,0,1,0.07403299911171823,1
v7,A2,12,0,1,0.02458834757035422,1
v7,A2,13,0,1,-0.0750184392122702,-1
v7,A2,14,0,-1,0.05236582364643405,1
v7,A2,15,0,-1,-0.01843731480086852,-1
v7,A2,16,0,-1,-0.07599087281871886,-1
v7,A2,17,0,1,-0.02586180108051428,-1
v7,A2,18,0,1,-0.005556688185663461,-1
v7,A2,19,0,-1,-0.04109607364103823,-1
v7,A2,20,0,-1,-0.13599814083824813,-1
v7,A2,21,1,1,0.07213715341238958,1
v7,A2,22,1,-1,0.09623650029628172,1
v7,A2,23,1,1,-0.03434791964215639,-1
v7,A2,24,1,1,-0.10317325633746838,-1
v7,A2,25,1,-1,-0.030891460859179543,-1
v7,A2,26,1,-1,-0.03439089256579059,-1
v7,A2,27,1,1,0.14392618860877404,1
v7,A2,28,1,1,0.12574406406990013,1
v7,A2,29,1,1,0.15527756865808384,1
v7,A2,31,1,-1,0.11738525530440236,1
v7,A2,32,1,-1,-0.09467488130253221,-1
v7,A2,34,1,-1,-0.00022313868490742017,-1
v7,A2,35,1,-1,-0.0013631005302534582,-1
v7,A2,36,1,1,0.1038846938235074,1
v7,A2,37,1,1,-0.12147682714447439,-1
v7,A2,38,1,-1,-0.023242260679882054,-1
v7,A2,39,1,1,0.19466110663213843,1
v7,A2,40,1,-1,-0.046120842013871566,-1
v7,A2,41,2,-1,-0.30031983624247416,-1
v7,A2,42,2,-1,-0.13303529105259654,-1
v7,A2,43,2,-1,-0.13301425230011943,-1
v7,A2,44,2,-1,-0.059419073348807305,-1
v7,A2,46,2,-1,-0.014147673173732833,-1
v7,A2,47,2,-1,-0.04103492117712948,-1
v7,A2,48,2,-1,-0.19085190636911137,-1
v7,A2,49,2,1,-0.06796864249692447,-1
v7,A2,50,2,1,-0.22321482285474092,-1
v7,A2,51,2,-1,0.04504838310727155,1
v7,A2,52,2,1,-0.21777342783436882,-1
v7,A2,53,2,1,-0.08875954099028588,-1
v7,A2,54,2,-1,-0.11773361076495426,-1
v7,A2,55,2,-1,-0.07966665394396427,-1
v7,A2,56,2,1,0.27972252949707765,1
v7,A2,57,2,1,-0.14678877039227717,-1
v7,A2,58,2,1,-0.19128684826929043,-1
v7,A2,59,2,1,0.008502740162576905,1
v7,A2,60,2,1,0.18733252132130662,1
v7,A2,61,3,-1,0.08360866538828127,1
v7,A2,62,3,1,-0.10846088938427123,-1
v7,A2,64,3,-1,-0.14679300632639875,-1
v7,A2,65,3,1,0.1783489687784613,1
v7,A2,66,3,-1,-0.10520696508990318,-1
v7,A2,67,3,1,-0.06395931894514634,-1
v7,A2,68,3,1,-0.05088289341714636,-1
v7,A2,69,3,-1,-0.053626509842335246,-1
v7,A2,70,3,-1,-0.04832675332488107,-1
v7,A2,71,3,1,-0.22230529522804543,-1
v7,A2,72,3,1,-0.06686993216843662,-1
v7,A2,73,3,1,0.11881515439802559,1
v7,A2,74,3,1,-0.030147312542232796,-1
v7,A2,75,3,-1,-0.10669727445589794,-1
v7,A2,76,3,-1,-0.1032704792909711,-1
v7,A2,77,3,-1,0.0005864065831293619,1
v7,A2,78,3,1,-0.08651038139184847,-1
v7,A2,79,3,-1,-0.005095849720226642,-1
v7,A2,80,3,1,0.2505987658844515,1
v7,A2,81,4,-1,-0.06532384792811613,-1
v7,A2,82,4,1,-0.06795144125852348,-1
v7,A2,83,4,1,-0.13489136253997036,-1
v7,A2,84,4,-1,0.2712284404908851,1
v7,A2,85,4,1,-0.07957028552958062,-1
v7,A2,87,4,-1,-0.07297039928050547,-1
v7,A2,88,4,1,0.148833247285164,1
v7,A2,89,4,-1,-0.05474526266507157,-1
v7,A2,90,4,-1,-0.20720369328606086,-1
v7,A2,91,4,-1,-0.07418708343332314,-1
v7,A2,92,4,-1,-0.11906787222417359,-1
v7,A2,93,4,1,0.08679060608524702,1
v7,A2,94,4,-1,-0.1081737385862307,-1
v7,A2,95,4,-1,0.10442996601639576,1
v7,A2,96,4,-1,-0.07515707609850897,-1
v7,A2,97,4,-1,0.13374228838067825,1
v7,A2,98,4,-1,0.07286273792101139,1
v7,A2,99,4,-1,0.03456356190157639,1
v7,A2,100,4,-1,0.21224193575137518,1
v7,B1,1,0,-1,-0.1214509089537193,-1
v7,B1,2,0,-1,0.04994917311601843,1
v7,B1,3,0,1,-0.043380623515123895,-1
v7,B1,4,0,-1,-0.10985606669741943,-1
v7,B1,5,0,1,0.10237399761135746,1
v7,B1,6,0,1,-0.15204699979736558,-1
v7,B1,7,0,1,0.27304414560413615,1
v7,B1,8,0,-1,0.06792120406195223,1
v7,B1,9,0,-1,0.10301993375755192,1
v7,B1,10,0,-1,0.18300210239670855,1
v7,B1,11,0,1,0.08335826973270988,1
v7,B1,12,0,-1,0.09783454464059949,1
v7,B1,13,0,1,0.053547972858904114,1
v7,B1,15,0,-1,0.10049395098855785,1
v7,B1,16,0,1,0.07816223447613313,1
v7,B1,17,0,-1,-0.07813043276987108,-1
v7,B1,18,0,-1,-0.1295566401812483,-1
v7,B1,19,0,1,-0.03510528569156157,-1
v7,B1,20,0,-1,-0.22174263636748687,-1
v7,B1,21,1,1,-0.07595615085426899,-1
v7,B1,22,1,1,0.03091283807440337,1
v7,B1,24,1,1,-0.07074926313164825,-1
v7,B1,25,1,1,0.07715768853246585,1
v7,B1,26,1,1,0.028930871822357873,1
