dataset,time_ms,preprocessed,V7
VisualCogA_Task-1,-136.71875,-0.5256641806499216,-0.47534829308829274
VisualCogA_Task-1,-132.8125,-0.16119154307720723,-0.11087603391501755
VisualCogA_Task-1,-128.90625,-0.004672400688251727,0.045774457622695164
VisualCogA_Task-1,-125.0,-0.00837809486165364,0.042500225926802054
VisualCogA_Task-1,-121.09375,-0.03624733922477397,0.0156013316851588
VisualCogA_Task-1,-117.1875,0.026725969956408885,0.08027122268554374
VisualCogA_Task-1,-113.28125,0.19075943333385076,0.24669236392740912
VisualCogA_Task-1,-109.375,0.3491645033876647,0.41024854181527554
VisualCogA_Task-1,-105.46875,0.33195861741963517,0.40270698382369846
VisualCogA_Task-1,-101.5625,-0.011796974315195607,0.0722189244673582
VisualCogA_Task-1,-97.65625,-0.7412252755786982,-0.6444652566929319
VisualCogA_Task-1,-93.75,-1.789348127513765,-1.679753265195005
VisualCogA_Task-1,-89.84375,-2.9822041580813865,-2.860116476915867
VisualCogA_Task-1,-85.9375,-4.100930108457833,-3.968482631229894
VisualCogA_Task-1,-82.03125,-4.951953342660435,-4.807017488101141
VisualCogA_Task-1,-78.125,-5.412704580676994,-5.255107270789527
VisualCogA_Task-1,-74.21875,-5.448270862564928,-5.281002062411893
VisualCogA_Task-1,-70.3125,-5.1136361561244605,-4.932252273637417
VisualCogA_Task-1,-66.40625,-4.545529541527421,-4.344371955803215
VisualCogA_Task-1,-62.5,-3.9310125068135355,-3.7098932202274844
VisualCogA_Task-1,-58.59375,-3.4474526370600285,-3.201159877345086
VisualCogA_Task-1,-54.6875,-3.1940572791697446,-2.9247641978099783
VisualCogA_Task-1,-50.78125,-3.1512552960228137,-2.867416234366904
VisualCogA_Task-1,-46.875,-3.1969343667513765,-2.920541380212506
VisualCogA_Task-1,-42.96875,-3.179454192237694,-2.919027408170246
VisualCogA_Task-1,-39.0625,-3.0086438723164477,-2.768108431796411
VisualCogA_Task-1,-35.15625,-2.706217919218071,-2.488691929928841
VisualCogA_Task-1,-31.25,-2.381652142099868,-2.1731027479828646
VisualCogA_Task-1,-27.34375,-2.1534702399788213,-1.9500957130679524
VisualCogA_Task-1,-23.4375,-2.0733528500358607,-1.8865447713128998
VisualCogA_Task-1,-19.53125,-2.103398802484841,-1.9118778660118931
VisualCogA_Task-1,-15.625,-2.1544241709216747,-1.9528647471141602
VisualCogA_Task-1,-11.71875,-2.1493020868825803,-1.9136871198993988
VisualCogA_Task-1,-7.8125,-2.0651183571068206,-1.7786736220929154
VisualCogA_Task-1,-3.90625,-1.9354756165691351,-1.5990561312630724
VisualCogA_Task-1,0.0,-1.8270467835921649,-1.4472917662659852
VisualCogA_Task-1,3.90625,-1.812582515526029,-1.3929736576804914
VisualCogA_Task-1,7.8125,-1.9498576282937998,-1.4976545662954392
VisualCogA_Task-1,11.71875,-2.2644033886174775,-1.7931055597653431
VisualCogA_Task-1,15.625,-2.7344495264838407,-2.2633595066445897
VisualCogA_Task-1,19.53125,-3.284253142134528,-2.8331203407694137
VisualCogA_Task-1,23.4375,-3.7971986900689614,-3.373798109614897
VisualCogA_Task-1,27.34375,-4.15573247901965,-3.7717748938871294
VisualCogA_Task-1,31.25,-4.297699755047338,-3.9681359343793052
VisualCogA_Task-1,35.15625,-4.255817321736797,-3.9759795499284123
VisualCogA_Task-1,39.0625,-4.144535109972995,-3.925213416950041
VisualCogA_Task-1,42.96875,-4.092430411834852,-3.920277898939242
VisualCogA_Task-1,46.875,-4.1626167422338884,-4.05974127012535
VisualCogA_Task-1,50.78125,-4.315988156166252,-4.256780825163373
VisualCogA_Task-1,54.6875,-4.44255468248489,-4.402928266655908
VisualCogA_Task-1,58.59375,-4.440243389813144,-4.409911301407924
VisualCogA_Task-1,62.5,-4.291299017251709,-4.232395284005841
VisualCogA_Task-1,66.40625,-4.090577716544657,-3.988582098564262
VisualCogA_Task-1,70.3125,-4.008604105383353,-3.86493625103599
VisualCogA_Task-1,74.21875,-4.205923557070688,-4.0148218914409926
VisualCogA_Task-1,78.125,-4.742484930055053,-4.497049501163527
VisualCogA_Task-1,82.03125,-5.535135519337414,-5.222304103072507
VisualCogA_Task-1,85.9375,-6.393320298795898,-6.017481572026807
VisualCogA_Task-1,89.84375,-7.112956612830984,-6.688929671363701
VisualCogA_Task-1,93.75,-7.566831894891015,-7.0980983493618846
VisualCogA_Task-1,97.65625,-7.735251792800881,-7.234742698245343
VisualCogA_Task-1,101.5625,-7.672576229403829,-7.16406926500403
VisualCogA_Task-1,105.46875,-7.454799780567345,-6.956225234691532
VisualCogA_Task-1,109.375,-7.15209255704465,-6.661266680028626
VisualCogA_Task-1,113.28125,-6.829211877651874,-6.3253808937306895
VisualCogA_Task-1,117.1875,-6.55011330458574,-6.024727235213626
VisualCogA_Task-1,121.09375,-6.373360667791526,-5.8277538365428505
VisualCogA_Task-1,125.0,-6.341778729618829,-5.7675423132526635
VisualCogA_Task-1,128.90625,-6.46898883215503,-5.8448566511329
VisualCogA_Task-1,132.8125,-6.723103910877756,-6.036546717084658
VisualCogA_Task-1,136.71875,-7.020146563336066,-6.237091354978822
VisualCogA_Task-1,140.625,-7.2481830185870235,-6.384146844553315
VisualCogA_Task-1,144.53125,-7.32339882356002,-6.391289981307086
VisualCogA_Task-1,148.4375,-7.243254572916205,-6.262137112186376
VisualCogA_Task-1,152.34375,-7.089842322577107,-6.081283178945941
VisualCogA_Task-1,156.25,-6.971411368566385,-5.954864324060026
VisualCogA_Task-1,160.15625,-6.946221160062573,-5.906587849066873
VisualCogA_Task-1,164.0625,-6.9945152145385,-5.910344099118737
VisualCogA_Task-1,167.96875,-7.06216242946714,-5.936364974486565
VisualCogA_Task-1,171.875,-7.131646269301065,-6.001937683058889
VisualCogA_Task-1,175.78125,-7.252330233897421,-6.133930290259699
VisualCogA_Task-1,179.6875,-7.502717244980034,-6.385973098264802
VisualCogA_Task-1,183.59375,-7.918083560614213,-6.792368394005364
VisualCogA_Task-1,187.5,-8.44558879553636,-7.295883392889831
VisualCogA_Task-1,191.40625,-8.96651865946227,-7.775541869217616
VisualCogA_Task-1,195.3125,-9.369680291738051,-8.14132314875926
VisualCogA_Task-1,199.21875,-9.61866652657252,-8.37840180480734
VisualCogA_Task-1,203.125,-9.764493960523032,-8.522163623937834
VisualCogA_Task-1,207.03125,-9.900452947517179,-8.625058369445542
VisualCogA_Task-1,210.9375,-10.098248298710317,-8.776485627761012
VisualCogA_Task-1,214.84375,-10.373637104693382,-9.02032643152488
VisualCogA_Task-1,218.75,-10.6978259467918,-9.348581110759161
VisualCogA_Task-1,222.65625,-11.027268562582027,-9.695786809218593
VisualCogA_Task-1,226.5625,-11.318482926488642,-10.023320865041772
VisualCogA_Task-1,230.46875,-11.529743851824572,-10.274187074583145
VisualCogA_Task-1,234.375,-11.634483923504288,-10.427991211103324
VisualCogA_Task-1,238.28125,-11.649237403656706,-10.464645205886786
VisualCogA_Task-1,242.1875,-11.646221061908491,-10.469834537913357
VisualCogA_Task-1,246.09375,-11.723755899889731,-10.557770674371042
VisualCogA_Task-1,250.0,-11.94409029426311,-10.790276026837091
VisualCogA_Task-1,253.90625,-12.280043111207839,-11.109979395872509
VisualCogA_Task-1,257.8125,-12.611428978346408,-11.424842517746931
VisualCogA_Task-1,261.71875,-12.780219390806248,-11.597687209327889
VisualCogA_Task-1,265.625,-12.675118501556002,-11.505869003823934
VisualCogA_Task-1,269.53125,-12.299624851154716,-11.180050429240257
VisualCogA_Task-1,273.4375,-11.787084971178048,-10.710146122618127
VisualCogA_Task-1,277.34375,-11.350257965847232,-10.285990171421595
VisualCogA_Task-1,281.25,-11.18639081048447,-10.117681515763229
VisualCogA_Task-1,285.15625,-11.3902387197667,-10.320940323726312
VisualCogA_Task-1,289.0625,-11.927391968693511,-10.833537088919464
VisualCogA_Task-1,292.96875,-12.678076586500223,-11.543833677351104
VisualCogA_Task-1,296.875,-13.512419924358705,-12.346102868955894
VisualCogA_Task-1,300.78125,-14.3441571897365,-13.137724189684846
VisualCogA_Task-1,304.6875,-15.13453163340977,-13.883007318736173
VisualCogA_Task-1,308.59375,-15.857040348671614,-14.550493684999413
VisualCogA_Task-1,312.5,-16.462584258127716,-15.116802162112734
VisualCogA_Task-1,316.40625,-16.884995013634644,-15.50319883371476
VisualCogA_Task-1,320.3125,-17.092681836364008,-15.692075025253226
VisualCogA_Task-1,324.21875,-17.14598384299029,-15.732209777388839
VisualCogA_Task-1,328.125,-17.201779479789128,-15.760289701109508
VisualCogA_Task-1,332.03125,-17.43852737626971,-15.984090168538831
VisualCogA_Task-1,335.9375,-17.93929439803485,-16.476364019204205
VisualCogA_Task-1,339.84375,-18.617493939124916,-17.14626861532341
VisualCogA_Task-1,343.75,-19.250308718023653,-17.751922869352683
VisualCogA_Task-1,347.65625,-19.60447866761166,-18.0907211313884
VisualCogA_Task-1,351.5625,-19.569415054058894,-18.04647283064443
VisualCogA_Task-1,355.46875,-19.21321815688237,-17.684685389197593
VisualCogA_Task-1,359.375,-18.735825102608327,-17.207901552914308
VisualCogA_Task-1,363.28125,-18.357998255317288,-16.836502791193745
VisualCogA_Task-1,367.1875,-18.21593883474151,-16.694135935831774
VisualCogA_Task-1,371.09375,-18.316646849795735,-16.79626275963195
VisualCogA_Task-1,375.0,-18.56485739127637,-17.05964188593942
VisualCogA_Task-1,378.90625,-18.83221190336209,-17.34109057232438
VisualCogA_Task-1,382.8125,-19.025335546687064,-17.522415141053738
VisualCogA_Task-1,386.71875,-19.12044154033069,-17.597966533133466
VisualCogA_Task-1,390.625,-19.15621093884893,-17.62202436953537
VisualCogA_Task-1,394.53125,-19.20082060787528,-17.627728943376518
VisualCogA_Task-1,398.4375,-19.319439374277998,-17.691966515739548
VisualCogA_Task-1,402.34375,-19.55759776665506,-17.885343652653795
VisualCogA_Task-1,406.25,-19.934593159713685,-18.23727996046252
VisualCogA_Task-1,410.15625,-20.434623946326205,-18.708228260832698
VisualCogA_Task-1,414.0625,-20.998745392120046,-19.237890406504313
VisualCogA_Task-1,417.96875,-21.53394798013854,-19.740458904557414
VisualCogA_Task-1,421.875,-21.946294465736244,-20.098750449243507
VisualCogA_Task-1,425.78125,-22.183408998024966,-20.28322636185188
VisualCogA_Task-1,429.6875,-22.25971995770921,-20.297569774311842
VisualCogA_Task-1,433.59375,-22.24616218027905,-20.20512530514118
VisualCogA_Task-1,437.5,-22.22973932155869,-20.096460659781187
VisualCogA_Task-1,441.40625,-22.26845596493296,-20.042982494331707
VisualCogA_Task-1,445.3125,-22.36547616330673,-20.040870130329736
VisualCogA_Task-1,449.21875,-22.47012845926345,-20.096875032709683
VisualCogA_Task-1,453.125,-22.504333501711113,-20.130151739662324
VisualCogA_Task-1,457.03125,-22.409619828414925,-20.043722752001198
VisualCogA_Task-1,460.9375,-22.193917370988206,-19.864204698680446
VisualCogA_Task-1,464.84375,-21.941255607716315,-19.68205264359844
VisualCogA_Task-1,468.75,-21.76711482131494,-19.576731970291643
VisualCogA_Task-1,472.65625,-21.750612513602924,-19.59690821260928
VisualCogA_Task-1,476.5625,-21.897314729390388,-19.787738409265216
VisualCogA_Task-1,480.46875,-22.1564761469505,-20.063159438049507
VisualCogA_Task-1,484.375,-22.468402202893863,-20.36651214711582
VisualCogA_Task-1,488.28125,-22.799050852128214,-20.659161465458524
VisualCogA_Task-1,492.1875,-23.14190701353324,-20.953940400772304
VisualCogA_Task-1,496.09375,-23.501934573982826,-21.258124902538956
VisualCogA_Task-1,500.0,-23.88445144000991,-21.60626199769313
VisualCogA_Task-1,503.90625,-24.291397338134512,-21.981231058994258
VisualCogA_Task-1,507.8125,-24.714341541243698,-22.370540216471117
VisualCogA_Task-1,511.71875,-25.12689519903556,-22.765812567832135
VisualCogA_Task-1,515.625,-25.492310471700666,-23.114525025126948
VisualCogA_Task-1,519.53125,-25.786455886159942,-23.393058731537856
VisualCogA_Task-1,523.4375,-26.01255074544534,-23.621332972789283
VisualCogA_Task-1,527.34375,-26.191179457256418,-23.81487494811551
VisualCogA_Task-1,531.25,-26.33897371408072,-23.963227322000268
VisualCogA_Task-1,535.15625,-26.45999598315911,-24.059189245298313
VisualCogA_Task-1,539.0625,-26.555809122490494,-24.094192549098146
VisualCogA_Task-1,542.96875,-26.64091651470646,-24.125217458267326
VisualCogA_Task-1,546.875,-26.748167520894256,-24.226318818919026
VisualCogA_Task-1,550.78125,-26.91866464284469,-24.379533522398816
VisualCogA_Task-1,554.6875,-27.181361243919945,-24.614538541525867
VisualCogA_Task-1,558.59375,-27.53430890299521,-24.950503723237937
VisualCogA_Task-1,562.5,-27.941674989140292,-25.367668560172127
VisualCogA_Task-1,566.40625,-28.353266474560016,-25.807359367196355
VisualCogA_Task-1,570.3125,-28.736609124414706,-26.19616095641866
VisualCogA_Task-1,574.21875,-29.10063567777603,-26.557427866849793
VisualCogA_Task-1,578.125,-29.49355694942701,-26.939085807784913
VisualCogA_Task-1,582.03125,-29.96863829975613,-27.372423420905324
VisualCogA_Task-1,585.9375,-30.529523857391375,-27.869658933088964
VisualCogA_Task-1,589.84375,-31.090563731740545,-28.380959945630437
VisualCogA_Task-1,593.75,-31.493353802592956,-28.756282167592467
VisualCogA_Task-1,597.65625,-31.587136397672676,-28.874302616931935
VisualCogA_Task-1,601.5625,-31.32928999513714,-28.67243898409787
VisualCogA_Task-1,605.46875,-30.838611235676794,-28.206416334282643
VisualCogA_Task-1,609.375,-30.358752038498253,-27.759250488113622
VisualCogA_Task-1,613.28125,-30.1448726301453,-27.573533536862456
VisualCogA_Task-1,617.1875,-30.338869882457587,-27.793243919776195
VisualCogA_Task-1,621.09375,-30.91076142897274,-28.351266063892705
VisualCogA_Task-1,625.0,-31.69859407667488,-29.07630866910792
VisualCogA_Task-1,628.90625,-32.50682547450688,-29.789782592108367
VisualCogA_Task-1,632.8125,-33.18662250818653,-30.389431577980005
VisualCogA_Task-1,636.71875,-33.65382689785082,-30.788182506414152
VisualCogA_Task-1,640.625,-33.865232029864096,-30.9542802530051
VisualCogA_Task-1,644.53125,-33.80428058832454,-30.886243435827723
VisualCogA_Task-1,648.4375,-33.49910653293708,-30.581346508464314
VisualCogA_Task-1,652.34375,-33.04774804153845,-30.12984948366285
VisualCogA_Task-1,656.25,-32.608194054356346,-29.704001662787803
VisualCogA_Task-1,660.15625,-32.338765544878704,-29.44979947191038
VisualCogA_Task-1,664.0625,-32.32192709883369,-29.456000944695244
VisualCogA_Task-1,667.96875,-32.52791134179901,-29.697630506064748
VisualCogA_Task-1,671.875,-32.84536175450446,-30.041928229341366
VisualCogA_Task-1,675.78125,-33.14986290465466,-30.38234946795032
VisualCogA_Task-1,679.6875,-33.35795084763174,-30.612142079601302
VisualCogA_Task-1,683.59375,-33.44418397794968,-30.72432542083379
VisualCogA_Task-1,687.5,-33.43626612007989,-30.746016882412576
VisualCogA_Task-1,691.40625,-33.40362624012362,-30.762873111324176
VisualCogA_Task-1,695.3125,-33.43388960479179,-30.84746568124079
VisualCogA_Task-1,699.21875,-33.59129371886059,-31.04223134064349
VisualCogA_Task-1,703.125,-33.87494207368648,-31.305468297322662
VisualCogA_Task-1,707.03125,-34.20790251018231,-31.615130639392966
VisualCogA_Task-1,710.9375,-34.470115826980894,-31.836996226372897
VisualCogA_Task-1,714.84375,-34.556881030830745,-31.837696417916703
VisualCogA_Task-1,718.75,-34.42869465216703,-31.63923137962844
VisualCogA_Task-1,722.65625,-34.12815218815394,-31.295622072038782
VisualCogA_Task-1,726.5625,-33.76501102893796,-30.878476084353284
VisualCogA_Task-1,730.46875,-33.48656995695334,-30.55656699584383
VisualCogA_Task-1,734.375,-33.441431178954744,-30.505067692868966
VisualCogA_Task-1,738.28125,-33.73006351550497,-30.8333448804202
VisualCogA_Task-1,742.1875,-34.3480521698849,-31.513334125238266
VisualCogA_Task-1,746.09375,-35.15884117399152,-32.41151908394153
VisualCogA_Task-1,750.0,-35.93485742535079,-33.233198584454286
VisualCogA_Task-1,753.90625,-36.459881743793815,-33.78895644551198
VisualCogA_Task-1,757.8125,-36.63220196131666,-33.941526988532345
VisualCogA_Task-1,761.71875,-36.5010640414429,-33.78863331297775
VisualCogA_Task-1,765.625,-36.2162254921805,-33.44234808851526
VisualCogA_Task-1,769.53125,-35.93163957573372,-33.061567591085
VisualCogA_Task-1,773.4375,-35.73118613581083,-32.79431033453154
VisualCogA_Task-1,777.34375,-35.61883457643629,-32.61038424242139
VisualCogA_Task-1,781.25,-35.562169824755365,-32.48371277827229
VisualCogA_Task-1,785.15625,-35.5435087903355,-32.38763639932824
VisualCogA_Task-1,789.0625,-35.58169014594327,-32.35042932276048
VisualCogA_Task-1,792.96875,-35.71995009666478,-32.40229269758278
VisualCogA_Task-1,796.875,-35.9958680540157,-32.59439059879238
VisualCogA_Task-2,-250.0,1.9159940230303891,1.6278097753768233
VisualCogA_Task-2,-246.09375,2.3024589269215374,2.0732392519242824
VisualCogA_Task-2,-242.1875,2.570490666208788,2.3872101251695375
VisualCogA_Task-2,-238.28125,2.6227648390494553,2.4787902029832196
VisualCogA_Task-2,-234.375,2.4568094186483953,2.3448858849166254
VisualCogA_Task-2,-230.46875,2.177466329954727,2.0918529536855894
VisualCogA_Task-2,-226.5625,1.9424203554239652,1.8781798509819274
VisualCogA_Task-2,-222.65625,1.8726633313368373,1.8278212534293803
VisualCogA_Task-2,-218.75,1.9820285851206387,1.9618504921841518
VisualCogA_Task-2,-214.84375,2.1656298967958953,2.1639978197651497
VisualCogA_Task-2,-210.9375,2.2552039696856405,2.2681299228788405
VisualCogA_Task-2,-207.03125,2.114187185872894,2.140761595482089
VisualCogA_Task-2,-203.125,1.7185948142600518,1.7551759630548651
VisualCogA_Task-2,-199.21875,1.1735259467299732,1.216790906486437
VisualCogA_Task-2,-195.3125,0.6570566731359992,0.7037726169370238
VisualCogA_Task-2,-191.40625,0.3314715478816108,0.38107212827436676
VisualCogA_Task-2,-187.5,0.2746663591334406,0.3282726396571163
VisualCogA_Task-2,-183.59375,0.4586269860778083,0.520537571658573
VisualCogA_Task-2,-179.6875,0.769499267732414,0.8475630959018583
VisualCogA_Task-2,-175.78125,1.0511975431148322,1.1485227426532751
VisualCogA_Task-2,-171.875,1.1582763378744676,1.2738477977653573
VisualCogA_Task-2,-167.96875,1.006055953967143,1.1356477222153116
VisualCogA_Task-2,-164.0625,0.600748523347612,0.7353972741515484
VisualCogA_Task-2,-160.15625,0.03188435760466346,0.16198124877593556
VisualCogA_Task-2,-156.25,-0.5733085048552742,-0.45410001615751394
VisualCogA_Task-2,-152.34375,-1.107314343815008,-1.0039081397733878
VisualCogA_Task-2,-148.4375,-1.5158744687876404,-1.430565067878818
VisualCogA_Task-2,-144.53125,-1.7922428122320766,-1.7226243807126584
VisualCogA_Task-2,-140.625,-1.947453210953959,-1.8897620982052907
VisualCogA_Task-2,-136.71875,-1.9840750069784032,-1.9337491174554522
VisualCogA_Task-2,-132.8125,-1.887746618130083,-1.8405457709045634
VisualCogA_Task-2,-128.90625,-1.6337408738720507,-1.5865400266465315
VisualCogA_Task-2,-125.0,-1.2041037300249129,-1.1569028827993941
VisualCogA_Task-2,-121.09375,-0.61256519409458,-0.5653643468690608
VisualCogA_Task-2,-117.1875,0.07605928890427283,0.1232601361297907
VisualCogA_Task-2,-113.28125,0.750045877137073,0.7967700033071574
VisualCogA_Task-2,-109.375,1.2787150040407802,1.319775953776365
VisualCogA_Task-2,-105.46875,1.5465215011616698,1.5773815434215888
VisualCogA_Task-2,-101.5625,1.480811381091035,1.4970673333982485
VisualCogA_Task-2,-97.65625,1.0730999814010898,1.0714577612562413
VisualCogA_Task-2,-93.75,0.3906772366786815,0.37356898241151776
VisualCogA_Task-2,-89.84375,-0.4350970532405703,-0.4654592264030621
VisualCogA_Task-2,-85.9375,-1.2525602103027174,-1.2914118157084056
VisualCogA_Task-2,-82.03125,-1.9513674359159723,-1.9933068777396528
VisualCogA_Task-2,-78.125,-2.5086207739900264,-2.5398792932731196
VisualCogA_Task-2,-74.21875,-2.9909877602682626,-3.008139506751726
VisualCogA_Task-2,-70.3125,-3.5101695346007427,-3.515234118810583
VisualCogA_Task-2,-66.40625,-4.155995547642376,-4.15143478411561
VisualCogA_Task-2,-62.5,-4.941611373695656,-4.936195312549632
VisualCogA_Task-2,-58.59375,-5.78602767491085,-5.784616803343104
VisualCogA_Task-2,-54.6875,-6.540646341846589,-6.543137559384318
VisualCogA_Task-2,-50.78125,-7.047369729709672,-7.0504151489535705
VisualCogA_Task-2,-46.875,-7.20113474976773,-7.203572032678975
VisualCogA_Task-2,-42.96875,-6.9874005995387884,-6.985518544580334
VisualCogA_Task-2,-39.0625,-6.48121818385887,-6.476587925821651
VisualCogA_Task-2,-35.15625,-5.817714596473277,-5.810152587000754
VisualCogA_Task-2,-31.25,-5.153719095489621,-5.143426358372583
VisualCogA_Task-2,-27.34375,-4.631787848729017,-4.620250058663736
VisualCogA_Task-2,-23.4375,-4.347065645602205,-4.336326313336475
VisualCogA_Task-2,-19.53125,-4.321298234580416,-4.3109809981572305
VisualCogA_Task-2,-15.625,-4.501395046008318,-4.492062875474097
VisualCogA_Task-2,-11.71875,-4.79666842380613,-4.787878864276006
VisualCogA_Task-2,-7.8125,-5.139388518607603,-5.12970767334128
VisualCogA_Task-2,-3.90625,-5.526095697054023,-5.511587080969875
VisualCogA_Task-2,0.0,-6.006504914341412,-5.977900214493505
VisualCogA_Task-2,3.90625,-6.628035014079719,-6.585773920116122
VisualCogA_Task-2,7.8125,-7.378776211215557,-7.320699137612961
VisualCogA_Task-2,11.71875,-8.170841369613422,-8.090954609406841
VisualCogA_Task-2,15.625,-8.87503776798042,-8.769339717323675
VisualCogA_Task-2,19.53125,-9.38490054614616,-9.246577052993356
VisualCogA_Task-2,23.4375,-9.674302811043486,-9.503058697037273
VisualCogA_Task-2,27.34375,-9.818186906334128,-9.621875784145596
VisualCogA_Task-2,31.25,-9.963153813860504,-9.752599064496248
VisualCogA_Task-2,35.15625,-10.260300117269805,-10.04576393419473
VisualCogA_Task-2,39.0625,-10.796142460979583,-10.58123793320681
VisualCogA_Task-2,42.96875,-11.557981910689172,-11.33176757773155
VisualCogA_Task-2,46.875,-12.444314416413253,-12.206832110666644
VisualCogA_Task-2,50.78125,-13.304857882319215,-13.05830992776047
VisualCogA_Task-2,54.6875,-13.989131317413158,-13.729234373731177
VisualCogA_Task-2,58.59375,-14.388999397288439,-14.114978548286933
VisualCogA_Task-2,62.5,-14.466313131976701,-14.162879629117445
VisualCogA_Task-2,66.40625,-14.262098202116103,-13.924722144551676
VisualCogA_Task-2,70.3125,-13.888157461348563,-13.508879918522933
VisualCogA_Task-2,74.21875,-13.502123476499833,-13.090883805816585
VisualCogA_Task-2,78.125,-13.267581690078817,-12.830586276667624
VisualCogA_Task-2,82.03125,-13.307036382412193,-12.865006188337379
VisualCogA_Task-2,85.9375,-13.663575095651659,-13.224721493834181
VisualCogA_Task-2,89.84375,-14.289615769179544,-13.857568982160775
VisualCogA_Task-2,93.75,-15.071617923130963,-14.646080615315135
VisualCogA_Task-2,97.65625,-15.879251644483158,-15.46575015467184
VisualCogA_Task-2,101.5625,-16.612272016092902,-16.230949871118558
VisualCogA_Task-2,105.46875,-17.22437145693757,-16.88021376182648
VisualCogA_Task-2,109.375,-17.723208110347763,-17.398791251119373
VisualCogA_Task-2,113.28125,-18.1573402825424,-17.839674088946254
VisualCogA_Task-2,117.1875,-18.596659047963918,-18.270973058940477
VisualCogA_Task-2,121.09375,-19.107263847240283,-18.749210787060235
VisualCogA_Task-2,125.0,-19.727120612828365,-19.335302686747184
VisualCogA_Task-2,128.90625,-20.455875800901882,-20.029681971909476
VisualCogA_Task-2,132.8125,-21.263402556485484,-20.79686885091224
VisualCogA_Task-2,136.71875,-22.10422323797483,-21.591127211782755
VisualCogA_Task-2,140.625,-22.92403823189813,-22.337693147700847
VisualCogA_Task-2,144.53125,-23.661829846793275,-22.988330854078207
VisualCogA_Task-2,148.4375,-24.26144820282427,-23.495582748168154
VisualCogA_Task-2,152.34375,-24.695983035399475,-23.848250761107114
VisualCogA_Task-2,156.25,-24.98882476492947,-24.0658634118455
VisualCogA_Task-2,160.15625,-25.209982111917633,-24.23461981594389
VisualCogA_Task-2,164.0625,-25.44386411614377,-24.434819405413577
VisualCogA_Task-2,167.96875,-25.747134996017262,-24.722876164432616
VisualCogA_Task-2,171.875,-26.1198287953921,-25.088742876893868
VisualCogA_Task-2,175.78125,-26.502905583355677,-25.485263210261472
VisualCogA_Task-2,179.6875,-26.804958698412417,-25.829117917217523
VisualCogA_Task-2,183.59375,-26.94915814993149,-26.00712663191806
VisualCogA_Task-2,187.5,-26.917334622149156,-25.995545129888875
VisualCogA_Task-2,191.40625,-26.764889603182468,-25.860591801048074
VisualCogA_Task-2,195.3125,-26.59777996570358,-25.71705620976563
VisualCogA_Task-2,199.21875,-26.528734036186002,-25.66993508800609
VisualCogA_Task-2,203.125,-26.640503051095394,-25.798462147509493
VisualCogA_Task-2,207.03125,-26.96986023954214,-26.147019336210846
VisualCogA_Task-2,210.9375,-27.503783379882755,-26.690908023535922
VisualCogA_Task-2,214.84375,-28.17590106784008,-27.37561019772877
VisualCogA_Task-2,218.75,-28.870929571330244,-28.10180457198779
VisualCogA_Task-2,222.65625,-29.45649536552314,-28.726499416876287
VisualCogA_Task-2,226.5625,-29.839991192259625,-29.15663816854065
VisualCogA_Task-2,230.46875,-30.01591988586483,-29.375851615350626
VisualCogA_Task-2,234.375,-30.068437912622855,-29.441515445910383
VisualCogA_Task-2,238.28125,-30.125917358663195,-29.50335492751838
VisualCogA_Task-2,242.1875,-30.295482439774638,-29.650533843077707
