原路径,最终路径,字节数,SHA256
Q1/figures_4_5_v7/图5B_受试者B_左右提示ERP.png,最终版/完整工程/Q1/figures_4_5_v7/图5B_受试者B_左右提示ERP.png,578166,fa15d9f2934f47780dd025e07284a304fe573edb7097f415a7606fe6d7bbeced
Q1/figures_4_5_v7/图5A_项目1_Fz_左右提示ERP.png,最终版/完整工程/Q1/figures_4_5_v7/图5A_项目1_Fz_左右提示ERP.png,189958,080c19ca03e86f519a97269540280f4741c799a8b28cda08e0791d2df49606d6
Q1/figures_4_5_v7/图4_F4_Raw_Decon_V7.png,最终版/完整工程/Q1/figures_4_5_v7/图4_F4_Raw_Decon_V7.png,184599,46634dd4933b795400a6c83b0f8db331f76734d37a077243592ca318514f40bf
Q1/figures_4_5_v7/图5A_项目1_F4_左右提示ERP.png,最终版/完整工程/Q1/figures_4_5_v7/图5A_项目1_F4_左右提示ERP.png,166623,fffbc96e577827afec2c21a0581296bf4a2681be9fcdaeebdfc7e895c7f29cfe
Q1/figures_4_5_v7/图5A_受试者A_左右提示ERP.png,最终版/完整工程/Q1/figures_4_5_v7/图5A_受试者A_左右提示ERP.png,568903,9c387649c6f707e551b24a1b16c2c9bf97f97d393e92d3faa6f5d3ac41c444d3
Q1/figures_4_5_v7/图5B_项目1_F3_左右提示ERP.png,最终版/完整工程/Q1/figures_4_5_v7/图5B_项目1_F3_左右提示ERP.png,163057,683a43719bf03e1212ff7fdeac8627c30a5e07832749f76a472e16574b4798fd
Q1/figures_4_5_v7/图5A_项目2_F3_左右提示ERP.png,最终版/完整工程/Q1/figures_4_5_v7/图5A_项目2_F3_左右提示ERP.png,128066,3b3b1e019786d4b4241605ffc30d5b347f46f6aa3f8058ee6d06646edd35a33f
Q1/figures_4_5_v7/图4_Raw_Decon_V7_三通道.png,最终版/完整工程/Q1/figures_4_5_v7/图4_Raw_Decon_V7_三通道.png,646460,bd0d182fb30f38c70c120b6bea83137443f13f64acbfbb985e32e54b44fe0c54
Q1/figures_4_5_v7/图5B_项目1_Fz_左右提示ERP.png,最终版/完整工程/Q1/figures_4_5_v7/图5B_项目1_Fz_左右提示ERP.png,179695,fb373ade7053f9fbcb1e517695c475ee073d089f21dfc6d16be334b0d739f6e0
README.md,最终版/完整工程/README.md,2583,5e9562428816fff57d6767be6688d356e0e16ec3fc09e19e5bf8a0265b2f9487
README_V7.md,最终版/完整工程/README_V7.md,2344,8dd03c44e674b3dc887d8aef1b3e2c01efc58948d94bf8724a1c9fc75f9e8e70
__pycache__/EEG_P300_artifact_correction_unsupervised.cpython-314.pyc,整理归档/缓存与临时文件/__pycache__/EEG_P300_artifact_correction_unsupervised.cpython-314.pyc,125238,58b1e3a3506b5f6809f577a5c04881bfa10a013ef204430634052fed1da70522
__pycache__/EEG_P300_artifact_correction_v7.cpython-314.pyc,整理归档/缓存与临时文件/__pycache__/EEG_P300_artifact_correction_v7.cpython-314.pyc,123026,5c38ca5d504e201c9b43982e141d722c31d3e84ac50e6cf529bc343ee9739476
__pycache__/EEG_P300_artifact_correction_v7.cpython-312.pyc,整理归档/缓存与临时文件/__pycache__/EEG_P300_artifact_correction_v7.cpython-312.pyc,116595,8d2060f8af5b433fe4b2468d4ee2af3d15ffdc497e8130de91ca75fd92fc02dd
__pycache__/EEG_P300_artifact_correction_unsupervised.cpython-312.pyc,整理归档/缓存与临时文件/__pycache__/EEG_P300_artifact_correction_unsupervised.cpython-312.pyc,118709,edd18143f4cf45d124dc66a07a0e32613abcab8b8d46a816053aff97e8a1288e
audit_optimization.py,最终版/完整工程/audit_optimization.py,5011,d5340ed6b72d46fe21e992004212ba4acb4ccb9eaca84827a1efbba38f09ddeb
data/VisualCogA_Task-1.mat,最终版/完整工程/data/VisualCogA_Task-1.mat,8530840,02a8167b243815c3d048763528641f002eeef3b3903a31ea130b1f4e0cfc6b33
data/VisualCogB_Task-1.mat,最终版/完整工程/data/VisualCogB_Task-1.mat,8675808,e6fb2684bddeed0f43e541a52928ce73c690a9b1f91e23a6404e0537f0ef0fc9
data/VisualCogA_Task-2.mat,最终版/完整工程/data/VisualCogA_Task-2.mat,8938094,c120ef16ed6bd1a2f1e86e0ab030c6306d08e555a71359cf455744a9904cb748
data/VisualCogB_Task-2.mat,最终版/完整工程/data/VisualCogB_Task-2.mat,8924222,c58c998880682027119548029ba92240604b9ecf4138e6c4ea3efe4522212e9d
eeg_v7_results/独立验证_污染恢复.png,最终版/完整工程/eeg_v7_results/独立验证_污染恢复.png,289395,e568f1aaa5da1cf65c2fa079e619af753baaca15726c590748d68f766ab2cb46
eeg_v7_results/独立验证_逐折指标.csv,最终版/完整工程/eeg_v7_results/独立验证_逐折指标.csv,596622,4c137252eaeb686164d87acecd7c7aab4f9e95b8940773fcfdbf349593be5ccf
eeg_v7_results/独立验证_复算验收.txt,最终版/完整工程/eeg_v7_results/独立验证_复算验收.txt,139,63c678fe031314eccb9041e5dc3ffb2360fb503da42c5a9828ebc5f5ec3a419b
eeg_v7_results/独立验证_保守处理波形.npz,最终版/完整工程/eeg_v7_results/独立验证_保守处理波形.npz,3389027,a5b5c8707d1e5ed9227a39218e4320f67ace29d75e34c4f90f529a3d74848da8
eeg_v7_results/第一问终稿实验报告.md,最终版/完整工程/eeg_v7_results/第一问终稿实验报告.md,15705,799993930ee9adeaf6f58e0afc139414760ead29e996c10b27f2a37749a8e0f5
eeg_v7_results/独立验证_汇总.csv,最终版/完整工程/eeg_v7_results/独立验证_汇总.csv,7036,1b4f648cf5fd3e8c74d19a0412cd4378990f7e8542c1e0ded5075f89400c5c1e
eeg_v7_results/独立验证_V7复算日志.txt,最终版/完整工程/eeg_v7_results/独立验证_V7复算日志.txt,621,6d98aff3d8e8acec9b4502f827a7ec0614bec2378120b6961d30e54ff4a71e6c
eeg_v7_results/独立验证_清单.json,最终版/完整工程/eeg_v7_results/独立验证_清单.json,785,c63f51f8812acd3fc7bf7d1a434404898d4fecd9824475b068b0a78e28905a79
eeg_v7_results/独立验证_运行日志.txt,最终版/完整工程/eeg_v7_results/独立验证_运行日志.txt,336,79b7b2b207d9e21914ed289c5b627c404a5b979c1d8f21c046b3354e7ab815bc
eeg_v7_results/独立验证_选择记录.json,最终版/完整工程/eeg_v7_results/独立验证_选择记录.json,46374,6294098097daf3bdc8611c7b203ef03fc48931b559d65c7e4c351bda28818b98
eeg_v7_results/独立验证_报告.md,最终版/完整工程/eeg_v7_results/独立验证_报告.md,6698,07d1427eb0aac1232bb9a7a56a0b0ba0c54790f178a3c1ae2e64b7430bae7690
eeg_v7_results/独立验证_真值与示例.npz,最终版/完整工程/eeg_v7_results/独立验证_真值与示例.npz,10764371,cfa7b9d4cf9bb78e6530d1f3ab2ca3210f3a2eacc7b6010371b795c0c7e37c67
eeg_v7_results/独立验证_内层选型.csv,最终版/完整工程/eeg_v7_results/独立验证_内层选型.csv,397655,690c2c2356d3474f16fab3d6ca4fb4ec711c748619478a54400b685234b71f43
eeg_v7_results/半合成验证/多场景逐折配对验证.csv,最终版/完整工程/eeg_v7_results/半合成验证/多场景逐折配对验证.csv,77993,00ed21d24d6f347065987494cb2b88972311cbda9aed0f18b9a837a2e7c0d8c3
eeg_v7_results/半合成验证/按数据组和幅度汇总.csv,最终版/完整工程/eeg_v7_results/半合成验证/按数据组和幅度汇总.csv,3954,97d0906452f26c3bb163469bccc10b53e44f36b5005744bd54584e22f77e45a6
eeg_v7_results/半合成验证/四组多幅度半合成验证.png,最终版/完整工程/eeg_v7_results/半合成验证/四组多幅度半合成验证.png,320546,1a5b29478dff4d3d917319a49d7616135553459cf07128a35293ffbba2a65f54
eeg_v7_results/受试者A_项目二/P300分析窗对比.png,最终版/完整工程/eeg_v7_results/受试者A_项目二/P300分析窗对比.png,383873,b9170b79b47e5cc6f77ff9f669df031340b7ab2ba619186d29c9e2ddc09a2416
eeg_v7_results/受试者A_项目二/分方向样条拟合与残差.png,最终版/完整工程/eeg_v7_results/受试者A_项目二/分方向样条拟合与残差.png,416148,498ddf50aab3b158fe784c9bc85686370af508a8e3c064e27761aa0f23c29be1
eeg_v7_results/受试者A_项目二/逐折训练参考评价清单.csv,最终版/完整工程/eeg_v7_results/受试者A_项目二/逐折训练参考评价清单.csv,9096,225d86ff405bd58c453f52f8800a14d42951de86bd526a4b4fef70f1db9a63c7
eeg_v7_results/受试者A_项目二/完整事件与试次审计.csv,最终版/完整工程/eeg_v7_results/受试者A_项目二/完整事件与试次审计.csv,9590,f7477b6ff8f58213a5ab012d554607fe50a913cfd3e1c0f0fce3689d20cc40bb
eeg_v7_results/受试者A_项目二/Fz热力图_完整色域.png,最终版/完整工程/eeg_v7_results/受试者A_项目二/Fz热力图_完整色域.png,216865,03c598d11c9c880ada2508d902068673c57518d39dfa06b7f41c1d54b1a32906
eeg_v7_results/受试者A_项目二/试次重采样区间.csv,最终版/完整工程/eeg_v7_results/受试者A_项目二/试次重采样区间.csv,3264,ceecca5054a3e455b2f9e1e6d93a59ecf4042b6009b3ff0f27040d64fb865c83
eeg_v7_results/受试者A_项目二/左右与F3-F4差分.png,最终版/完整工程/eeg_v7_results/受试者A_项目二/左右与F3-F4差分.png,381119,3f64f4f37c24d8fe4f6778b655fa0281beaa29f11cdee47735910064afb22977
eeg_v7_results/受试者A_项目二/分方向样条拟合参数.csv,最终版/完整工程/eeg_v7_results/受试者A_项目二/分方向样条拟合参数.csv,1064,c427376b4e3e3458d7ecddfac5b4b781fb62e7a74210390b2326d7489d0f02fe
eeg_v7_results/受试者A_项目二/Fz热力图_细节视图.png,最终版/完整工程/eeg_v7_results/受试者A_项目二/Fz热力图_细节视图.png,249559,b38fb9da4f27c05074c8ecb5dd5279797d2c40c62efe45d81120cccbda5fe37c
eeg_v7_results/受试者A_项目二/固定示例试次编号.csv,最终版/完整工程/eeg_v7_results/受试者A_项目二/固定示例试次编号.csv,65,2cbb786befbdc2859f957ff4164b5375289a29383963adc68037829430dba4d1
eeg_v7_results/受试者A_项目二/中位伪影试次_三栏分解图.png,最终版/完整工程/eeg_v7_results/受试者A_项目二/中位伪影试次_三栏分解图.png,1357928,66bb56f2e4772154b1adae7899892a6f14f47082684e5f853b2792b5fabd8314
eeg_v7_results/受试者A_项目二/坏试次阈值敏感性.csv,最终版/完整工程/eeg_v7_results/受试者A_项目二/坏试次阈值敏感性.csv,63,c72bb1588ec10e7e0585f9cc93acaecc94c79eacdf175a5a8ce222a5dadde2c5
eeg_v7_results/受试者A_项目二/左右刺激三通道ERP.png,最终版/完整工程/eeg_v7_results/受试者A_项目二/左右刺激三通道ERP.png,444925,d07a2c0cb58fcd233787e95b2a403f976a363d9e116733683440b158d25ef9e1
eeg_v7_results/受试者A_项目二/可复核波形.npz,最终版/完整工程/eeg_v7_results/受试者A_项目二/可复核波形.npz,2469831,87902ffc4f24e15d014d48958c95cc678387067e775f2de8cd8f4151d6416943
eeg_v7_results/受试者A_项目二/较高伪影试次_全幅对照.png,最终版/完整工程/eeg_v7_results/受试者A_项目二/较高伪影试次_全幅对照.png,441798,8e84d621ec92440ace71828df5638a7fe06f5b6ae75febe954cc9355f2710763
eeg_v7_results/受试者A_项目二/较高伪影试次_三栏分解图.png,最终版/完整工程/eeg_v7_results/受试者A_项目二/较高伪影试次_三栏分解图.png,1157649,f3e3441091c4d2497cd0dfc1c9e70236107a8d9d237dcd24e52fd458c9fe92ff
eeg_v7_results/受试者A_项目二/中位伪影试次_全幅对照.png,最终版/完整工程/eeg_v7_results/受试者A_项目二/中位伪影试次_全幅对照.png,467802,b4e7e83f49d9e0e9254ad17e22fb26120292cfdfce44361c15aa97ca5954e4b6
eeg_v7_results/受试者A_项目二/逐方向逐通道评价指标.csv,最终版/完整工程/eeg_v7_results/受试者A_项目二/逐方向逐通道评价指标.csv,8143,bc5a422622e3dc5d4efc9d4656b04136aa3e7c41cf0b36c69b41f29ad955f01e
eeg_v7_results/受试者B_项目二/P300分析窗对比.png,最终版/完整工程/eeg_v7_results/受试者B_项目二/P300分析窗对比.png,388254,c46ba64928c670f3f97b7e1ee38ab57dc474a8f835c9d88393bbe7695348c095
eeg_v7_results/受试者B_项目二/分方向样条拟合与残差.png,最终版/完整工程/eeg_v7_results/受试者B_项目二/分方向样条拟合与残差.png,428607,19bfd236117f7590231b8abf3d7c4cc73b5713c20602e9336df96ae778a86714
eeg_v7_results/受试者B_项目二/逐折训练参考评价清单.csv,最终版/完整工程/eeg_v7_results/受试者B_项目二/逐折训练参考评价清单.csv,8811,de8853e4be0398d23df3a89d46c55cb8389c5eebb9828918f5a8493ecb202f54
eeg_v7_results/受试者B_项目二/完整事件与试次审计.csv,最终版/完整工程/eeg_v7_results/受试者B_项目二/完整事件与试次审计.csv,9558,62ca58b9713034375cd8796ce8da0ddc95a25d9722000c7621c0d5388c9c7314
eeg_v7_results/受试者B_项目二/Fz热力图_完整色域.png,最终版/完整工程/eeg_v7_results/受试者B_项目二/Fz热力图_完整色域.png,212085,b172bda6dd686520694b99c3bdb196913df3ca4fd241cca6977534364c482fec
eeg_v7_results/受试者B_项目二/试次重采样区间.csv,最终版/完整工程/eeg_v7_results/受试者B_项目二/试次重采样区间.csv,3228,0dd0d39b693e691cb2f57c0aafa0e8842c0e4ad1303a33be9971c155a0d7caf4
eeg_v7_results/受试者B_项目二/左右与F3-F4差分.png,最终版/完整工程/eeg_v7_results/受试者B_项目二/左右与F3-F4差分.png,407219,99752dffc101444f1045104e891be9ae5fa6ac18d9fc0ccb54405002a2fea17b
eeg_v7_results/受试者B_项目二/分方向样条拟合参数.csv,最终版/完整工程/eeg_v7_results/受试者B_项目二/分方向样条拟合参数.csv,1093,b4bf094c90900b8cf142734a6635faa8addd8dc6734707a146f504bd98c185e2
eeg_v7_results/受试者B_项目二/Fz热力图_细节视图.png,最终版/完整工程/eeg_v7_results/受试者B_项目二/Fz热力图_细节视图.png,230328,4c6768fa5184fecdbac5cbd2c865935107d031d8052b7ee8545f43f6b9aed760
eeg_v7_results/受试者B_项目二/固定示例试次编号.csv,最终版/完整工程/eeg_v7_results/受试者B_项目二/固定示例试次编号.csv,65,16e2a7022a9804c8b16ed26ab88c0a2ac5afe5430047b7792aab70e04507638b
eeg_v7_results/受试者B_项目二/中位伪影试次_三栏分解图.png,最终版/完整工程/eeg_v7_results/受试者B_项目二/中位伪影试次_三栏分解图.png,1385400,c091c929e7ac0f326792c22efd5a879aa226464655d646d339bbc0b4fe369b94
eeg_v7_results/受试者B_项目二/坏试次阈值敏感性.csv,最终版/完整工程/eeg_v7_results/受试者B_项目二/坏试次阈值敏感性.csv,63,dca23cc916d051abe2ce1c198f9292b816ff1ef9ad63789760de302ca5d9445b
eeg_v7_results/受试者B_项目二/左右刺激三通道ERP.png,最终版/完整工程/eeg_v7_results/受试者B_项目二/左右刺激三通道ERP.png,448296,ba1c67d2762612c0be6fdf60a7b8b3163e70ae685f78f8f83deb021a06891255
eeg_v7_results/受试者B_项目二/可复核波形.npz,最终版/完整工程/eeg_v7_results/受试者B_项目二/可复核波形.npz,2403372,4bb36bc2f0462b5a731d5e3ce0082c3f647eaaf8f6dad33c5480f85f702dd030
eeg_v7_results/受试者B_项目二/较高伪影试次_全幅对照.png,最终版/完整工程/eeg_v7_results/受试者B_项目二/较高伪影试次_全幅对照.png,403478,94a43af13c639debba1ce89cd53b02b53b967ed96aec2481da7f86b17077d26d
eeg_v7_results/受试者B_项目二/较高伪影试次_三栏分解图.png,最终版/完整工程/eeg_v7_results/受试者B_项目二/较高伪影试次_三栏分解图.png,1127270,9e36a64c89021e9db20da467d62a31c7ac9af6c33d9fa747d1161feb1f92eeb5
eeg_v7_results/受试者B_项目二/中位伪影试次_全幅对照.png,最终版/完整工程/eeg_v7_results/受试者B_项目二/中位伪影试次_全幅对照.png,415120,5237a154dd5d94bc938b6afa4940f8deae667ce92e394bc35f7414f9ec3599a8
eeg_v7_results/受试者B_项目二/逐方向逐通道评价指标.csv,最终版/完整工程/eeg_v7_results/受试者B_项目二/逐方向逐通道评价指标.csv,8026,72aaca31ea548f83eded9bbf74650e8b3b558212e22614b5476fad42a388f9af
eeg_v7_results/跨项目对比/受试者B_左右分方向跨项目.png,最终版/完整工程/eeg_v7_results/跨项目对比/受试者B_左右分方向跨项目.png,347361,956d4954e9a56155a7862ec35dade1fb7e2cb2d68211038c84eacb4efc85a7e0
eeg_v7_results/跨项目对比/受试者A_左右分方向跨项目.png,最终版/完整工程/eeg_v7_results/跨项目对比/受试者A_左右分方向跨项目.png,337464,4a8e4627d62b7598df4917f8d2df13f9979a83f91e527979d338007f10f35df8
eeg_v7_results/受试者B_项目一/P300分析窗对比.png,最终版/完整工程/eeg_v7_results/受试者B_项目一/P300分析窗对比.png,427656,d2707c90a8cf09427a99344ae86061dbc0fd9928fa945a136f292f117dc8b7ad
eeg_v7_results/受试者B_项目一/分方向样条拟合与残差.png,最终版/完整工程/eeg_v7_results/受试者B_项目一/分方向样条拟合与残差.png,517562,55748e62b053f5e9d182df2cb2303b70a412e95943b390966433cad09bdbd372
eeg_v7_results/受试者B_项目一/逐折训练参考评价清单.csv,最终版/完整工程/eeg_v7_results/受试者B_项目一/逐折训练参考评价清单.csv,8997,d1bb23ff995c0c9f5ca57485f209008635bf7547f0f704aab135744b1d22da39
eeg_v7_results/受试者B_项目一/完整事件与试次审计.csv,最终版/完整工程/eeg_v7_results/受试者B_项目一/完整事件与试次审计.csv,9572,4746ec96ba5801948c94050ec86d6c5efee40e7787d1223740a8a9d17758e523
eeg_v7_results/受试者B_项目一/Fz热力图_完整色域.png,最终版/完整工程/eeg_v7_results/受试者B_项目一/Fz热力图_完整色域.png,204003,1cc1f17ed0ad24b8923bdd360b366d535f2c7cadfa3a4508514b52ff17539f54
eeg_v7_results/受试者B_项目一/试次重采样区间.csv,最终版/完整工程/eeg_v7_results/受试者B_项目一/试次重采样区间.csv,3113,c0098a67f3ca81ec94df5b20250ea6a4bdce8d0e1379d850fec2adb327b2c016
eeg_v7_results/受试者B_项目一/左右与F3-F4差分.png,最终版/完整工程/eeg_v7_results/受试者B_项目一/左右与F3-F4差分.png,407966,5009dff1c1fb71e02258c830f2c90e269c2938785648e9b32475e9a531a7e0e9
eeg_v7_results/受试者B_项目一/分方向样条拟合参数.csv,最终版/完整工程/eeg_v7_results/受试者B_项目一/分方向样条拟合参数.csv,1137,6bccde4c6665dae3eb8deb43ab9d03dd624b02100760fd91a6f2d75b43769240
eeg_v7_results/受试者B_项目一/Fz热力图_细节视图.png,最终版/完整工程/eeg_v7_results/受试者B_项目一/Fz热力图_细节视图.png,228802,97adeb3cdade32216184aad3d355cbd81c009ddc72374b6e18fb3ef14b31a9f0
eeg_v7_results/受试者B_项目一/固定示例试次编号.csv,最终版/完整工程/eeg_v7_results/受试者B_项目一/固定示例试次编号.csv,65,a1a60ac74c47fa2ed391aa9c201acb57651af8e8b5b2c80fab9979d55ddc5798
eeg_v7_results/受试者B_项目一/中位伪影试次_三栏分解图.png,最终版/完整工程/eeg_v7_results/受试者B_项目一/中位伪影试次_三栏分解图.png,1538901,2e6c62c9cf9499d9bcf3e5a78f8c3c7f856fd2cc746be70f950dbe8a6ea2d230
eeg_v7_results/受试者B_项目一/坏试次阈值敏感性.csv,最终版/完整工程/eeg_v7_results/受试者B_项目一/坏试次阈值敏感性.csv,63,65ba2f0a66ba81a873f6f7cf0873281ce095582b1981347e6ec68772c4788539
eeg_v7_results/受试者B_项目一/左右刺激三通道ERP.png,最终版/完整工程/eeg_v7_results/受试者B_项目一/左右刺激三通道ERP.png,417796,c7f01dc288413b91022ddeed22821f3985ecc5ce112162e462cc047ab01a2125
eeg_v7_results/受试者B_项目一/可复核波形.npz,最终版/完整工程/eeg_v7_results/受试者B_项目一/可复核波形.npz,2440810,5c30c35445f39e7eb4b53d37e67ebc0960913dcef207754855da283f33c3a047
eeg_v7_results/受试者B_项目一/较高伪影试次_全幅对照.png,最终版/完整工程/eeg_v7_results/受试者B_项目一/较高伪影试次_全幅对照.png,409069,24874416fe7e6a648e849aae0697461c990b8f5e007628d7b17e889e9715247d
eeg_v7_results/受试者B_项目一/较高伪影试次_三栏分解图.png,最终版/完整工程/eeg_v7_results/受试者B_项目一/较高伪影试次_三栏分解图.png,1284119,6459026564ba661df9169f81821a780cc46c2762bf5b4f5afc4c3187ccbfdd4f
eeg_v7_results/受试者B_项目一/中位伪影试次_全幅对照.png,最终版/完整工程/eeg_v7_results/受试者B_项目一/中位伪影试次_全幅对照.png,496653,4724ad55b55feb14d998cffb44a486fbd3c604839068d4e342b7e53619251348
eeg_v7_results/受试者B_项目一/逐方向逐通道评价指标.csv,最终版/完整工程/eeg_v7_results/受试者B_项目一/逐方向逐通道评价指标.csv,7968,626ff2d74aacbcf95261a906d4c1e9ef9f90cdcfad2c26663b6f3bd59d8e1113
eeg_v7_results/汇总与说明/左右刺激与额区空间差异指标.csv,最终版/完整工程/eeg_v7_results/汇总与说明/左右刺激与额区空间差异指标.csv,5346,3271024c67cb72ccdc6c08c00ca78cbacf4cf0831b5b68a63e74b2e2d66d5e37
eeg_v7_results/汇总与说明/四组核心指标重采样区间.csv,最终版/完整工程/eeg_v7_results/汇总与说明/四组核心指标重采样区间.csv,1349,3447f1d0351190cf770630f031823490fac5c5d7578ea0b29c3c0d2ce46d8b9d
eeg_v7_results/汇总与说明/逐折V7策略与参考数量.csv,最终版/完整工程/eeg_v7_results/汇总与说明/逐折V7策略与参考数量.csv,1952,6b77371e0a88c233098e7e037f0472ec2fb9570eb6a812371bfa8564bf29c1da
eeg_v7_results/汇总与说明/刺激前斜率与刺激后慢变化.csv,最终版/完整工程/eeg_v7_results/汇总与说明/刺激前斜率与刺激后慢变化.csv,3510,46dba8240f2e9e43730b502bbcc6080ca893eb37499ae6d728e9fba2cc869ed3
eeg_v7_results/汇总与说明/分方向样条拟合参数汇总.csv,最终版/完整工程/eeg_v7_results/汇总与说明/分方向样条拟合参数汇总.csv,4321,f50e360cb38f5826a3ef144a1af0900b43368a597b5c9f08feb36e47a092e426
eeg_v7_results/汇总与说明/去噪与特征保留联合评价.png,最终版/完整工程/eeg_v7_results/汇总与说明/去噪与特征保留联合评价.png,163866,ce12918066af25963335391f5be7a7de81c466ae7b568707d2d321c2ac1a93c6
eeg_v7_results/汇总与说明/运行清单.json,最终版/完整工程/eeg_v7_results/汇总与说明/运行清单.json,6113,c68426b1dac89c750057860fda691d5847d41cba2a0b39b14ae6adf6acb31500
eeg_v7_results/汇总与说明/左右差分前后时段稳定性.csv,最终版/完整工程/eeg_v7_results/汇总与说明/左右差分前后时段稳定性.csv,2725,326aac8476d9d26e4ae0ff169f3bab3151e5a93fae8adcaf689aba22d77012c0
eeg_v7_results/汇总与说明/预处理与V7共同配对指标汇总.csv,最终版/完整工程/eeg_v7_results/汇总与说明/预处理与V7共同配对指标汇总.csv,7957,f689b19bef5f0f483cdcc015c1e80ecfdf608c0037edb4750dfe6f37143c8317
eeg_v7_results/受试者A_项目一/P300分析窗对比.png,最终版/完整工程/eeg_v7_results/受试者A_项目一/P300分析窗对比.png,399587,c88b402d1c6355a064c8aafc27d165be79db24b1bcc33a34f8d59cc7db8e823a
eeg_v7_results/受试者A_项目一/分方向样条拟合与残差.png,最终版/完整工程/eeg_v7_results/受试者A_项目一/分方向样条拟合与残差.png,515731,5964ea78f92db4b9ad360552414ff28c0488f7208494e0ed57fcfe5a4da11a4d
eeg_v7_results/受试者A_项目一/逐折训练参考评价清单.csv,最终版/完整工程/eeg_v7_results/受试者A_项目一/逐折训练参考评价清单.csv,8621,0cabf37e4ce41d616456d64bdb843e8c9aaa5b8db5c3458d094296485aa03621
eeg_v7_results/受试者A_项目一/完整事件与试次审计.csv,最终版/完整工程/eeg_v7_results/受试者A_项目一/完整事件与试次审计.csv,9613,3b027d8c442c4935e4faedb22833ce2b51fd73b341ca17c3299d05433371e19b
eeg_v7_results/受试者A_项目一/Fz热力图_完整色域.png,最终版/完整工程/eeg_v7_results/受试者A_项目一/Fz热力图_完整色域.png,238453,120f500f1a033af9b3b9d4ac286cdc5fd6234d65d27676c58fcf56a840a4fd38
eeg_v7_results/受试者A_项目一/试次重采样区间.csv,最终版/完整工程/eeg_v7_results/受试者A_项目一/试次重采样区间.csv,3021,d4d73eea63548dfc0bf70e47166dd5891445b60522ec516278ec53f02f72cee1
eeg_v7_results/受试者A_项目一/左右与F3-F4差分.png,最终版/完整工程/eeg_v7_results/受试者A_项目一/左右与F3-F4差分.png,409701,a4667f43828583b17c24c07c24367b2002c90bf97b24dc7dd9fa8bd4db8602e2
