dataset,level,version,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,F3_F4_RMSE,positive_AUC_error,latency_error_ms
B1,0.5,old,36.168175461953815,0.2513278442816781,26.422033040111607,7.4800642705598275,26.117207043301107,1872.4408453914198,51.5234375
B1,0.5,input,36.12608367244014,0.2527718740102537,27.31041842143363,7.7755836876656685,27.23868966010134,1945.3416442385537,47.08767361111111
B1,1.0,old,66.59215534423626,0.46390336233570834,50.11215105119928,13.678952518090878,50.369994232623895,3423.315536085281,67.50434027777777
B1,1.0,input,71.95854747118427,0.5035236145219818,54.20628771796473,14.553362671507013,54.093434282437975,3639.944252783209,69.87847222222221
B1,2.0,old,128.60174373934055,0.8970263847263169,97.14477397433002,26.352765293933157,98.08920341608334,6591.0479980846,83.00347222222221
B1,2.0,input,143.69125943728866,1.0055966038891806,107.50721286340314,29.04602249424538,107.29074728614884,7259.62026144775,83.28559027777779
B1,0.0,new,13.081515686822335,0.08935405629395804,5.60195978837299,1.440738186610934,3.0710060789715365,360.080983320575,7.1875
B1,0.5,new,36.338168870795094,0.25244060584606803,26.80855898304643,7.572313392003612,26.4771150285261,1895.7119909373482,46.38888888888889
B1,1.0,new,66.59359757529518,0.46392653560498154,50.20898723671613,13.79605854881234,50.44685213479663,3452.3985380275776,60.80295138888889
B1,2.0,new,128.62778143759564,0.8972330993138863,97.35595168119055,26.470549459689174,98.35600049799156,6618.700569876219,83.22916666666667
B2,0.0,old,24.121486137479845,0.11003575016970997,12.678009668207913,5.438142582603137,2.018146541780043,1359.7785725875242,2.65625
B2,0.0,input,1.641145330598406e-14,7.725154584085072e-17,1.387365007225258e-14,4.5907722068250225e-15,1.2693161520314864e-14,6.541730120564655e-13,0.0
B2,0.5,old,68.47663705877125,0.31550375801780434,50.41732213282088,18.485306261588633,50.09486438554149,4626.4299385047425,45.017361111111114
B2,0.5,input,70.91429376124879,0.32652152826136066,51.614984621823915,18.885805082213775,53.7849043554807,4725.110053496281,43.03819444444444
B2,1.0,old,127.60906935823742,0.588379562223463,94.28628832172177,34.01465296378304,96.91005612965448,8511.874989383954,61.98784722222222
B2,1.0,input,141.21266756694774,0.6501629040722932,102.86398840448791,36.6180284971146,106.66395122240802,9160.604952479385,59.78732638888889
B2,2.0,old,248.81860378011504,1.147253873761184,184.0076885958246,59.84600311768011,191.60239569165026,14970.805774683575,82.49131944444444
B2,2.0,input,282.18524991769686,1.2991724765339145,205.5844791521527,66.26461008481895,213.04953202957185,16572.97196794682,77.86024305555557
B2,0.0,new,22.98891157949705,0.10547192358637561,10.107906051196132,4.806633940958847,1.6610176033167405,1196.8025552539136,5.78125
B2,0.5,new,68.83923085928082,0.31707781462775775,50.535343963457144,18.515642231970343,50.80420270662087,4634.084130627016,44.26215277777778
B2,1.0,new,128.94401591827807,0.5941251510583688,95.6065336677703,34.44232120212687,99.32747130142369,8619.002710495688,63.21180555555556
B2,2.0,new,251.5597958449743,1.158947772704842,187.6330027337178,61.01885166397406,197.0633727448916,15263.722607516065,83.92795138888889
