dataset,fold,seed,level,version,F3_F4_RMSE,positive_AUC_error,latency_error_sum,latency_count,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
A1,3,2027,0.0,old,1.7100848173075904,462.90625869067026,3.90625,4,18.643477604799838,0.1177628157132482,9.530601297108335,1.8521940598928428,0.9765625,4,0.15956267871915047
A1,3,2027,0.0,input,9.456236972877022e-15,6.833052642226297e-13,0.0,4,9.215541987798065e-15,5.821060833239412e-17,1.0067897405123407e-14,2.3754146797709077e-15,0.0,4,1.0501236458421508e-16
A1,3,2027,0.5,old,23.21749039504047,969.4875627596507,367.1875,4,24.767947851848465,0.15644845561010814,19.622985032503706,3.875622445005046,91.796875,4,0.24290406389284433
A1,3,2027,0.5,input,23.155586143804182,921.6310610407014,367.1875,4,19.29168346364978,0.12185725285196855,18.45308697460036,3.684649891235985,91.796875,4,0.20341169879306362
A1,3,2027,1.0,old,44.81062971532988,1705.0612067080156,453.125,4,38.1583995960651,0.24103017016455094,35.2632906385061,6.829048995080658,113.28125,4,0.3955378375546395
A1,3,2027,1.0,input,46.286438283248685,1725.1181019562875,453.125,4,38.71624483190911,0.24455383817852158,36.65884979717842,6.9119783925745395,113.28125,4,0.403992907816249
A1,3,2027,2.0,old,86.80669159200048,2825.4610217426048,453.125,4,70.04695469549074,0.4424564339303094,66.6337722071187,11.363683531933752,113.28125,4,0.7246843422360474
A1,3,2027,2.0,input,91.44261730224737,2913.209596617926,453.125,4,78.09487545858995,0.493291682041728,71.82114640606393,11.719942930937114,113.28125,4,0.7941531314296583
A1,3,2039,0.0,old,1.7100848173075904,462.90625869067026,3.90625,4,18.643477604799838,0.1177628157132482,9.530601297108335,1.8521940598928428,0.9765625,4,0.15956267871915047
A1,3,2039,0.0,input,9.456236972877022e-15,6.833052642226297e-13,0.0,4,9.215541987798065e-15,5.821060833239412e-17,1.0067897405123407e-14,2.3754146797709077e-15,0.0,4,1.0501236458421508e-16
A1,3,2039,0.5,old,24.83934438387693,1773.5770500828996,304.6875,4,26.654369423254774,0.16836416793482076,22.83774910537098,7.074897453429096,76.171875,4,0.28518135788001625
A1,3,2039,0.5,input,24.125871515870347,1716.3963627025685,300.78125,4,24.257896511551753,0.15322668104288936,26.641921867894386,6.845702623432785,75.1953125,4,0.28061080617238743
A1,3,2039,1.0,old,47.43945050033855,3505.575991884812,386.71875,4,44.266460871969805,0.27961216166030095,46.310565155611165,13.98904860251659,96.6796875,4,0.5142368985416851
A1,3,2039,1.0,input,48.57310212059379,3525.21361769372,472.65625,4,47.891873291777685,0.30251232995124466,52.672095119680726,14.06510563067342,118.1640625,4,0.5577090083087354
A1,3,2039,2.0,old,92.94830889730264,6646.301369572432,468.75,4,84.19847801516562,0.5318455097284617,92.81116491562,26.535144515581774,117.1875,4,0.9925806563915732
A1,3,2039,2.0,input,97.28443768255285,6969.457860370545,468.75,4,95.45006272669038,0.602916922742317,104.60436054127425,27.825300245471727,117.1875,4,1.1090476952091484
A1,3,2053,0.0,old,1.7100848173075904,462.90625869067026,3.90625,4,18.643477604799838,0.1177628157132482,9.530601297108335,1.8521940598928428,0.9765625,4,0.15956267871915047
A1,3,2053,0.0,input,9.456236972877022e-15,6.833052642226297e-13,0.0,4,9.215541987798065e-15,5.821060833239412e-17,1.0067897405123407e-14,2.3754146797709077e-15,0.0,4,1.0501236458421508e-16
A1,3,2053,0.5,old,12.80341278972286,651.3399839204125,7.8125,4,27.840792864397926,0.17585829365636793,14.735071856886352,2.5999090726416796,1.953125,4,0.2388183493753983
A1,3,2053,0.5,input,12.600325271958733,767.5371736967194,66.40625,4,20.390510496359227,0.12879806980129047,9.359594346806627,3.065173882456106,16.6015625,4,0.17771971513428342
A1,3,2053,1.0,old,25.291559051252186,1332.6099558697153,140.625,4,42.9537624233061,0.27132041112030236,22.91542066792625,5.32357779381464,35.15625,4,0.37732057820895915
A1,3,2053,1.0,input,25.85863854704619,1610.6039751668477,195.3125,4,40.5534214413121,0.2561584912948541,19.579772175047413,6.436259220120359,48.828125,4,0.35865206036527914
A1,3,2053,2.0,old,47.62319641569552,2609.383579008913,316.40625,4,76.35823012943796,0.482322041710058,39.6434420702498,10.426643720969858,79.1015625,4,0.6733879297331172
A1,3,2053,2.0,input,50.1869725033263,3533.4379632631517,453.125,4,81.06672307940605,0.5120635630779098,37.324720085547874,14.126966851985017,113.28125,4,0.7191796141881827
A1,3,2027,0.0,new,2.898399176375916,624.2713960852344,39.0625,4,22.969029787151666,0.1450854652374546,14.159483719845001,2.4955953584973813,9.765625,4,0.20556874502827416
A1,3,2027,0.5,new,23.00145282444678,1024.772114907646,367.1875,4,27.302488415690576,0.17245805637582834,21.62089068426226,4.0543150207261816,91.796875,4,0.26635234328623203
A1,3,2027,1.0,new,42.58104810255807,1679.3682549899002,453.125,4,38.65074337963725,0.24414009372502674,34.76370328570368,6.726119513199354,113.28125,4,0.3964197608907406
A1,3,2027,2.0,new,80.79022060390369,2729.52267825395,453.125,4,67.8274182593231,0.42843657852339984,62.79696542572178,10.974399296453884,113.28125,4,0.6960878183338021
A1,3,2039,0.0,new,2.898399176375916,624.2713960852344,39.0625,4,22.969029787151666,0.1450854652374546,14.159483719845001,2.4955953584973813,9.765625,4,0.20556874502827416
A1,3,2039,0.5,new,24.871924154006678,1789.2985010486634,257.8125,4,28.702641407302558,0.18130221958490175,22.823167525605847,7.138335969655909,64.453125,4,0.29847407052684677
A1,3,2039,1.0,new,45.64057372582744,3367.8532490802518,347.65625,4,43.834038950418915,0.27688073868560575,43.60389261859469,13.440700771446302,86.9140625,4,0.49949335642748854
A1,3,2039,2.0,new,86.39292836023898,6287.370765790765,468.75,4,81.14049792426863,0.5125295669879093,86.45610839379063,25.103317811227054,117.1875,4,0.944149404220112
A1,3,2053,0.0,new,2.898399176375916,624.2713960852344,39.0625,4,22.969029787151666,0.1450854652374546,14.159483719845001,2.4955953584973813,9.765625,4,0.20556874502827416
A1,3,2053,0.5,new,13.582002611175474,685.6235748329005,66.40625,4,30.379781496168192,0.19189599095079413,18.42779084503981,2.7365469452723814,16.6015625,4,0.2673817866849439
A1,3,2053,1.0,new,25.094452092164236,1356.8757948469695,203.125,4,43.587802214683244,0.2753253673140755,26.362548748715724,5.419580562013422,50.78125,4,0.3928189539943204
A1,3,2053,2.0,new,44.964150725436866,2594.347241680409,316.40625,4,74.7743986581763,0.47231766068068337,40.41498862130528,10.364797167628629,79.1015625,4,0.6654296542478941
A1,4,2027,0.0,old,0.7125213297298754,380.6400779443484,3.90625,6,7.828957494478734,0.0767439306975883,4.9221914807574345,1.5228816051097545,0.6510416666666666,6,0.1157971611588026
A1,4,2027,0.0,input,1.175414332515331e-14,3.0316490059097606e-13,0.0,6,7.547014642035182e-15,7.398016518425298e-17,8.111246939010637e-15,1.5543122344752192e-15,0.0,6,1.289719718440583e-16
A1,4,2027,0.5,old,19.286900146913464,1605.3896618066274,160.15625,5,21.16257691445721,0.2074477141114714,15.423158138477955,6.431846663446354,32.03125,5,0.3460896833674252
A1,4,2027,0.5,input,19.476947203752527,1639.3443414431583,144.53125,5,20.978293078352134,0.2056412582766163,16.144769784851057,6.5641248322340475,28.90625,5,0.3491167195696452
A1,4,2027,1.0,old,38.16766319060817,3124.2062848998053,300.78125,5,38.99333485082302,0.38223502804426224,29.980125222148143,12.508808397461976,60.15625,5,0.6517947302688971
A1,4,2027,1.0,input,39.579726914012404,3271.2450530347924,242.1875,5,41.87530089664242,0.4104857118229322,32.411754256915,13.091959916346958,48.4375,5,0.6976799107110196
A1,4,2027,2.0,old,75.00600956501319,6153.946393255817,542.96875,6,76.12830524800492,0.7462533020773199,59.494021521429275,24.632277983597447,90.49479166666667,6,1.2793102729091042
A1,4,2027,2.0,input,78.52758846285671,6541.276758501718,386.71875,5,83.7795261047343,0.8212549563326772,64.29345013465897,26.175496982585077,77.34375,5,1.392962820410947
A1,4,2039,0.0,old,0.7125213297298754,380.6400779443484,3.90625,6,7.828957494478734,0.0767439306975883,4.9221914807574345,1.5228816051097545,0.6510416666666666,6,0.1157971611588026
A1,4,2039,0.0,input,1.175414332515331e-14,3.0316490059097606e-13,0.0,6,7.547014642035182e-15,7.398016518425298e-17,8.111246939010637e-15,1.5543122344752192e-15,0.0,6,1.289719718440583e-16
A1,4,2039,0.5,old,17.086566437382185,1133.3187135205965,140.625,4,20.39156825100444,0.1998898450750143,14.516095356651268,4.519616145356195,35.15625,4,0.3153412595068297
A1,4,2039,0.5,input,17.305142286606063,1164.7044465964002,140.625,4,21.266206793938004,0.20846355361432758,17.228022133147817,4.639993697031944,35.15625,4,0.33838690851324155
A1,4,2039,1.0,old,33.84719603546205,2071.5999411786265,277.34375,4,38.24283553247587,0.37487820336914557,30.470384312960732,8.256826493981057,69.3359375,4,0.6051604411420435
A1,4,2039,1.0,input,35.01444660605593,2171.2853422133526,312.5,4,42.317240848931704,0.41481786065563475,34.601574578952004,8.64766453442916,78.125,4,0.6691794649800782
A1,4,2039,2.0,old,64.89877065279198,3730.1798096371963,320.3125,4,74.69676624288047,0.7322205358657721,60.72079707149,14.859909547526293,80.078125,4,1.1754959262499458
A1,4,2039,2.0,input,67.92429340389502,3902.5649315017686,332.03125,4,83.65377738752338,0.8200222952988484,67.69940921992594,15.545911690669087,83.0078125,4,1.3042264510646433
A1,4,2053,0.0,old,0.7125213297298754,380.6400779443484,3.90625,6,7.828957494478734,0.0767439306975883,4.9221914807574345,1.5228816051097545,0.6510416666666666,6,0.1157971611588026
A1,4,2053,0.0,input,1.175414332515331e-14,3.0316490059097606e-13,0.0,6,7.547014642035182e-15,7.398016518425298e-17,8.111246939010637e-15,1.5543122344752192e-15,0.0,6,1.289719718440583e-16
A1,4,2053,0.5,old,16.364523481954038,894.2267175665719,160.15625,6,20.95537871335505,0.2054166385311961,13.545284650890103,3.5915496928366064,26.692708333333332,6,0.3070123918033837
A1,4,2053,0.5,input,16.975114493110706,786.6711850857164,136.71875,6,19.305944191315497,0.18924793551564328,15.134322962983582,3.1569117592838563,22.786458333333332,6,0.2943714508963772
A1,4,2053,1.0,old,31.29790683654585,1412.0028972834486,125.0,4,37.88030404692143,0.3713244618623479,26.715877650922845,5.668255300380306,31.25,4,0.5578301268199373
A1,4,2053,1.0,input,33.17489688159745,1391.1539607375623,128.90625,4,38.59216837316548,0.37830256419051694,29.459520222643324,5.583676740346882,32.2265625,4,0.577426520486576
A1,4,2053,2.0,old,61.308381426571486,2422.3519143114277,156.25,4,71.99769101822302,0.7057626527906923,52.21271161052552,9.693565919219667,39.0625,4,1.0566940141808072
A1,4,2053,2.0,input,65.25721968629105,2432.918404860241,175.78125,4,77.08684812384944,0.755649489000848,57.8114319617147,9.733558980694712,43.9453125,4,1.1344138189829265
A1,4,2027,0.0,new,0.5812311366090267,404.0006595420212,0.0,6,7.479213008636188,0.07331553469437929,1.5485051531553724,1.6146419088178832,0.0,6,0.09673284829715996
A1,4,2027,0.5,new,19.387230878960242,1521.9917472773957,164.0625,5,21.17136671249179,0.2075338767521151,15.401270327726438,6.096507819558922,32.8125,5,0.34278138393186447
A1,4,2027,1.0,new,38.257540587657566,3044.9529473552125,246.09375,5,39.03057625113084,0.38260008960530917,30.35344225690239,12.188707721974465,49.21875,5,0.6508517152767908
A1,4,2027,2.0,new,75.13368455049005,6076.629279518576,308.59375,5,76.11698012037097,0.7461422866821164,60.20748063888679,24.321400129711005,61.71875,5,1.279648722217377
A1,4,2039,0.0,new,0.5812311366090267,404.0006595420212,0.0,6,7.479213008636188,0.07331553469437929,1.5485051531553724,1.6146419088178832,0.0,6,0.09673284829715996
A1,4,2039,0.5,new,17.192584040172957,1237.4835400882507,140.625,4,20.537579038457775,0.2013211265401802,15.727270619456144,4.931211883990521,35.15625,4,0.32674355564564694
A1,4,2039,1.0,new,33.94608066210881,2169.089150145355,289.0625,4,38.33040182276544,0.37573657835945135,32.002861098962605,8.642862105749813,72.265625,4,0.6173140666722892
A1,4,2039,2.0,new,64.92453109152106,3789.7647195898153,300.78125,4,74.9071717689351,0.7342830514843987,62.533440887932784,15.096927524922618,75.1953125,4,1.1887661150495183
A1,4,2053,0.0,new,0.5812311366090267,404.0006595420212,0.0,6,7.479213008636188,0.07331553469437929,1.5485051531553724,1.6146419088178832,0.0,6,0.09673284829715996
A1,4,2053,0.5,new,16.699864860712015,858.1835434983117,214.84375,5,21.0695102858427,0.20653542165086128,14.102368209539847,3.447016614245218,42.96875,5,0.3094448050518645
A1,4,2053,1.0,new,31.481526351292302,1372.1331071616112,128.90625,4,37.941770534265146,0.37192699161784304,27.721414670862476,5.50270079474443,32.2265625,4,0.5617382216135759
A1,4,2053,2.0,new,61.4842571181133,2342.6747547966384,195.3125,4,71.83441176041055,0.7041620958768564,53.37130286655399,9.374797505298694,48.828125,4,1.0576472944128887
A1,5,2027,0.0,old,2.655109276754629,739.3630431964606,15.625,4,19.487098068348107,0.14541623925359567,13.721187384322416,2.95546918565716,3.90625,4,0.2186654702557043
A1,5,2027,0.0,input,7.95632161011491e-15,9.473903143468002e-15,0.0,4,4.996836968632062e-15,3.728729837522732e-17,8.6069801417839e-15,0.0,0.0,4,6.940071719107182e-17
A1,5,2027,0.5,old,16.701001627045176,1186.9314630572485,42.96875,4,24.889732504501275,0.1857316714955786,21.28791711433895,4.756690481513001,10.7421875,4,0.3006540913148344
A1,5,2027,0.5,input,15.9532189706312,938.6061568727937,85.9375,4,17.582545462870677,0.13120412432618095,13.281661363002323,3.7471294141192026,21.484375,4,0.2087209554789471
A1,5,2027,1.0,old,30.76998928042801,1705.801715699258,121.09375,4,36.03300039941064,0.2688847456264572,31.243375392919432,6.811209662444746,30.2734375,4,0.436283070305301
A1,5,2027,1.0,input,32.30273495470434,1826.6308121936042,121.09375,4,35.19958298110215,0.26266563458828224,26.9939570085596,7.291808030724876,30.2734375,4,0.41779530787074576
A1,5,2027,2.0,old,57.89076860840552,3204.15871339289,195.3125,4,63.4249233614485,0.4732882134538971,51.96795387965121,12.789773974150423,48.828125,4,0.7626249335694548
A1,5,2027,2.0,input,64.53823222104609,3603.6170987866403,191.40625,4,70.67409167638057,0.5273828144240612,53.79910543444657,14.379907799798042,47.8515625,4,0.8354175913697581
A1,5,2039,0.0,old,2.655109276754629,739.3630431964606,15.625,4,19.487098068348107,0.14541623925359567,13.721187384322416,2.95546918565716,3.90625,4,0.2186654702557043
A1,5,2039,0.0,input,7.95632161011491e-15,9.473903143468002e-15,0.0,4,4.996836968632062e-15,3.728729837522732e-17,8.6069801417839e-15,0.0,0.0,4,6.940071719107182e-17
A1,5,2039,0.5,old,9.597579822013937,1716.9364830208688,105.46875,3,28.16633069694349,0.210182237968787,27.250015007039213,6.844911688195943,35.15625,3,0.36293246564476467
A1,5,2039,0.5,input,8.076942817872737,1059.9280058047777,101.5625,3,17.12075531362264,0.12775816297305997,16.404454116222475,4.218998964710658,33.854166666666664,3,0.2204475910665868
