period,permutation,max_abs_beta
post,79,0.10165483927703638
post,80,0.08758217957568326
post,81,0.06832351923281352
post,82,0.06858258260001679
post,83,0.06194846933185649
post,84,0.11669368083176498
post,85,0.03147342828693163
post,86,0.04551280422760504
post,87,0.09018104620544132
post,88,0.04229985018207334
post,89,0.038187777133187606
post,90,0.0943366406231822
post,91,0.07411283583508815
post,92,0.08062448819937705
post,93,0.07611679223759635
post,94,0.07147597586700119
post,95,0.11800390524003233
post,96,0.16009163751056707
post,97,0.09922637199576853
post,98,0.07525313645950503
post,99,0.09295954243074957
post,100,0.10941130765739085
post,101,0.02500518105510999
post,102,0.08148781219420856
post,103,0.09172265129829517
post,104,0.05267074098395283
post,105,0.07522892061937206
post,106,0.12458261837224434
post,107,0.07061056342260591
post,108,0.04818979512079553
post,109,0.13419793164434787
post,110,0.09287972315358997
post,111,0.1009708778688762
post,112,0.049472036729797886
post,113,0.06703864868835858
post,114,0.14027296871763975
post,115,0.046298395853005776
post,116,0.08759932553209086
post,117,0.06628513769513604
post,118,0.11382888465967315
post,119,0.03694023618289158
post,120,0.06738135848501133
post,121,0.03257565071728287
post,122,0.06832300876580999
post,123,0.11112520786015737
post,124,0.10051070530446314
post,125,0.13929889799232473
post,126,0.022590848906229144
post,127,0.09621444985356623
post,128,0.10579721180839666
post,129,0.047472067453824804
post,130,0.10659105116091226
post,131,0.019531758044466517
post,132,0.11953619678346798
post,133,0.08862834122173761
post,134,0.11537220161713596
post,135,0.03716345532746835
post,136,0.0926958261693509
post,137,0.13691728785584378
post,138,0.10675629002003222
post,139,0.13141015454299929
post,140,0.12974838786559684
post,141,0.07399046599212397
post,142,0.1311611530438412
post,143,0.08672876325848823
post,144,0.06769485978871713
post,145,0.08828872550408903
post,146,0.044684751239430984
post,147,0.10370155756308794
post,148,0.020814494222443143
post,149,0.08098830934610833
post,150,0.05761104811387335
post,151,0.07945239490303296
post,152,0.03805523287648196
post,153,0.054928339405028226
post,154,0.17200846846146237
post,155,0.10392346914677411
post,156,0.05520647829408238
post,157,0.02057458686301034
post,158,0.06157270734956207
post,159,0.128339955972614
post,160,0.1169176599213783
post,161,0.10951398968930318
post,162,0.049354827842127615
post,163,0.07933789106071766
post,164,0.06822500317481439
post,165,0.09660693487363418
post,166,0.08945346421637837
post,167,0.08460008306887808
post,168,0.139177544754832
post,169,0.07151812118127626
post,170,0.06152752843390747
post,171,0.08215706367182975
post,172,0.08343516359438208
post,173,0.05300668111084031
post,174,0.1439737623780579
post,175,0.08718974013489872
post,176,0.05459642231862791
post,177,0.045564829552075393
post,178,0.0675386648582309
post,179,0.09147978923052633
post,180,0.05462385251534695
post,181,0.13275355970489802
post,182,0.06002567623840819
post,183,0.15654961297249412
post,184,0.08891082184845599
post,185,0.1984140884128012
post,186,0.08677949988287566
post,187,0.05377117979290211
post,188,0.09913052345376247
post,189,0.0526127390003897
post,190,0.08911268634571567
post,191,0.07161648924341096
post,192,0.119135190578428
post,193,0.07398444973175473
post,194,0.1000022260363017
post,195,0.051930806429404563
post,196,0.09890392710137737
post,197,0.062445463052321966
post,198,0.07669296055132488
post,199,0.06764726973752284
post,200,0.06984177552282486
post,201,0.09608238161762024
post,202,0.10077275298076008
post,203,0.1293555698907075
post,204,0.06583859480904135
post,205,0.09893757024137484
post,206,0.061459318955848545
post,207,0.08755502843874333
post,208,0.12926314955052035
post,209,0.0377370972644244
post,210,0.0442592927218096
post,211,0.06437168760369205
post,212,0.11906102117326976
post,213,0.048703398026105134
post,214,0.03846622741073185
post,215,0.1327221654614781
post,216,0.04662949211149175
post,217,0.07363300153470902
post,218,0.06224240400462401
post,219,0.10314317401714095
post,220,0.09156914555293111
post,221,0.13333643781246068
post,222,0.05896784944297792
post,223,0.03832724209253328
post,224,0.03692250559254609
post,225,0.03183078486305549
post,226,0.1323317671766657
post,227,0.11598673986158846
post,228,0.06088000021918819
post,229,0.049495820426070695
post,230,0.06495332810684278
post,231,0.1551080379543745
post,232,0.1270965032601015
post,233,0.14788295941009832
post,234,0.07656943739561978
post,235,0.077253299546093
post,236,0.0909772384477234
post,237,0.07137457574227045
post,238,0.06136654793642885
post,239,0.12337410151454858
post,240,0.14443553943479476
post,241,0.15622782864303453
post,242,0.13132777311856045
post,243,0.05782657855927415
post,244,0.07495807118838953
post,245,0.03908103843847668
post,246,0.15616068797851823
post,247,0.13578864010289324
post,248,0.06925432997411084
post,249,0.1200934768144494
post,250,0.2170616351684045
post,251,0.08935222337834028
post,252,0.07371030989053805
post,253,0.14069570686545038
post,254,0.024674685249499062
post,255,0.060576692584964585
post,256,0.15910958494083094
post,257,0.10138976800839769
post,258,0.13072615061454806
post,259,0.07698702536291956
post,260,0.1636967163140245
post,261,0.09266287612362469
post,262,0.1361297164474561
post,263,0.07174174444619336
post,264,0.11583424393268735
post,265,0.1305628617927953
post,266,0.1545583990420952
post,267,0.08525116353548601
post,268,0.0884411934556316
post,269,0.10571118190508377
post,270,0.12640384708459715
post,271,0.08725751163050688
post,272,0.09214690379494099
post,273,0.041289734705390935
post,274,0.045205907027082715
post,275,0.06343576159217541
post,276,0.01854258345966907
post,277,0.15434596509884405
post,278,0.08606954032788393
post,279,0.12270931111581204
post,280,0.1054231018949398
post,281,0.0671385819450299
post,282,0.14063131139136592
post,283,0.1355671163200346
post,284,0.1010077629963901
post,285,0.0826632896018407
post,286,0.057595986537288466
post,287,0.06185122843177297
post,288,0.05947136551597076
post,289,0.024710542000207728
post,290,0.056397528957035724
post,291,0.14343619317776796
post,292,0.08297934372659126
post,293,0.09291867719301126
post,294,0.110446368740723
post,295,0.0403359847755245
post,296,0.07475057288820919
post,297,0.09498930507452057
post,298,0.08866638221833933
post,299,0.0913366306855183
post,300,0.06319468017128639
post,301,0.08634293081625448
post,302,0.1529587201517209
post,303,0.09773277451560412
post,304,0.04736928998303836
post,305,0.1643317484832851
post,306,0.0604227593028153
post,307,0.13618398321562178
post,308,0.03635978778940374
post,309,0.07359127314522015
post,310,0.08707751025585515
post,311,0.07609763832593855
post,312,0.07477569659829943
post,313,0.08909932603727604
post,314,0.10394395330895735
post,315,0.1582922279007378
post,316,0.16991671004564496
post,317,0.05462698518113873
post,318,0.08799135805118234
post,319,0.08783636386104011
post,320,0.07027349353714323
post,321,0.1372068658906255
post,322,0.11136316639683379
post,323,0.038091664782708326
post,324,0.09088520474328225
post,325,0.12374681948822153
post,326,0.08532993827930832
post,327,0.06267331606980071
post,328,0.13016075716725595
post,329,0.0736835610951038
post,330,0.10945826796003873
post,331,0.07791606066492045
post,332,0.024566268163781997
post,333,0.03645112866983389
post,334,0.08621554488970122
post,335,0.11671635470691033
post,336,0.047791915006568195
post,337,0.05636751976938282
post,338,0.08520034744084497
post,339,0.056805622087813375
post,340,0.07720602364076934
post,341,0.10343964490136456
post,342,0.07538438039274328
post,343,0.07211977113767623
post,344,0.035587935077509826
post,345,0.15408700528921104
post,346,0.09161429067853408
post,347,0.03919972550893859
post,348,0.07162655065613585
post,349,0.05860404337690987
post,350,0.13075999447860887
post,351,0.11558070904464088
post,352,0.13476775192881202
post,353,0.09070616047759092
post,354,0.12357547381356408
post,355,0.04541596488299053
post,356,0.04581018913121633
post,357,0.040186758547973066
post,358,0.16277050891412578
post,359,0.08247535933047781
post,360,0.09242962700328716
post,361,0.15470531610058977
post,362,0.0974164686378967
post,363,0.10197105949531782
post,364,0.10145774413121698
post,365,0.043343935108027
post,366,0.10138553659579774
post,367,0.040711072225093736
post,368,0.05194820497706019
post,369,0.06468317944390406
post,370,0.08221296709318975
post,371,0.10321738730266196
post,372,0.1593876139311838
post,373,0.11851347205388106
post,374,0.08386249422508205
post,375,0.11733124112835362
post,376,0.08573933816678686
post,377,0.0883689826485719
post,378,0.045931306019790716
post,379,0.037293799038360824
post,380,0.043489969147813806
post,381,0.062407914358214134
post,382,0.14978180889004258
post,383,0.06011436116460708
post,384,0.05318462181512496
post,385,0.06745225611789678
post,386,0.09423104633412885
post,387,0.02958267700858972
post,388,0.09582836260779921
post,389,0.08920589095816611
post,390,0.05813348647218053
post,391,0.10440014153265365
post,392,0.07407117066199742
post,393,0.03434693634719082
post,394,0.050937158489636564
post,395,0.09417418689362379
post,396,0.10732189908046685
post,397,0.0742343922340859
post,398,0.025362704757047588
post,399,0.060358403782620425
post,400,0.038723323146587864
post,401,0.055980785166871445
post,402,0.0900706080572413
post,403,0.11297736799851787
post,404,0.1071699820535004
post,405,0.07546938535869868
post,406,0.10873641066355294
post,407,0.09737440937967497
post,408,0.15459273410725347
post,409,0.1064016147356304
post,410,0.12713748558775628
post,411,0.03878070062570518
post,412,0.06901428271568373
post,413,0.100295561945883
post,414,0.058769206812392984
post,415,0.04587025605514816
post,416,0.0631853583652706
post,417,0.13052557043997604
post,418,0.08726567792461075
post,419,0.05810365435833486
post,420,0.15548191115641924
post,421,0.07523826868368329
post,422,0.0884172357537031
post,423,0.10475594352099883
post,424,0.06526278096567625
post,425,0.14109740642140045
post,426,0.11347874401662078
post,427,0.04993179311348558
post,428,0.04518720918003136
post,429,0.0948927122581495
post,430,0.08168515170353823
post,431,0.09859020663102468
post,432,0.09419159688505492
post,433,0.10046063392361418
post,434,0.05558710041430538
post,435,0.17765916850737953
post,436,0.0510119012200985
post,437,0.09107422789444018
post,438,0.09072328653633327
post,439,0.07452124076673142
post,440,0.10407428513278548
post,441,0.07988638249935241
post,442,0.09243976005595413
post,443,0.04397758358921064
post,444,0.09209151647062203
post,445,0.09339209506607032
post,446,0.06788546115123348
post,447,0.06942749647791202
post,448,0.09771390545564776
post,449,0.10277105402335343
post,450,0.11533633217263675
post,451,0.09236086389691917
post,452,0.10772900819075894
post,453,0.09956322268912769
post,454,0.056084752148255805
post,455,0.06925719925224928
post,456,0.03028406019223708
post,457,0.08998697661386756
post,458,0.07378863274493354
post,459,0.09598989664308354
post,460,0.025388445268488585
post,461,0.08191450206151862
post,462,0.086095394684693
post,463,0.03764460997444104
post,464,0.027404578893647256
post,465,0.1115093287700247
post,466,0.0903021184336203
post,467,0.07354585445944654
post,468,0.10789256129731042
post,469,0.046123251928125435
post,470,0.11245746269543568
post,471,0.058812584406437024
post,472,0.04110779461378253
post,473,0.05659002750378637
post,474,0.04283343940985513
post,475,0.05607976607973645
post,476,0.0944617191236251
post,477,0.047086199704656495
post,478,0.10405297285925762
post,479,0.05885109092576018
post,480,0.08302668850143632
post,481,0.11598865730416551
post,482,0.13895946998125497
post,483,0.10712465217741461
post,484,0.055300111255789604
post,485,0.04642434862067466
post,486,0.07144765817238496
post,487,0.14977664295824283
post,488,0.11742166457367696
post,489,0.12941464642809147
post,490,0.08378204383252034
post,491,0.11991030470100349
post,492,0.10330106373031316
post,493,0.057502468119128854
post,494,0.07530820973094056
post,495,0.09329834995554741
post,496,0.14089850742518065
post,497,0.13855647934611007
post,498,0.17417579977351214
post,499,0.05846585997497127
post,500,0.1010349994951451
post,501,0.028816489897901514
post,502,0.13401016721091963
post,503,0.13235154486847153
post,504,0.1219066089773557
post,505,0.08847395381534215
post,506,0.059985960496559285
post,507,0.17288522472159776
post,508,0.15273779141444055
post,509,0.018001486786776377
post,510,0.08288557667593804
post,511,0.16780073875099397
post,512,0.0850290624979586
post,513,0.1001010753126804
post,514,0.13961836925923518
post,515,0.069384021380341
post,516,0.08898033468209543
post,517,0.10004434064152466
post,518,0.06719417312164623
post,519,0.09284025039109127
post,520,0.08324993026990953
post,521,0.11740759867625146
post,522,0.11205765281714129
post,523,0.05393825632905962
post,524,0.06276865221936385
post,525,0.12318684342683617
post,526,0.05966285046663844
post,527,0.0625803385043671
post,528,0.062143276866060096
post,529,0.06143380741257554
post,530,0.11397649567123967
post,531,0.05284067047325544
post,532,0.06870800809891732
post,533,0.0832931604886361
post,534,0.08072016244862207
post,535,0.07714992846001849
post,536,0.14869316859784015
post,537,0.07136021054772729
post,538,0.1039925083726676
post,539,0.11484201133562333
post,540,0.08688712282327699
post,541,0.10288268041521384
post,542,0.03893453231009209
post,543,0.14181561012042157
post,544,0.0837008779673838
post,545,0.1017576488959274
post,546,0.039524249433674136
post,547,0.05366452267174759
post,548,0.12479827678052584
post,549,0.09173018435765072
post,550,0.11313967411219447
post,551,0.09533810045598581
post,552,0.047437160417199004
post,553,0.0630938144328734
post,554,0.0994966259390511
post,555,0.05090388894009474
post,556,0.03652522015816274
post,557,0.06170392058270233
post,558,0.07654526205688793
post,559,0.06440256538750033
post,560,0.04681628259029557
post,561,0.04576518138504661
post,562,0.07146009228003683
post,563,0.051807843192456716
post,564,0.17785830924547805
post,565,0.0938245418977518
post,566,0.14447968963653762
post,567,0.09590531646176738
post,568,0.06286230409512888
post,569,0.06531071262864883
post,570,0.040716090073877206
post,571,0.07032311257343582
post,572,0.06284313463059657
post,573,0.17458679659243836
post,574,0.09752259179198502
post,575,0.1049887352808497
post,576,0.11674304804078053
post,577,0.03930446992481706
post,578,0.032113798151377035
post,579,0.07258001401785422
post,580,0.0380203827284345
post,581,0.09668567111426293
post,582,0.07613535955429143
post,583,0.09044769766189732
post,584,0.06660222883715257
post,585,0.05062703545866126
post,586,0.17844997275850874
post,587,0.06086851144721395
post,588,0.082679744036222
post,589,0.05660385727620755
post,590,0.06346476780757718
post,591,0.07231159937354238
post,592,0.11476595785308612
post,593,0.06672579555111093
post,594,0.2170706541827122
post,595,0.06261187520635116
post,596,0.04523062712859737
post,597,0.03966187749467918
post,598,0.02268936941913774
post,599,0.06435471638310292
post,600,0.07555904016291246
post,601,0.1018363425706148
post,602,0.08069443570104996
post,603,0.08830989374985757
post,604,0.10913437791582298
post,605,0.04370078389365141
post,606,0.08786535254565724
post,607,0.11529392865491418
post,608,0.11079747414877256
post,609,0.06830333873476206
post,610,0.123936793169285
post,611,0.08830892786964412
post,612,0.030494132960598063
post,613,0.1008690325252693
post,614,0.048555511086009945
post,615,0.08728888083301693
post,616,0.12922175108336856
post,617,0.12464343748581189
post,618,0.12673611394067216
post,619,0.09339419272808398
post,620,0.045554359435021334
post,621,0.09099443691130919
post,622,0.08593066057499993
post,623,0.11310638034202478
post,624,0.10796314235730871
post,625,0.107702228526989
post,626,0.1131047560015025
post,627,0.08736117075133175
post,628,0.10155029063801947
post,629,0.07834118042679755
post,630,0.05837235623398272
post,631,0.09742875983543539
post,632,0.03850425879680383
post,633,0.06845594065244551
post,634,0.031035292960799557
post,635,0.07354807502877196
post,636,0.0826702319493308
post,637,0.08208632347387658
post,638,0.05000298227313956
post,639,0.05151578923224603
post,640,0.16024436241158174
post,641,0.06584242565816084
post,642,0.09292391493060777
post,643,0.0730397258003457
post,644,0.11457395681264423
post,645,0.03128585274465894
post,646,0.13848110881212727
post,647,0.051429447270232985
post,648,0.04754945889264221
post,649,0.06449796415761674
post,650,0.06366140803243184
post,651,0.1647662509277639
post,652,0.07815499880144967
post,653,0.05379954666843817
post,654,0.11090737504447465
post,655,0.1369103595439614
post,656,0.15660141315873508
post,657,0.07385134375493355
post,658,0.10212165552138404
post,659,0.06203362577146211
post,660,0.08097467465386808
post,661,0.06741295993561403
post,662,0.06896433354528177
post,663,0.10372036502922656
post,664,0.09940274061253992
post,665,0.08465797390214722
post,666,0.07252013370712011
post,667,0.07691382760903
post,668,0.07056033108129817
post,669,0.0563450812848644
post,670,0.05830465942325886
post,671,0.0859312379936374
post,672,0.07879734655443488
post,673,0.08209950217100982
post,674,0.10755418067879693
post,675,0.1025974798798639
post,676,0.10335529054559402
post,677,0.06279021697237311
post,678,0.059251533867039775
post,679,0.06495564227127021
post,680,0.06452010716388437
post,681,0.05278389615871899
post,682,0.06815273284221
post,683,0.07746977255077254
post,684,0.15705525889333985
post,685,0.027463884644912413
post,686,0.1548553579208643
post,687,0.10133542957200778
post,688,0.10065472305632357
post,689,0.08129348823374653
post,690,0.08288875983174458
post,691,0.11627577428596729
post,692,0.042790429869079924
post,693,0.07473455743997502
post,694,0.14635701741879503
post,695,0.11115253263430853
post,696,0.07941659646702964
post,697,0.1523837953194691
post,698,0.09456405851249529
post,699,0.14891707203471985
post,700,0.07999069686766043
post,701,0.053712882654970706
post,702,0.10537979733679405
post,703,0.13967030822329948
post,704,0.050639175508558426
post,705,0.09649254183556762
post,706,0.060952357724041235
post,707,0.10330370643135288
post,708,0.08712419685550794
post,709,0.08431172910845841
post,710,0.1205978396734163
post,711,0.11423643150286929
post,712,0.07404318003892883
post,713,0.06462722377969861
post,714,0.10990844171995327
post,715,0.14501510821522087
post,716,0.10878525968239164
post,717,0.15524271860211708
post,718,0.13226063668615753
post,719,0.1618386393525626
post,720,0.06155742384925964
post,721,0.09135002773052005
post,722,0.08245877719423679
post,723,0.043009337696754496
post,724,0.04233650992780935
post,725,0.1301421725083743
post,726,0.08375793819294701
post,727,0.052208055424591435
post,728,0.06205897226597013
post,729,0.04721044534199264
post,730,0.07350822019549523
post,731,0.08765620920370307
post,732,0.08206758364284024
post,733,0.12359464910788498
post,734,0.07658710636449922
post,735,0.06078014862693707
post,736,0.10351986308823469
post,737,0.09524834053091817
post,738,0.07371581208227862
post,739,0.10544370195164966
post,740,0.06471217962271425
post,741,0.08132330739173972
post,742,0.08708891965025187
post,743,0.11931180075242392
post,744,0.018365746273115813
post,745,0.13291190030281322
post,746,0.10283479311128933
post,747,0.035718753888080566
post,748,0.03488012897717394
post,749,0.11133213236926004
post,750,0.07821845701405458
post,751,0.075245757130448
post,752,0.05997380911829572
post,753,0.12848484815016237
post,754,0.16731908570803675
post,755,0.08151108340888638
post,756,0.0783599792881713
post,757,0.11378150766840205
post,758,0.15838537285402152
post,759,0.0594488105979782
post,760,0.0657388849023034
post,761,0.11269600054699364
post,762,0.07787398414808182
post,763,0.11578505008074896
post,764,0.15720931123632143
post,765,0.09375182323834375
post,766,0.03127569201592136
post,767,0.14855362984321718
post,768,0.0850164533164058
post,769,0.06104515524077251
post,770,0.091352878713476
post,771,0.0626739722250719
post,772,0.09398967055167745
post,773,0.11707951651362068
post,774,0.029658933359075164
post,775,0.13059298704683728
post,776,0.0798298089515725
post,777,0.07911871859654723
post,778,0.10974199656054269
post,779,0.06001530447477644
post,780,0.10608465165705751
post,781,0.11411556344363086
post,782,0.1657877317878898
post,783,0.06612474523293004
post,784,0.07556300861948047
post,785,0.07915079085717851
post,786,0.09196458092912219
post,787,0.08545112178652157
post,788,0.06066171823018861
post,789,0.07192231985187296
post,790,0.11883820172804173
post,791,0.10501181848316389
post,792,0.10278688453165818
post,793,0.08036051808539764
post,794,0.11490815540884099
post,795,0.115312714017977
post,796,0.05130997893178077
post,797,0.03453615013976827
post,798,0.05981211721720583
post,799,0.08787856760372337
post,800,0.13466487579435957
post,801,0.07450204924111462
post,802,0.058075734841413554
post,803,0.11565751726419715
post,804,0.0903657310709461
post,805,0.06413074453717275
post,806,0.10527759491479384
post,807,0.08685154931529503
post,808,0.13907952377602592
post,809,0.08127938101555293
post,810,0.06984027973162123
post,811,0.08653458983099638
post,812,0.0882838140893259
post,813,0.10230965452272785
post,814,0.10339106955504587
post,815,0.0701301532978638
post,816,0.10448382957294718
post,817,0.06392251511894338
post,818,0.1022486751409298
post,819,0.07237181358086983
post,820,0.0545630813644745
post,821,0.0833705175645373
post,822,0.06522658186573231
post,823,0.09459740902455482
post,824,0.06163824802876579
post,825,0.0908189147660306
post,826,0.10101891481638658
post,827,0.06551337621337759
post,828,0.06224341804180777
post,829,0.15862733085163638
post,830,0.046049402223434184
post,831,0.11179015848489071
post,832,0.06424479735303541
post,833,0.06830082544726285
post,834,0.06171266691506756
post,835,0.17573359628778407
post,836,0.13049569688483273
post,837,0.11718142009703451
post,838,0.07499967887696396
post,839,0.11073461397654137
post,840,0.05502992977766156
post,841,0.06507351816458844
post,842,0.037066812609583784
post,843,0.07163760999920887
post,844,0.05118353222984665
post,845,0.07597752873849957
post,846,0.08962517059681693
post,847,0.11337417742888073
post,848,0.11405114962156286
post,849,0.1135899042147806
post,850,0.09571604628116408
post,851,0.03074743372525383
post,852,0.025207781253795778
post,853,0.016401319801016043
post,854,0.15491503575953036
post,855,0.04486473974840482
post,856,0.08235769377146923
post,857,0.2176079101983098
post,858,0.056687323099515546
post,859,0.10614978607322294
post,860,0.0375572786734594
post,861,0.04595388467100398
post,862,0.08545566010103228
post,863,0.026239974760540897
post,864,0.0706044108405582
post,865,0.12719230094684736
post,866,0.06615766325769802
post,867,0.08860268817721713
post,868,0.09126659537300641
post,869,0.08588517879148981
post,870,0.04810926675454625
post,871,0.07370752629099436
post,872,0.021409717533366575
post,873,0.11994938853643479
post,874,0.11660543746976758
post,875,0.07524658239496293
post,876,0.10054411039629706
post,877,0.1316667006029362
post,878,0.16494196438776934
post,879,0.0884430616048518
post,880,0.0676521407605091
post,881,0.06499311933178085
post,882,0.09230639985399922
post,883,0.1414095744174682
post,884,0.10085127733753313
post,885,0.040256040283471274
post,886,0.06259221949844167
post,887,0.05916710620833468
post,888,0.1301282942080292
post,889,0.12354266910931043
post,890,0.06630491290550589
post,891,0.07538287107104169
post,892,0.08089493228181378
post,893,0.08098853366755086
post,894,0.09112259611936951
post,895,0.0636521802120019
post,896,0.028354244232262092
post,897,0.10386149415631249
post,898,0.06887921730417895
post,899,0.04588460938073069
post,900,0.17119327452597938
post,901,0.09506623234345365
post,902,0.18014709782080968
post,903,0.10173548600779204
post,904,0.07612030003511185
post,905,0.08464337807113341
post,906,0.11467322808576061
post,907,0.12464158652741907
post,908,0.02427071157628092
post,909,0.12390742075641016
post,910,0.08771685039179393
post,911,0.06931279461985555
post,912,0.055614637712850606
post,913,0.15045065830713106
post,914,0.07879237559892126
post,915,0.11882282859476631
post,916,0.10550046410400135
post,917,0.07863405941887824
post,918,0.04164942184691021
post,919,0.15672140535559265
post,920,0.051768153770253005
post,921,0.1464526531382206
post,922,0.04340588070190603
post,923,0.08735957504581451
post,924,0.1376147836077085
post,925,0.07959595364232817
post,926,0.10386048953909206
post,927,0.09247068044485754
post,928,0.1556079635331148
post,929,0.13355646932404103
post,930,0.04754282654782761
post,931,0.07122162484621604
post,932,0.03804377953113325
post,933,0.13247037401976125
post,934,0.0982300370619167
post,935,0.12706493827733473
post,936,0.08799354002190554
post,937,0.1438151742643844
post,938,0.12608426899462327
post,939,0.15768913839738322
post,940,0.10070308001919866
post,941,0.08173876087330366
post,942,0.0874374858855011
post,943,0.14091287102862635
post,944,0.08887101787391397
post,945,0.09803676062378863
post,946,0.09836864740214299
post,947,0.053658222645019994
post,948,0.10497185699572957
post,949,0.06986104840000397
post,950,0.1085913852645652
post,951,0.07917003414388564
post,952,0.051812187824456096
post,953,0.10373728849398398
post,954,0.040568665702634156
post,955,0.046647884603786986
post,956,0.11509451000031125
post,957,0.11138931340225706
post,958,0.020938024403544003
post,959,0.0801435003093652
post,960,0.09903157716957928
post,961,0.06428115205913408
post,962,0.07869681377371208
post,963,0.1156672548086194
post,964,0.05085432130841899
post,965,0.070464889824504
post,966,0.077775851273301
post,967,0.12075689738026887
post,968,0.06243336868159309
post,969,0.06573438380173709
post,970,0.08904908672226515
post,971,0.027354904112136716
post,972,0.06526640701675991
post,973,0.08385511985179143
post,974,0.06751456911416326
post,975,0.08659568366624217
post,976,0.08072096914129273
post,977,0.09079078264391603
post,978,0.12096882357400048
post,979,0.07061508900698923
post,980,0.14113500368561407
post,981,0.10679197138661815
post,982,0.09834166506318838
post,983,0.14861227226176876
post,984,0.05674686796342065
post,985,0.05537062735111775
post,986,0.05544314275748879
post,987,0.14943725367191407
post,988,0.11334940631336678
post,989,0.09975863407456972
post,990,0.030285298963298655
post,991,0.03761959318462279
post,992,0.11730878179275506
post,993,0.18092347768676967
post,994,0.07982803968469972
post,995,0.16694958867398774
post,996,0.08086301663847616
post,997,0.038437855727943185
post,998,0.03989367579276391
post,999,0.07225463556180355
post,1000,0.1902860131024992
post,1001,0.17352661501619468
post,1002,0.10843840820304648
post,1003,0.0718599962853778
post,1004,0.10348667293021262
post,1005,0.09735593084157482
post,1006,0.04559073732787051
post,1007,0.06467472132140925
post,1008,0.06758516893801587
post,1009,0.13890578699682224
post,1010,0.06167021119576003
post,1011,0.11894799188990321
post,1012,0.08106024058295043
post,1013,0.1560576772187818
post,1014,0.1031160983249037
post,1015,0.04279599301203112
post,1016,0.17166391939871856
post,1017,0.04973782278587636
post,1018,0.03725595985796809
post,1019,0.1023562489056351
post,1020,0.09805228946215362
post,1021,0.060585142756241744
post,1022,0.07956728264022422
post,1023,0.038828602984164295
post,1024,0.10412579030970882
post,1025,0.06859326080315688
post,1026,0.14616787247406576
post,1027,0.05933288491943843
post,1028,0.051715836516305576
post,1029,0.1317993346902355
post,1030,0.0610188804904343
post,1031,0.15397439760319964
post,1032,0.05769582465389776
post,1033,0.24380376801253245
post,1034,0.043153572204196876
post,1035,0.12870727277271934
post,1036,0.12621333138371246
post,1037,0.08905895583638174
post,1038,0.03659030111109995
post,1039,0.062773996609673
post,1040,0.17917833880356718
post,1041,0.06370090649334728
post,1042,0.09375785906395326
post,1043,0.06823097420160266
post,1044,0.12454302497589535
post,1045,0.14182883940360894
post,1046,0.20240331183149243
post,1047,0.1294623968744948
post,1048,0.09553051016285723
post,1049,0.0488385589946477
post,1050,0.04558951621054653
post,1051,0.09147472294063679
post,1052,0.14606670084987478
post,1053,0.09219524543164684
post,1054,0.12108429893765679
post,1055,0.10772350745564704
post,1056,0.08980522396710372
post,1057,0.10007789628430483
post,1058,0.04110469096042142
post,1059,0.09286200076901831
post,1060,0.07930584497705745
post,1061,0.09546311634697797
post,1062,0.09086679028998058
post,1063,0.07094421402249405
post,1064,0.06378241874639418
post,1065,0.026553934980724614
post,1066,0.08811118798691711
post,1067,0.14227628761249034
post,1068,0.07868668597674622
post,1069,0.03116047681500329
post,1070,0.16338861349875697
post,1071,0.11462800192043593
