trial_id,onset_sample,cue,boundary_ok,rejected,artifact_score,PTP,saturated_samples,max_jump,role,fold
67,147338,-1,True,False,0.0,143.93787134854932,0.0,7.275834928272655,折外评价,3.0
68,149495,-1,True,False,1.0451712692989463,132.10537394200963,0.0,11.955558460948552,折外评价,1.0
69,151611,1,True,False,0.26367207595455777,109.50819056504413,0.0,9.326397194584725,折外评价,1.0
70,153760,1,True,False,0.0,132.64940881282365,0.0,7.1042215234580794,折外评价,5.0
71,155889,-1,True,False,1.4653375546197098,141.35008528139264,0.0,13.635843044137985,折外评价,4.0
72,158017,1,True,False,0.0779255176881974,160.04874256361205,0.0,8.034273489076348,折外评价,4.0
73,160090,-1,True,False,0.0,72.73264821681443,0.0,6.650702502578724,折外评价,3.0
74,162254,1,True,False,2.7671625349544513,406.1390142492101,0.0,6.986333978505456,折外评价,5.0
75,164367,-1,True,False,0.006057434266531503,128.7248559121607,0.0,8.58245344427742,折外评价,4.0
76,166495,1,True,False,0.5048325647495421,184.3935981548862,0.0,6.519259847112465,折外评价,3.0
77,168596,-1,True,True,2.7262299097970084,321.82051184372943,323.0,10.472970150478488,质量剔除,
78,170736,-1,True,False,5.5856254651346635,669.688688263147,0.0,13.655292857576569,折外评价,2.0
79,172861,-1,True,False,0.0,52.088766937916276,0.0,5.944368762692349,折外评价,3.0
80,175002,-1,True,False,0.0,90.27492768603953,0.0,7.852725069559774,折外评价,2.0
81,177170,-1,True,False,0.8644379296363845,141.23044799444918,0.0,11.293480415743339,折外评价,5.0
82,179318,1,True,False,0.0,108.38104755797833,0.0,7.869742839549891,折外评价,1.0
83,181459,-1,True,False,2.8597067132164975,253.33284437123723,0.0,13.730351418988676,折外评价,3.0
84,183556,1,True,False,4.25152204444873,462.5903640507465,0.0,12.591098989021702,折外评价,3.0
85,185672,-1,True,False,2.4232813798103336,353.8695056854485,0.0,5.971849868594063,折外评价,1.0
86,187789,1,True,False,0.7210624391687023,191.25470208610798,0.0,9.74443737193883,折外评价,5.0
87,189909,1,True,False,1.0356204635658872,122.74774939418964,0.0,11.919695183229635,折外评价,1.0
88,192086,1,True,True,5.450493981869386,834.3811372872359,87.0,11.13718045324481,质量剔除,
89,194210,1,True,False,2.080935999000126,253.27703977010157,0.0,10.460234314571409,折外评价,1.0
90,196339,1,True,False,1.3677834595719431,131.88556122685748,0.0,13.227255544947724,折外评价,4.0
91,198451,-1,True,False,3.5306615661746985,570.7788202114427,0.0,6.971208811592135,折外评价,5.0
92,200656,1,True,False,0.0,59.49838976071305,0.0,6.378215123934126,折外评价,3.0
93,202756,1,True,False,1.3332756673376256,157.2159927207156,0.0,12.688586043179527,折外评价,1.0
94,204941,1,True,False,0.4196191768780275,95.80435248395119,0.0,9.804528663260243,折外评价,4.0
95,207113,-1,True,False,0.4395497080086748,113.88289903583834,0.0,9.86720982586624,折外评价,2.0
96,209286,1,True,False,1.1376863431155282,120.6163476631524,0.0,12.308146872476605,折外评价,2.0
97,211382,1,True,False,2.51238711481507,376.93945021699227,0.0,8.537044841764441,折外评价,2.0
98,213467,-1,True,False,3.155114662573075,506.58174605230056,0.0,7.86028215162969,折外评价,3.0
99,215619,-1,True,False,0.0,79.84221509572438,0.0,7.62508007049173,折外评价,5.0
100,217816,1,True,False,0.0,112.80956226796357,0.0,6.853043553205058,折外评价,3.0
