dataset,trial_id,block,cue,features,score,prediction
A1,89,4,1,amplitude,0.28292486323865623,1
A1,90,4,1,amplitude,-0.2745076864631285,-1
A1,91,4,-1,amplitude,-2.5224628456253124,-1
A1,92,4,1,amplitude,-0.35059124327818386,-1
A1,93,4,1,amplitude,-0.10483809540055156,-1
A1,94,4,1,amplitude,-0.03697156343212566,-1
A1,95,4,-1,amplitude,-0.12867545921948984,-1
A1,96,4,1,amplitude,-0.35977422964411726,-1
A1,97,4,1,amplitude,-0.05367128297821401,-1
A1,98,4,-1,amplitude,-2.7588670354968974,-1
A1,99,4,-1,amplitude,-0.32210045649394525,-1
A1,2,0,1,peak_latency,-0.3052503614382801,-1
A1,4,0,-1,peak_latency,-1.0244906389092647,-1
A1,5,0,1,peak_latency,-0.7924530987752731,-1
A1,6,0,-1,peak_latency,-0.9153080752047034,-1
A1,7,0,-1,peak_latency,-0.1003512647536799,-1
A1,8,0,-1,peak_latency,0.5979339210301753,1
A1,9,0,1,peak_latency,-0.27611235165299336,-1
A1,10,0,1,peak_latency,-1.2865226700642507,-1
A1,11,0,1,peak_latency,-0.5758465833454687,-1
A1,12,0,1,peak_latency,0.1166766958163556,1
A1,13,0,-1,peak_latency,0.2034936185509024,1
A1,15,0,1,peak_latency,-0.6201502422219183,-1
A1,16,0,-1,peak_latency,-0.39408339891339794,-1
A1,17,0,1,peak_latency,0.20313959190739359,1
A1,24,1,-1,peak_latency,-0.31177006926699946,-1
A1,25,1,-1,peak_latency,-0.3372387964865196,-1
A1,26,1,1,peak_latency,-0.053921444002462654,-1
A1,28,1,-1,peak_latency,1.537670813855393,1
A1,29,1,-1,peak_latency,1.3279885833643388,1
A1,30,1,-1,peak_latency,0.3889273843265684,1
A1,31,1,-1,peak_latency,-0.1654932066489228,-1
A1,32,1,1,peak_latency,-0.3994401323656736,-1
A1,33,1,1,peak_latency,0.014523586152333547,1
A1,34,1,-1,peak_latency,-0.22408790264393932,-1
A1,35,1,1,peak_latency,-0.517954552491405,-1
A1,37,1,-1,peak_latency,-0.3347176631847904,-1
A1,44,2,1,peak_latency,0.9739839358864804,1
A1,45,2,-1,peak_latency,-0.1941053477917137,-1
A1,47,2,-1,peak_latency,0.6922121620224762,1
A1,48,2,1,peak_latency,-0.46221188265791313,-1
A1,49,2,-1,peak_latency,1.4171360772208548,1
A1,50,2,-1,peak_latency,0.05076980145617556,1
A1,51,2,1,peak_latency,3.4615231493294085,1
A1,52,2,1,peak_latency,10.701419818489358,1
A1,53,2,1,peak_latency,10.265333748140185,1
A1,54,2,-1,peak_latency,7.294440096901318,1
A1,55,2,1,peak_latency,1.3697640193340213,1
A1,56,2,-1,peak_latency,2.380242715102101,1
A1,57,2,-1,peak_latency,-0.10345334602331892,-1
A1,64,3,1,peak_latency,-2.0101511271153396,-1
A1,65,3,-1,peak_latency,-0.46627123838334006,-1
A1,66,3,1,peak_latency,0.5552219265929235,1
A1,67,3,-1,peak_latency,-0.8078619626461673,-1
A1,68,3,-1,peak_latency,0.2792281622413396,1
A1,69,3,1,peak_latency,0.5166404756345648,1
A1,70,3,1,peak_latency,0.42730427972343815,1
A1,71,3,-1,peak_latency,-0.5380399168966523,-1
A1,72,3,1,peak_latency,-0.7034646961812339,-1
A1,73,3,-1,peak_latency,0.5924969095820916,1
A1,74,3,1,peak_latency,-1.172500239861441,-1
A1,75,3,-1,peak_latency,-0.3558543024080108,-1
A1,76,3,1,peak_latency,-1.702235492619205,-1
A1,84,4,1,peak_latency,-1.1834447453848398,-1
A1,85,4,-1,peak_latency,-0.5110383273854335,-1
A1,86,4,1,peak_latency,-0.5512258468921408,-1
A1,87,4,1,peak_latency,-0.5658076840645396,-1
A1,89,4,1,peak_latency,-0.017128215485978752,-1
A1,90,4,1,peak_latency,-0.5698315526731649,-1
A1,91,4,-1,peak_latency,-0.890859653427641,-1
A1,92,4,1,peak_latency,-0.009402804515034259,-1
A1,93,4,1,peak_latency,0.4215017810086406,1
A1,94,4,1,peak_latency,-0.7648405015639625,-1
A1,95,4,-1,peak_latency,-0.03453633844017356,-1
A1,96,4,1,peak_latency,-0.7742346679543414,-1
A1,97,4,1,peak_latency,-0.710152832445583,-1
A1,98,4,-1,peak_latency,0.3331891266030461,1
A1,99,4,-1,peak_latency,-0.25206790637250426,-1
A1,2,0,1,spatial,0.7082459133690061,1
A1,4,0,-1,spatial,-1.1601632351309525,-1
A1,5,0,1,spatial,-0.9923767485058341,-1
A1,6,0,-1,spatial,-0.5407461839286376,-1
A1,7,0,-1,spatial,-0.06387776168231664,-1
A1,8,0,-1,spatial,0.42767664209977935,1
A1,9,0,1,spatial,-0.29538457543971347,-1
A1,10,0,1,spatial,-1.2400410988024317,-1
A1,11,0,1,spatial,-0.6950369360407521,-1
A1,12,0,1,spatial,0.04235713410595877,1
A1,13,0,-1,spatial,0.1572695647044052,1
A1,15,0,1,spatial,-0.489259312907561,-1
A1,16,0,-1,spatial,-0.18896140923692378,-1
A1,17,0,1,spatial,0.1855776054629877,1
A1,24,1,-1,spatial,-0.2833451391605409,-1
A1,25,1,-1,spatial,0.8013800701247027,1
A1,26,1,1,spatial,-0.11703206106903584,-1
A1,28,1,-1,spatial,1.4577386554283414,1
A1,29,1,-1,spatial,1.0439743041149467,1
A1,30,1,-1,spatial,0.13767359135820398,1
A1,31,1,-1,spatial,0.32516550250566534,1
A1,32,1,1,spatial,-0.5226262040719113,-1
A1,33,1,1,spatial,-0.05274568479995412,-1
A1,34,1,-1,spatial,-0.27857029765689556,-1
A1,35,1,1,spatial,-0.42466231860827086,-1
A1,37,1,-1,spatial,-0.5237658211941735,-1
A1,44,2,1,spatial,0.949389669618611,1
A1,45,2,-1,spatial,-0.3839765566681627,-1
A1,47,2,-1,spatial,0.6757141780819054,1
A1,48,2,1,spatial,-0.4991602522522369,-1
A1,49,2,-1,spatial,1.3818676917369985,1
A1,50,2,-1,spatial,0.13035145528181133,1
A1,51,2,1,spatial,3.231171767145048,1
A1,52,2,1,spatial,10.809346590957224,1
A1,53,2,1,spatial,10.499649578067693,1
A1,54,2,-1,spatial,6.268717434297478,1
A1,55,2,1,spatial,1.3647626805247928,1
A1,56,2,-1,spatial,2.4507103467232474,1
A1,57,2,-1,spatial,-0.03531926569994567,-1
A1,64,3,1,spatial,-1.9680084659312296,-1
A1,65,3,-1,spatial,-0.34141344905886256,-1
A1,66,3,1,spatial,1.0466126095546264,1
A1,67,3,-1,spatial,-0.7256335031561667,-1
A1,68,3,-1,spatial,0.4183863844974545,1
A1,69,3,1,spatial,0.21202001480628316,1
A1,70,3,1,spatial,0.31716532423948157,1
A1,71,3,-1,spatial,-0.5187520745056213,-1
A1,72,3,1,spatial,-0.5541872494935286,-1
A1,73,3,-1,spatial,0.7163046282458105,1
A1,74,3,1,spatial,-0.7099281213213028,-1
A1,75,3,-1,spatial,0.005652700879195862,1
A1,76,3,1,spatial,-1.472695979180419,-1
A1,84,4,1,spatial,-0.8682084932013278,-1
A1,85,4,-1,spatial,-0.777684944690146,-1
A1,86,4,1,spatial,-0.5478609812338133,-1
A1,87,4,1,spatial,-0.5339425298380956,-1
A1,89,4,1,spatial,-0.1362905658690462,-1
A1,90,4,1,spatial,-0.5311611661042985,-1
A1,91,4,-1,spatial,-1.031382224413808,-1
A1,92,4,1,spatial,-0.0992577613865752,-1
A1,93,4,1,spatial,0.38116111075144915,1
A1,94,4,1,spatial,-0.7363269178409351,-1
A1,95,4,-1,spatial,-0.030733058010768755,-1
A1,96,4,1,spatial,-0.7829628957703215,-1
A1,97,4,1,spatial,-0.668117150186152,-1
A1,98,4,-1,spatial,-0.015495102460009494,-1
A1,99,4,-1,spatial,-0.2714460138998895,-1
A1,2,0,1,mechanism,1.0222890150544313,1
A1,4,0,-1,mechanism,-1.3309895524168514,-1
A1,5,0,1,mechanism,-1.103745607291184,-1
A1,6,0,-1,mechanism,-0.8366964536525228,-1
A1,7,0,-1,mechanism,-0.12571335450316756,-1
A1,8,0,-1,mechanism,0.38156817717931474,1
A1,9,0,1,mechanism,-0.30973985758374784,-1
A1,10,0,1,mechanism,-1.1705399035108044,-1
A1,11,0,1,mechanism,-0.8904946162997013,-1
A1,12,0,1,mechanism,-0.006407047061258533,-1
A1,13,0,-1,mechanism,0.18049147176731095,1
A1,15,0,1,mechanism,-0.5336159990928145,-1
A1,16,0,-1,mechanism,-0.18632556949630386,-1
A1,17,0,1,mechanism,0.22555238282484033,1
A1,24,1,-1,mechanism,-0.7738818292018864,-1
A1,25,1,-1,mechanism,0.7155830260517808,1
A1,26,1,1,mechanism,-1.0412105060711923,-1
A1,28,1,-1,mechanism,0.4213083726466058,1
A1,29,1,-1,mechanism,0.723212784727499,1
A1,30,1,-1,mechanism,-0.26277313048609097,-1
A1,31,1,-1,mechanism,0.25381491499545006,1
A1,32,1,1,mechanism,-0.35294720984554845,-1
A1,33,1,1,mechanism,-0.194021019398569,-1
A1,34,1,-1,mechanism,0.14638581307612109,1
A1,35,1,1,mechanism,-0.3588750332569174,-1
A1,37,1,-1,mechanism,-0.49316335871155537,-1
A1,44,2,1,mechanism,1.0817963151965464,1
A1,45,2,-1,mechanism,-0.754816683430053,-1
A1,47,2,-1,mechanism,0.8517808731216646,1
A1,48,2,1,mechanism,-0.2772651953218445,-1
A1,49,2,-1,mechanism,1.8374520451005105,1
A1,50,2,-1,mechanism,0.39506272194767433,1
A1,51,2,1,mechanism,3.585186177134851,1
A1,52,2,1,mechanism,10.913835094299031,1
A1,53,2,1,mechanism,10.746582986652301,1
A1,54,2,-1,mechanism,6.162140494374455,1
A1,55,2,1,mechanism,1.8100809627022627,1
A1,56,2,-1,mechanism,2.50438243992749,1
A1,57,2,-1,mechanism,1.000944013333292,1
A1,64,3,1,mechanism,-2.6020918689906174,-1
A1,65,3,-1,mechanism,-0.2264391560222211,-1
A1,66,3,1,mechanism,0.5175844427621978,1
A1,67,3,-1,mechanism,-0.6756657714029294,-1
A1,68,3,-1,mechanism,0.49822283281542196,1
A1,69,3,1,mechanism,0.31379062508821937,1
A1,70,3,1,mechanism,0.605085974989957,1
A1,71,3,-1,mechanism,-0.3493514303591471,-1
A1,72,3,1,mechanism,-0.6154832916167142,-1
A1,73,3,-1,mechanism,0.8639688783440858,1
A1,74,3,1,mechanism,-1.5633313254118002,-1
A1,75,3,-1,mechanism,0.2162946128473421,1
A1,76,3,1,mechanism,-1.3798395531357748,-1
A1,84,4,1,mechanism,-1.0560791382037602,-1
A1,85,4,-1,mechanism,-0.7749648675133421,-1
A1,86,4,1,mechanism,-1.718505153401042,-1
A1,87,4,1,mechanism,-0.45635181060452124,-1
A1,89,4,1,mechanism,-0.0023555849128671833,-1
A1,90,4,1,mechanism,-0.7363531710468558,-1
A1,91,4,-1,mechanism,-0.8356375157565747,-1
A1,92,4,1,mechanism,-0.4330632685558004,-1
A1,93,4,1,mechanism,0.3340020011520556,1
A1,94,4,1,mechanism,-0.7618388891377196,-1
A1,95,4,-1,mechanism,0.03889317971996461,1
A1,96,4,1,mechanism,-0.8411630146915972,-1
A1,97,4,1,mechanism,-0.15765249178301027,-1
A1,98,4,-1,mechanism,-0.6900502420937699,-1
A1,99,4,-1,mechanism,-0.4952839707256985,-1
A1,2,0,1,covariance,-3.0403442108699075,-1
A1,4,0,-1,covariance,0.7806045864766412,1
A1,5,0,1,covariance,-1.734333816616597,-1
A1,6,0,-1,covariance,1.1384024152844179,1
A1,7,0,-1,covariance,-0.7876893639337024,-1
A1,8,0,-1,covariance,0.10643312758074419,1
A1,9,0,1,covariance,-0.19670272663147148,-1
A1,10,0,1,covariance,0.35738365904839037,1
A1,11,0,1,covariance,-0.6337691819697062,-1
A1,12,0,1,covariance,-0.12340118589630497,-1
A1,13,0,-1,covariance,0.047121445581818945,1
A1,15,0,1,covariance,0.7193810929419515,1
A1,16,0,-1,covariance,0.2918389615000929,1
A1,17,0,1,covariance,-0.18159646924113595,-1
A1,24,1,-1,covariance,1.421001338493292,1
A1,25,1,-1,covariance,0.15494780137472275,1
A1,26,1,1,covariance,0.32696213215252473,1
A1,28,1,-1,covariance,2.081245274712129,1
A1,29,1,-1,covariance,0.37780389074674975,1
A1,30,1,-1,covariance,-0.9898028414754323,-1
A1,31,1,-1,covariance,-0.46040499532839374,-1
A1,32,1,1,covariance,0.7435374208563276,1
A1,33,1,1,covariance,1.0360692371329823,1
A1,34,1,-1,covariance,1.2660290313970721,1
A1,35,1,1,covariance,-0.15331999497111937,-1
A1,37,1,-1,covariance,-0.14533458296083354,-1
A1,44,2,1,covariance,0.2635056824075754,1
A1,45,2,-1,covariance,-2.5674618672553198,-1
A1,47,2,-1,covariance,0.07049009804190651,1
A1,48,2,1,covariance,0.9273244238658184,1
A1,49,2,-1,covariance,0.8300731248506006,1
A1,50,2,-1,covariance,0.08855535024538316,1
A1,51,2,1,covariance,-1.2246065114928852,-1
A1,52,2,1,covariance,-3.3151920467300737,-1
A1,53,2,1,covariance,-3.6341011010659727,-1
A1,54,2,-1,covariance,-1.7187814821289398,-1
A1,55,2,1,covariance,-1.1979497711926101,-1
A1,56,2,-1,covariance,-1.8824366404481179,-1
A1,57,2,-1,covariance,2.9063677599494406,1
A1,64,3,1,covariance,-1.4521064013481317,-1
A1,65,3,-1,covariance,0.544170991915292,1
A1,66,3,1,covariance,-0.22622513747412423,-1
A1,67,3,-1,covariance,0.12246367189351409,1
A1,68,3,-1,covariance,2.693119503190868,1
A1,69,3,1,covariance,1.1988640371262316,1
A1,70,3,1,covariance,1.0276060650864356,1
A1,71,3,-1,covariance,0.46189295222242654,1
A1,72,3,1,covariance,-0.004062021625199774,-1
A1,73,3,-1,covariance,0.7182640531505702,1
A1,74,3,1,covariance,-2.1332319553756958,-1
A1,75,3,-1,covariance,1.0281235140296183,1
A1,76,3,1,covariance,-1.1117317280678567,-1
A1,84,4,1,covariance,-0.5522008634181997,-1
A1,85,4,-1,covariance,3.819069547379285,1
A1,86,4,1,covariance,-1.9299142101944946,-1
A1,87,4,1,covariance,-1.0088035630871526,-1
A1,89,4,1,covariance,-0.8436004413595185,-1
A1,90,4,1,covariance,0.24272730249396068,1
A1,91,4,-1,covariance,2.781764288587249,1
A1,92,4,1,covariance,-0.6826561401290778,-1
A1,93,4,1,covariance,-0.10573265946845566,-1
A1,94,4,1,covariance,-0.004846190443327489,-1
A1,95,4,-1,covariance,0.8106591621435244,1
A1,96,4,1,covariance,0.11476167127310105,1
A1,97,4,1,covariance,0.9616293558989656,1
A1,98,4,-1,covariance,3.539295763728844,1
A1,99,4,-1,covariance,-0.06858700225267488,-1
A1,2,0,1,past_only,0.33613292543868406,1
A1,4,0,-1,past_only,-1.1213460271582465,-1
A1,5,0,1,past_only,-0.9272988821762609,-1
A1,6,0,-1,past_only,-1.2703801778095694,-1
A1,7,0,-1,past_only,-1.259175044242089,-1
A1,8,0,-1,past_only,-0.5352662856039145,-1
A1,9,0,1,past_only,-1.7008641506177153,-1
A1,10,0,1,past_only,-1.0062491292557119,-1
A1,11,0,1,past_only,-1.194696198138324,-1
A1,12,0,1,past_only,-0.3428208653217507,-1
A1,13,0,-1,past_only,-0.42457949042682697,-1
A1,15,0,1,past_only,-0.6988455993688937,-1
A1,16,0,-1,past_only,0.006821073870396135,1
A1,17,0,1,past_only,-0.7534428125218263,-1
A1,24,1,-1,past_only,-1.7602794706397094,-1
A1,25,1,-1,past_only,-0.05296802040200856,-1
A1,26,1,1,past_only,1.0078982065409838,1
A1,28,1,-1,past_only,0.05564829567407879,1
A1,29,1,-1,past_only,-0.33667027136019945,-1
A1,30,1,-1,past_only,1.2778456583655164,1
A1,31,1,-1,past_only,0.650415535778035,1
A1,32,1,1,past_only,1.7444847268884562,1
A1,33,1,1,past_only,0.40475775921781504,1
A1,34,1,-1,past_only,-0.8025389873724352,-1
A1,35,1,1,past_only,0.27041885686267364,1
A1,37,1,-1,past_only,0.4760695030663125,1
A1,44,2,1,past_only,0.9768642281384475,1
A1,45,2,-1,past_only,-0.018922927679124478,-1
A1,47,2,-1,past_only,-1.0720287064951435,-1
A1,48,2,1,past_only,0.9960290943789204,1
A1,49,2,-1,past_only,0.06070267355497675,1
A1,50,2,-1,past_only,0.8612843620741052,1
A1,51,2,1,past_only,0.021091157803174478,1
A1,52,2,1,past_only,0.39527205943612026,1
A1,53,2,1,past_only,1.549576884613489,1
A1,54,2,-1,past_only,-1.9535853448399767,-1
A1,55,2,1,past_only,-0.611660604970485,-1
A1,56,2,-1,past_only,-0.14177768307597674,-1
A1,57,2,-1,past_only,1.7001012874041028,1
A1,64,3,1,past_only,0.6433098902090683,1
A1,65,3,-1,past_only,-0.26407226281887924,-1
A1,66,3,1,past_only,-0.3551790536799374,-1
A1,67,3,-1,past_only,-0.9433728765225158,-1
A1,68,3,-1,past_only,0.6601333428479704,1
A1,69,3,1,past_only,0.3314950074472338,1
A1,70,3,1,past_only,-0.2019984495735674,-1
A1,71,3,-1,past_only,1.3121989901724778,1
A1,72,3,1,past_only,-0.5749192725640897,-1
A1,73,3,-1,past_only,-0.09939648221733517,-1
A1,74,3,1,past_only,0.12215486832965525,1
A1,75,3,-1,past_only,3.052151478381103,1
A1,76,3,1,past_only,0.14331988506152682,1
A1,84,4,1,past_only,4.158006779907052,1
A1,85,4,-1,past_only,-0.940447005113049,-1
A1,86,4,1,past_only,-1.3029612981037437,-1
A1,87,4,1,past_only,-0.436289731184315,-1
A1,89,4,1,past_only,-1.2964393741102458,-1
A1,90,4,1,past_only,0.16413078824287658,1
A1,91,4,-1,past_only,-1.12490438744106,-1
A1,92,4,1,past_only,1.9652957297547373,1
A1,93,4,1,past_only,0.3328367556909418,1
A1,94,4,1,past_only,0.5880786166169247,1
A1,95,4,-1,past_only,0.14791845075023244,1
A1,96,4,1,past_only,-0.49844724196258483,-1
A1,97,4,1,past_only,-0.3011698448363118,-1
A1,98,4,-1,past_only,-1.298690213230548,-1
A1,99,4,-1,past_only,-0.6137929025774738,-1
A1,2,0,1,previous_cue,1.0259202293889236,1
A1,4,0,-1,previous_cue,1.0259202293889236,1
A1,5,0,1,previous_cue,1.0259202293889236,1
A1,6,0,-1,previous_cue,-0.9801967651264645,-1
A1,7,0,-1,previous_cue,1.0259202293889236,1
A1,8,0,-1,previous_cue,1.0259202293889236,1
A1,9,0,1,previous_cue,1.0259202293889236,1
A1,10,0,1,previous_cue,-0.9801967651264645,-1
A1,11,0,1,previous_cue,-0.9801967651264645,-1
A1,12,0,1,previous_cue,-0.9801967651264645,-1
A1,13,0,-1,previous_cue,-0.9801967651264645,-1
A1,15,0,1,previous_cue,1.0259202293889236,1
A1,16,0,-1,previous_cue,-0.9801967651264645,-1
A1,17,0,1,previous_cue,1.0259202293889236,1
A1,24,1,-1,previous_cue,-0.9269514359353178,-1
A1,25,1,-1,previous_cue,1.1014364121113775,1
A1,26,1,1,previous_cue,1.1014364121113775,1
A1,28,1,-1,previous_cue,-0.9269514359353178,-1
A1,29,1,-1,previous_cue,1.1014364121113775,1
A1,30,1,-1,previous_cue,1.1014364121113775,1
A1,31,1,-1,previous_cue,1.1014364121113775,1
A1,32,1,1,previous_cue,1.1014364121113775,1
A1,33,1,1,previous_cue,-0.9269514359353178,-1
A1,34,1,-1,previous_cue,-0.9269514359353178,-1
A1,35,1,1,previous_cue,1.1014364121113775,1
A1,37,1,-1,previous_cue,1.1014364121113775,1
A1,44,2,1,previous_cue,1.012451219202371,1
A1,45,2,-1,previous_cue,-0.9849015261628506,-1
A1,47,2,-1,previous_cue,1.012451219202371,1
A1,48,2,1,previous_cue,1.012451219202371,1
A1,49,2,-1,previous_cue,-0.9849015261628506,-1
A1,50,2,-1,previous_cue,1.012451219202371,1
A1,51,2,1,previous_cue,1.012451219202371,1
A1,52,2,1,previous_cue,-0.9849015261628506,-1
A1,53,2,1,previous_cue,-0.9849015261628506,-1
A1,54,2,-1,previous_cue,-0.9849015261628506,-1
A1,55,2,1,previous_cue,1.012451219202371,1
A1,56,2,-1,previous_cue,-0.9849015261628506,-1
A1,57,2,-1,previous_cue,1.012451219202371,1
A1,64,3,1,previous_cue,-1.0205341068636764,-1
A1,65,3,-1,previous_cue,-1.0205341068636764,-1
A1,66,3,1,previous_cue,0.9553936319574842,1
A1,67,3,-1,previous_cue,-1.0205341068636764,-1
A1,68,3,-1,previous_cue,0.9553936319574842,1
A1,69,3,1,previous_cue,0.9553936319574842,1
A1,70,3,1,previous_cue,-1.0205341068636764,-1
A1,71,3,-1,previous_cue,-1.0205341068636764,-1
A1,72,3,1,previous_cue,0.9553936319574842,1
A1,73,3,-1,previous_cue,-1.0205341068636764,-1
A1,74,3,1,previous_cue,0.9553936319574842,1
A1,75,3,-1,previous_cue,-1.0205341068636764,-1
A1,76,3,1,previous_cue,0.9553936319574842,1
A1,84,4,1,previous_cue,0.889664828973923,1
A1,85,4,-1,previous_cue,-1.142564475788845,-1
A1,86,4,1,previous_cue,0.889664828973923,1
A1,87,4,1,previous_cue,-1.142564475788845,-1
A1,89,4,1,previous_cue,-1.142564475788845,-1
A1,90,4,1,previous_cue,-1.142564475788845,-1
A1,91,4,-1,previous_cue,-1.142564475788845,-1
A1,92,4,1,previous_cue,0.889664828973923,1
A1,93,4,1,previous_cue,-1.142564475788845,-1
A1,94,4,1,previous_cue,-1.142564475788845,-1
A1,95,4,-1,previous_cue,-1.142564475788845,-1
A1,96,4,1,previous_cue,0.889664828973923,1
A1,97,4,1,previous_cue,-1.142564475788845,-1
A1,98,4,-1,previous_cue,-1.142564475788845,-1
A1,99,4,-1,previous_cue,0.889664828973923,1
A1,2,0,1,post_given_past,-0.303836123669651,-1
A1,4,0,-1,post_given_past,0.031879404949949265,1
A1,5,0,1,post_given_past,-0.9727385723518214,-1
A1,6,0,-1,post_given_past,-0.6495109540216473,-1
A1,7,0,-1,post_given_past,-0.3432976630697991,-1
A1,8,0,-1,post_given_past,1.2196165262936554,1
A1,9,0,1,post_given_past,0.3580111411435704,1
A1,10,0,1,post_given_past,-0.4385048482076393,-1
A1,11,0,1,post_given_past,0.7893851580967802,1
A1,12,0,1,post_given_past,0.4679807127929201,1
A1,13,0,-1,post_given_past,0.8504733001835978,1
A1,15,0,1,post_given_past,-1.1036986844868875,-1
A1,16,0,-1,post_given_past,-1.6625278819406122,-1
A1,17,0,1,post_given_past,-0.794224076655215,-1
A1,24,1,-1,post_given_past,0.08660167789602777,1
A1,25,1,-1,post_given_past,0.13362334330966358,1
A1,26,1,1,post_given_past,-1.750241827362031,-1
A1,28,1,-1,post_given_past,0.07608645743447758,1
A1,29,1,-1,post_given_past,0.7747589174736492,1
A1,30,1,-1,post_given_past,-0.26910005657749836,-1
A1,31,1,-1,post_given_past,-1.38938176993717,-1
A1,32,1,1,post_given_past,-0.7198402690350816,-1
A1,33,1,1,post_given_past,0.3157701617669334,1
A1,34,1,-1,post_given_past,0.2933611962676392,1
A1,35,1,1,post_given_past,0.41660006718695797,1
A1,37,1,-1,post_given_past,1.1636634919538416,1
A1,44,2,1,post_given_past,1.0288018259774308,1
A1,45,2,-1,post_given_past,-0.3804371243314508,-1
A1,47,2,-1,post_given_past,1.4642786307827607,1
A1,48,2,1,post_given_past,0.3282855458862846,1
A1,49,2,-1,post_given_past,1.6701307630853606,1
A1,50,2,-1,post_given_past,1.2976936726805512,1
A1,51,2,1,post_given_past,2.034919945822193,1
A1,52,2,1,post_given_past,10.531704219330074,1
A1,53,2,1,post_given_past,10.153661090459508,1
A1,54,2,-1,post_given_past,5.158639241125893,1
A1,55,2,1,post_given_past,2.1502940906794232,1
A1,56,2,-1,post_given_past,3.9528076661874185,1
A1,57,2,-1,post_given_past,1.6335511203118205,1
A1,64,3,1,post_given_past,-2.546131427483793,-1
A1,65,3,-1,post_given_past,0.614753111239399,1
A1,66,3,1,post_given_past,0.098880545446093,1
A1,67,3,-1,post_given_past,-0.39800740280727154,-1
A1,68,3,-1,post_given_past,-0.29148753555523405,-1
A1,69,3,1,post_given_past,-0.2964039349265888,-1
A1,70,3,1,post_given_past,1.0849922724847139,1
A1,71,3,-1,post_given_past,0.013515017103812383,1
A1,72,3,1,post_given_past,-1.0231120206797548,-1
A1,73,3,-1,post_given_past,0.4212736624857492,1
A1,74,3,1,post_given_past,-0.5153312657429593,-1
A1,75,3,-1,post_given_past,-1.5008331482737562,-1
A1,76,3,1,post_given_past,-0.5132449163971685,-1
A1,84,4,1,post_given_past,1.2367946813805413,1
A1,85,4,-1,post_given_past,1.268867755322391,1
A1,86,4,1,post_given_past,-3.088735362727758,-1
A1,87,4,1,post_given_past,0.4466609055736686,1
A1,89,4,1,post_given_past,0.58125309525768,1
A1,90,4,1,post_given_past,-1.3888564468903,-1
A1,91,4,-1,post_given_past,-1.877354821829671,-1
A1,92,4,1,post_given_past,-3.5963838214955466,-1
