trial_id,onset_sample,cue,boundary_ok,rejected,artifact_score,PTP,saturated_samples,max_jump,role,fold
56,123211,-1,True,False,1.3810444776257031,382.8349394267382,0.0,12.609679887834744,折外评价,3.0
57,125304,1,True,False,0.7941363841352969,144.44930806835015,0.0,13.339731463170992,折外评价,4.0
58,127412,1,True,False,2.0937137846861202,493.6016331082523,0.0,13.42587901255473,折外评价,2.0
59,129525,1,True,False,2.0534847745716216,671.1529416359936,0.0,10.01638761384325,折外评价,3.0
60,131677,1,True,False,0.0,73.5152260906068,0.0,7.600909797576151,折外评价,1.0
61,133810,-1,True,False,1.7555195139493316,585.9773029348644,0.0,10.446621713371826,折外评价,1.0
62,136034,-1,True,False,2.9604768863691886,983.2664615411144,0.0,9.907836742802033,折外评价,4.0
63,138195,1,True,False,2.554112200653062,702.9234387963123,0.0,12.06742382031905,折外评价,5.0
64,140335,-1,True,False,0.3238902516240483,268.80179886711556,0.0,11.559117578168753,折外评价,4.0
65,142448,-1,True,False,0.9039539364573745,361.1751879671499,0.0,11.311554483656892,折外评价,1.0
66,144604,-1,True,False,3.995393638728706,660.7335344433054,0.0,18.382798569895442,折外评价,2.0
67,146681,1,True,False,0.0,214.75467517673724,0.0,7.8511046858938585,折外评价,5.0
68,148774,1,True,False,0.34298265635372255,213.26282996037833,0.0,11.756426065012988,折外评价,2.0
69,150958,-1,True,False,0.011846882790512065,269.14683910102434,0.0,7.54971679258324,折外评价,4.0
70,153079,-1,True,False,0.0,226.02741790278003,0.0,9.349129833048352,折外评价,1.0
71,155199,1,True,False,1.8950514036707955,635.0027202897132,0.0,8.712690953311665,折外评价,5.0
72,157292,1,True,False,1.260396568077597,447.488486576293,0.0,9.097499632257609,折外评价,4.0
73,159392,-1,True,False,0.0,134.96615236614986,0.0,9.178346065003957,折外评价,5.0
74,161513,-1,True,False,0.0,84.52640560181457,0.0,7.545334200221269,折外评价,3.0
75,163678,1,True,False,1.0138993606037312,417.33659318699995,0.0,7.707074196817828,折外评价,1.0
76,165814,-1,True,False,1.0450755645424716,370.39536008360596,0.0,11.519435229561914,折外评价,1.0
77,167982,-1,True,False,1.1850022012588144,162.40102531812994,0.0,14.869490585745154,折外评价,4.0
78,170139,-1,True,False,3.2402376327897944,1082.6685629852177,5.0,11.468253997002705,折外评价,3.0
79,172279,1,True,False,0.2388260311857483,292.97552182911386,0.0,8.764964122454671,折外评价,1.0
80,174416,-1,True,False,0.45540836888615305,252.04493607620265,0.0,11.928050700389264,折外评价,4.0
81,176533,-1,True,False,0.08062735824396047,263.74139035815904,0.0,9.090606336714558,折外评价,2.0
82,178705,1,True,False,0.8486699708591847,235.52400301701334,0.0,13.543969731180908,折外评价,3.0
83,180846,-1,True,False,0.9942913266686152,315.3529755084804,0.0,12.480979373132215,折外评价,3.0
84,183022,-1,True,False,0.0,198.62178889697654,0.0,10.324606085622008,折外评价,2.0
85,185123,1,True,False,0.3401173202794079,263.27129354058667,0.0,11.478225596342895,折外评价,3.0
86,187267,-1,True,False,0.0,150.87814299706193,0.0,9.3741870830208,折外评价,5.0
87,189368,-1,True,False,0.0,67.5252040906527,0.0,7.127804906294934,折外评价,3.0
88,191616,1,True,True,17.437204760674838,2110.2549154651756,412.0,324.3592160151421,质量剔除,
89,193777,-1,True,False,3.2684869162104278,475.2578622188622,0.0,18.10597511802999,折外评价,1.0
90,195873,-1,True,False,1.1246910509264358,454.94473777614314,0.0,8.179390497392518,折外评价,5.0
91,198018,1,True,False,0.0,44.86227430462323,0.0,7.056814860045675,折外评价,1.0
92,200134,1,True,True,6.958812771685157,261.6895001881314,471.0,69.93307939801446,质量剔除,
93,202259,-1,True,False,0.5625860231234362,147.05259976355995,0.0,12.503994160565838,折外评价,2.0
94,204367,1,True,False,0.0,112.36160597763401,0.0,8.059010013082816,折外评价,3.0
95,206496,-1,True,False,0.0,117.95491761476336,0.0,7.711100787448885,折外评价,4.0
96,208557,1,True,False,0.0,140.08318757023056,0.0,7.542474859959135,折外评价,1.0
97,210653,-1,True,False,0.3504762903148447,156.49753823617033,0.0,11.781240306187783,折外评价,5.0
98,212806,1,True,False,0.0,127.49238384719315,0.0,9.509748214645683,折外评价,2.0
99,214962,1,True,False,0.0,217.06375064018133,0.0,8.575724585014484,折外评价,3.0
100,217063,1,True,False,1.0822986766227811,418.0601442016797,0.0,9.181916180139808,折外评价,1.0
